Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
3;2;9.19999980927;10.0;3;21.0;1;13.0;10.0;4;20.0;
4;2;9.19999980927;10.0;3;21.1200000048;1;14.0;10.0;4;20.0;
5;2;10.3360004425;10.0;3;21.2530560493;1;15.0;10.0;4;20.0;
6;2;11.375916481;10.0;3;21.4002518654;1;16.0;10.0;3;20.3999996185;
7;2;11.4200754166;10.0;3;21.9766796827;1;17.0;10.1999998093;3;20.7264003754;
8;2;11.5930042267;10.1999998093;3;22.4989564419;1;17.4358406067;10.3632001877;3;21.8194274902;
9;2;11.7496871948;10.3632001877;3;22.9796661139;1;18.0916557312;10.9097137451;3;22.7316036224;
10;2;11.8938999176;10.4951858521;3;24.3497066498;1;19.0916557312;11.3658018112;2;23.4745616913;
11;2;12.3049116135;11.0209560394;3;25.5842888355;1;20.0916557312;11.7372808456;2;24.0673980713;
12;2;14.3049116135;11.4571752548;3;26.7006480694;1;21.0916557312;12.0336990356;3;24.5325260162;
13;2;16.3049125671;11.8107032776;3;27.7219514847;1;22.0916557312;12.2662630081;3;24.892534256;
14;2;17.6741790771;12.0916318893;3;28.6730384827;1;23.0916557312;12.446267128;3;25.0;
15;2;18.8277015686;12.3113050461;3;29.5772051811;1;24.0916557312;12.5;3;25.0;
16;2;19.9972076416;12.4808797836;4;30.2332024574;1;25.0916557312;12.5;3;25.0;
17;2;21.1825332642;12.5;4;30.9013147354;1;26.0916557312;12.5;3;25.0;
18;2;22.3829689026;12.5;4;31.6152963638;1;27.0;12.5;4;25.0;
19;3;23.484588623;12.5;3;32.3684282303;1;27.0;12.5;4;25.0;
20;3;23.7105293274;12.5;3;33.151807785;1;27.0;12.5;6;25.0;
21;3;23.9455413818;12.5;3;33.9546136856;1;27.0;12.5;6;25.0;
22;3;24.186384201;12.5;3;34.7645931244;1;27.0;12.5;6;25.0;
23;3;24.4293785095;12.5;3;35.5687475204;1;27.0;12.5;6;25.0;
24;3;24.6706237793;12.5;3;36.3541374207;1;27.0;12.5;6;25.0;
25;3;24.9062423706;12.5;3;37.1087179184;1;27.0;12.5;6;25.0;
26;3;22.9062423706;13.5;3;37.8220767975;1;27.0;12.5;6;25.0;
27;3;21.9062423706;13.5;3;38.485994339;1;27.0;12.5;6;25.0;
28;3;20.9062423706;13.5;3;39.0947532654;1;27.0;12.5;6;25.0;
29;3;21.5;14.5;4;39.6451883316;1;27.0;12.5;6;25.0;
30;3;21.5;15.5;4;40.1365070343;1;27.0;12.5;6;25.0;
31;3;20.5;14.5;3;40.5699396133;1;27.0;12.5;6;25.0;
32;3;20.5;14.5;3;40.9482984543;1;27.0;12.5;7;25.0;
33;3;21.5;15.5;3;41.275510788;1;27.0;12.5;7;25.0;
34;3;21.5;16.5;3;41.556180954;1;27.0;12.5;7;25.0;
35;3;21.5;17.5;3;41.7952213287;1;27.0;13.5;7;25.0;
36;3;20.5;16.5;3;41.9975662231;1;27.0;14.5;8;25.0;
37;3;20.5;16.5;4;42.0;1;27.0;15.5;8;25.0;
38;3;21.5;17.5;4;42.0;1;27.0;16.5;8;25.0;
39;3;21.5;18.5;3;42.0;1;27.0;17.5;9;25.0;
40;3;22.5;16.5;3;42.0;1;27.0;17.5;9;25.0;
41;3;23.5;18.5;3;42.0;1;27.0;17.5;9;25.0;
42;3;24.5;19.5;3;42.0;2;27.0;17.5;8;25.0;
43;3;25.5;20.5;3;42.0;2;27.0;17.5;8;25.0;
44;3;26.5;21.5;3;42.0;2;27.0;17.5;8;25.0;
45;3;26.6000003815;22.5;4;42.0;3;27.0;17.5;7;40.0;
46;3;26.6000003815;22.5;5;42.0;3;28.0;18.5;7;40.75;
