Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;13.0;10.0;6;20.0;
4;1;9.0;10.0;4;20.0;2;14.6000003815;10.0;5;21.0;
5;2;10.3000001907;10.0;3;21.0;2;15.6000003815;10.0;5;21.1799999475;
6;2;11.3000001907;10.0;3;21.0299999714;2;16.7080001831;10.0;5;21.8020755053;
7;2;11.3090000153;10.0;3;21.4708906412;2;17.8412456512;10.1999998093;5;22.3892332315;
8;2;11.4412670135;10.1999998093;3;21.8393678665;2;18.4335403442;10.3632001877;5;23.837061882;
9;2;11.5518102646;10.3632001877;3;22.1466006041;2;19.302236557;10.9097137451;5;25.1725854874;
10;2;11.6439800262;10.4951858521;3;23.2541460991;2;21.302236557;11.3658018112;5;26.4173855782;
11;2;11.9762439728;11.0209560394;3;24.1846234798;2;23.302236557;11.7372808456;5;27.6004693508;
12;2;13.9762439728;11.4571752548;3;24.9517599344;2;25.2114982605;12.0336990356;5;28.7533779144;
13;2;15.9762439728;11.8107032776;3;25.5757399797;2;26.2520275116;12.2662630081;5;29.9060263634;
14;2;17.0303173065;12.0916318893;3;26.0792449713;2;26.9436149597;12.446267128;5;30.9152441025;
15;2;18.0495643616;12.3113050461;3;26.4845746756;2;27.5491466522;12.5;5;31.9258489609;
16;2;19.0694179535;12.4808797836;4;26.5909943581;2;30.0910301208;12.5;4;33.0391206741;
17;3;20.0898723602;12.5;4;26.6611413956;2;31.7589931488;12.5;4;34.2418441772;
18;3;21.1109161377;12.5;4;26.7332159281;2;33.4806251526;12.5;4;35.5133514404;
19;3;22.0199642181;12.5;4;26.8071684837;2;35.2435302734;12.5;5;36.8261165619;
20;3;22.0421504974;12.5;5;26.8829400539;2;36.0956726074;12.5;6;38.1475534439;
21;3;22.0648822784;12.5;5;26.9604618549;2;36.8885345459;12.5;7;39.4429092407;
22;3;22.0881385803;12.5;5;27.039655447;2;37.6657447815;12.5;7;40.6788024902;
23;3;22.1118965149;12.5;4;27.1204328537;2;38.4072799683;12.5;7;41.8266792297;
24;3;22.1361293793;12.5;4;27.2026965618;2;39.0960083008;12.5;7;42.8654441833;
25;3;22.1608085632;12.5;5;27.2863395214;2;39.7192687988;12.5;7;43.7827548981;
26;4;22.1859016418;12.5;4;27.3712463379;2;40.2696533203;12.5;7;44.5748691559;
27;4;20.2113742828;13.5;3;27.4572930336;2;40.7449226379;12.5;6;45.2453346252;
28;4;18.5;15.482916832;2;27.5443477631;2;41.1472015381;12.5;6;45.8030261993;
29;4;17.5;16.5177383423;2;27.6322715282;3;41.4818153381;12.5;5;46.2600631714;
30;4;16.5;17.5529079437;2;27.7209193707;3;41.7560386658;14.5;5;46.6299743652;
31;4;16.3162765503;17.5;2;27.8101406097;3;41.9779853821;16.5;4;46.9263114929;
32;4;15.3430423737;18.5;2;27.899780035;3;42.1557884216;18.5;4;47.0;
33;4;14.869934082;19.5;2;27.989679575;3;42.2000007629;20.5;4;47.0;
34;4;14.8969039917;20.5;3;28.0796785355;3;42.2000007629;22.5;4;47.0;
35;4;14.9239034653;21.5;4;28.1696150303;3;42.2000007629;22.5;5;47.0;
36;4;15.0;20.5;5;28.2593274117;3;42.2000007629;22.5;5;47.0;
37;4;14.9777984619;20.5;5;28.3486549854;3;42.2000007629;22.5;4;47.0;
38;4;15.0045967102;21.5;5;28.4374394417;3;42.2000007629;22.5;5;47.0;
39;4;15.0;20.5;6;28.5255258083;4;43.2000007629;23.5;6;48.0;
40;4;15.0;20.5;6;28.6127641201;4;44.2000007629;24.5;6;48.0;
41;4;15.0838298798;21.5;5;28.6990094185;4;44.7999992371;25.5;6;48.0;
