Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;1;11.0;10.0;5;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;18.6916561127;10.9097137451;3;23.7316036224;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;20.6916561127;11.3658018112;3;24.4745616913;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;22.6916561127;11.7372808456;3;25.0673980713;
12;2;12.1743059158;11.4571752548;4;24.6214065552;2;23.6916561127;12.0336990356;4;25.5325260162;
13;2;14.9125738144;11.8107032776;5;25.3132637739;2;24.6916561127;12.2662630081;4;25.892534256;
14;2;16.9125728607;12.0916318893;5;25.8980411291;2;25.6916561127;12.446267128;4;26.0;
15;2;17.9952030182;12.3113050461;5;26.3994836807;2;26.6916561127;12.5;4;26.0;
16;2;19.0438919067;12.4808797836;4;26.6183350086;2;27.6916561127;12.5;4;26.0;
17;2;20.0980739594;12.5;4;26.8187118769;2;28.6916561127;12.5;4;26.0;
18;2;21.1581878662;12.5;4;27.0402543545;2;29.6000003815;12.5;4;26.0;
19;2;22.1120758057;12.5;4;27.2842636108;2;29.6000003815;12.5;5;26.0;
20;2;22.1852798462;12.5;4;27.5518820286;2;29.6000003815;12.5;6;26.0;
21;2;22.2655639648;12.5;6;27.8440244198;2;29.6000003815;12.5;7;26.0;
22;2;22.3532066345;12.5;6;28.1613030434;2;29.6000003815;12.5;7;26.0;
23;2;22.4483909607;12.5;6;28.5039470196;2;29.6000003815;12.5;7;26.0;
24;2;22.5511837006;12.5;6;28.871723175;2;29.6000003815;12.5;7;26.0;
25;2;21.5;13.4679307938;6;29.263862133;2;29.6000003815;12.5;7;26.0;
26;2;21.5;13.5659656525;8;29.6789975166;2;29.6000003815;12.5;6;26.0;
27;2;20.5;13.5;8;30.1151270866;2;29.6000003815;12.5;6;26.0;
28;2;20.034538269;14.5;8;30.5695996284;2;29.6000003815;12.5;6;26.0;
29;2;19.5;13.5;9;31.0391392708;2;29.6000003815;12.5;6;26.0;
30;3;18.5;13.5;8;31.5199065208;2;29.0;13.0;6;26.0;
31;3;18.4559726715;14.5;8;32.007601738;2;29.0;13.0;6;26.0;
32;3;17.6022796631;15.5;8;32.4976010323;2;29.0;12.5;7;26.0;
33;3;16.6022796631;14.5;8;32.9851250648;2;29.0;14.5;7;26.0;
34;3;17.5;14.5;8;33.465420723;2;29.0;16.5;7;26.0;
35;3;18.5;15.5;8;33.9339466095;2;29.0;18.5;7;26.0;
36;3;19.5;16.0735778809;8;34.3865451813;2;29.0;20.5;9;26.0;
37;3;18.5;15.0735788345;8;34.8195896149;2;29.0;22.5;9;26.0;
38;3;18.5;15.0735788345;8;35.2300891876;2;29.0;22.5;9;26.0;
39;3;18.5;15.5;8;35.6157541275;2;29.0;22.5;10;26.0;
40;3;17.6847267151;16.5;8;35.9750175476;2;29.0;22.5;11;26.0;
41;3;17.2925052643;17.5;9;36.307009697;2;29.6000003815;22.5;11;26.0;
