Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;14.0;10.0;5;20.0;
5;1;10.0;10.0;4;20.0;1;15.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;1;16.0;10.0;5;20.3999996185;
7;1;11.0;10.0;4;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;11.5179204941;10.3632001877;3;21.9903717041;2;18.6916561127;10.9097137451;3;23.7316036224;
10;2;11.597111702;10.4951858521;3;23.1319121122;2;20.6916561127;11.3658018112;3;24.5595617294;
11;2;11.939573288;11.0209560394;3;24.1014695168;2;22.6916561127;11.7372808456;3;25.2437008619;
12;2;13.939573288;11.4571752548;3;24.9131449461;2;23.7974376678;12.0336990356;4;25.8067406416;
13;2;15.939573288;11.8107032776;4;25.5874900818;2;24.8561840057;12.2662630081;3;26.2715630531;
14;2;17.0338420868;12.0916318893;4;26.1475405693;2;25.9190731049;12.446267128;3;26.4910193682;
15;2;18.0700531006;12.3113050461;4;26.6159290075;2;26.9862670898;12.5;3;26.6104347706;
16;2;19.1088237762;12.4808797836;4;26.7922235727;2;28.0579166412;12.5;3;26.7374911308;
17;2;20.1502399445;12.5;4;26.9393253326;2;29.1341514587;12.5;3;26.8723640442;
18;2;21.1943702698;12.5;4;27.0956480503;2;30.123418808;12.5;3;27.0151810646;
19;2;22.1286945343;12.5;5;27.261295557;2;30.2091083527;12.5;4;27.1660137177;
20;2;22.1783885956;12.5;5;27.4362905025;2;30.2996082306;12.5;5;27.3248689175;
21;2;22.2308864594;12.5;5;27.6205644608;2;30.3949203491;12.5;6;27.4916813374;
22;2;22.2861690521;12.5;5;27.8139474392;3;30.4950084686;12.5;5;27.6663062572;
23;3;22.3441848755;12.5;4;28.016159296;3;30.5997848511;12.5;5;27.8485133648;
24;3;22.4048480988;12.5;5;28.2268030643;3;30.7091083527;12.5;5;28.0379817486;
25;4;21.5;13.3067007065;4;28.445360899;3;30.8227882385;12.5;5;28.2342967987;
26;4;21.5;13.3613405228;4;28.6711919308;3;30.9405784607;12.5;5;28.4369482994;
27;4;21.5;13.9684772491;5;28.9035346508;3;31.0621681213;12.5;5;28.6453323364;
28;4;22.5;12.5;5;29.141512394;3;31.1871986389;12.5;5;28.8587543964;
29;4;21.5;13.5;5;29.3841423988;3;31.3152523041;12.5;5;29.0764360428;
30;4;22.5;12.5;5;29.6303496361;3;31.4458618164;12.5;5;29.2975239754;
31;4;21.5;13.5;5;29.8789830208;3;31.5785140991;12.5;6;29.5211014748;
32;4;22.5;12.5;5;30.1288366318;3;31.7126617432;14.5;6;29.7462024689;
33;4;23.0386505127;12.5;5;30.3786706924;3;31.8477210999;16.5;6;29.971827507;
34;4;21.1136016846;13.5;5;30.6272368431;3;31.9830970764;18.5;7;30.1969604492;
35;4;20.5;13.5;5;31.8733024597;3;32.1181755066;20.5;7;30.4205875397;
36;4;22.5;14.8999996185;5;32.1556758881;3;32.2523536682;22.5;7;30.6417155266;
37;4;22.5;13.5;5;32.4344124794;3;32.3850288391;22.5;8;30.8593888283;
38;4;22.4059677124;14.9324731827;5;32.7084696293;3;32.5156326294;22.5;8;32.0727062225;
