Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;2;13.3999996185;10.0;5;21.0;
4;1;9.0;10.0;5;20.0;2;14.6000003815;10.0;5;21.0900000334;
5;1;10.0;10.0;5;20.0;2;15.6540002823;10.0;4;21.1871190071;
6;1;11.0;10.0;5;20.0;2;16.7122707367;10.0;4;21.7036092281;
7;2;11.3000001907;10.0;4;21.3999996185;2;17.7821655273;10.1999998093;4;22.1564130783;
8;2;11.4200000763;10.1999998093;4;21.7264003754;2;18.2938480377;10.3632001877;4;23.4291926622;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;19.0575141907;10.9097137451;4;24.540822506;
10;2;11.597111702;10.4951858521;4;23.0619120598;2;21.0575141907;11.3658018112;4;25.5043385029;
11;2;11.9185733795;11.0209560394;4;23.9545464516;2;23.0575141907;11.7372808456;4;26.3401436806;
12;2;13.9185733795;11.4571752548;4;24.6819883585;2;24.4553031921;12.0336990356;4;27.0718023777;
13;2;15.9185733795;11.8107032776;3;25.2644146681;2;25.2430820465;12.2662630081;4;27.7228300571;
14;2;16.9369182587;12.0916318893;3;25.7245066166;2;25.6336975098;12.446267128;4;28.1464314461;
15;2;17.9431419373;12.3113050461;3;26.0845712423;2;25.8878593445;12.5;4;28.4879314899;
16;2;18.9494171143;12.4808797836;3;26.1438889503;2;28.0282783508;12.5;4;28.8545851707;
17;2;19.955739975;12.5;3;26.1651208401;2;29.2482719421;12.5;4;29.2456488609;
18;2;20.9621105194;12.5;3;26.1864993572;2;30.4829101562;12.5;4;29.659784317;
19;2;21.8559494019;12.5;3;26.2080165148;2;31.7313919067;12.5;5;30.0950183868;
20;2;21.8624038696;12.5;3;26.2296639681;2;32.0570106506;12.5;5;30.5487289429;
21;2;21.8688983917;12.5;5;26.2514331341;2;32.3292388916;12.5;5;31.0176672935;
22;2;21.8754291534;12.5;5;26.2733153105;2;30.3292369843;13.5;5;31.4980173111;
23;2;21.8819942474;12.5;5;26.2953014374;2;29.3292369843;14.5;5;31.9854974747;
24;2;21.888589859;12.5;6;26.3173824549;2;29.0;15.5;5;32.4754953384;
25;2;19.5;13.8293457031;6;26.3395489454;3;29.0;16.2377471924;5;32.9632344246;
26;2;20.5;12.8348875046;6;26.3617914915;4;29.0;16.4816169739;5;33.4439563751;
27;2;18.5;14.044716835;6;26.3841004372;4;29.0;16.7219772339;5;33.9131059647;
28;2;17.5;15.0536403656;6;26.4064661264;4;29.0;16.9565525055;5;34.3665065765;
29;2;16.5;16.0625858307;6;26.428878665;4;29.0;17.1832542419;5;34.8005027771;
30;2;15.5;17.0715522766;6;26.4513280392;4;29.0;17.4002513885;5;35.2120742798;
31;2;14.5;18.080532074;6;26.4738043547;4;29.0;17.6060371399;4;35.5988998413;
32;2;14.0;19.0895214081;7;26.4962974787;4;30.0;18.5;5;35.9593791962;
33;2;14.0;20.0985183716;7;26.5187973976;4;31.0;19.5;4;36.2926120758;
34;2;14.0;21.1075191498;8;26.5412938595;4;32.0;20.5;5;36.5983467102;
35;2;14.0;22.1165180206;8;26.5637768507;4;33.0;21.5;5;36.8768987656;
36;2;15.0;20.1255111694;8;26.5862361193;4;34.0;22.5;5;37.1290569305;
37;2;14.0;21.1344947815;8;26.6086617708;4;35.0;22.5;5;37.3559846878;
38;2;14.0;22.1434650421;8;26.6310436726;4;36.0;22.5;5;37.5591192245;
