Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;2;9.19999980927;10.0;4;21.0;1;13.0;10.0;5;20.0;
3;2;9.19999980927;10.0;4;21.0299999714;1;13.0;10.0;5;20.0;
4;2;9.20600032806;10.0;4;21.0605909824;1;14.0;10.0;5;20.0;
5;2;10.3181772232;10.0;4;21.091766119;1;15.0;10.0;5;20.0;
6;2;11.3275299072;10.0;4;21.1235172749;1;16.0;10.0;5;20.3999996185;
7;2;11.3370552063;10.0;4;21.5670698881;1;17.0;10.1999998093;5;20.7264003754;
8;2;11.4701213837;10.1999998093;4;21.9382035732;2;18.0358409882;10.3632001877;4;22.8194274902;
9;2;11.5814609528;10.3632001877;4;22.2480803728;2;18.6916561127;10.9097137451;4;23.8316036463;
10;2;11.6744241714;10.4951858521;4;23.3592649698;2;20.6916561127;11.3658018112;4;24.6834616661;
11;2;12.0077791214;11.0209560394;4;24.2933903933;2;22.6916561127;11.7372808456;4;25.3946626186;
12;2;14.0077791214;11.4571752548;4;25.0641713142;2;23.8880138397;12.0336990356;5;25.9881733656;
13;2;16.0077800751;11.8107032776;5;25.691778779;2;24.9650440216;12.2662630081;4;26.4871137142;
14;2;17.0651283264;12.0916318893;5;26.198879838;2;26.0484027863;12.446267128;4;26.7445563078;
15;2;18.0854549408;12.3113050461;5;26.6077592373;2;27.1383895874;12.5;4;26.9060227871;
16;2;19.1063728333;12.4808797836;5;26.7176665068;2;28.2352695465;12.5;4;27.0793559551;
17;2;20.1278743744;12.5;5;26.7912226915;2;29.3392696381;12.5;4;27.2648479939;
18;2;21.1499404907;12.5;5;26.8666112423;2;30.3589096069;12.5;4;27.4626858234;
19;2;22.0599822998;12.5;6;26.943765521;2;30.4776115417;12.5;5;27.6729331017;
20;2;22.0831298828;12.5;6;27.0226092339;2;30.6037597656;12.5;5;27.8955099583;
21;2;22.1067829132;12.5;6;27.1030561924;2;29.0;13.5;5;28.1301763058;
22;2;22.1309165955;12.5;6;27.1850111485;2;29.0;14.5;5;28.3765156269;
