Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;2;14.6000003815;10.0;4;21.0;
5;1;10.0;10.0;5;20.0;2;15.6000003815;10.0;4;21.0299999714;
6;1;11.0;10.0;5;20.0;2;16.6180000305;10.0;4;21.4708906412;
7;1;11.0;10.0;5;20.3999996185;2;17.642534256;10.1999998093;4;21.8393678665;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;18.1036205292;10.3632001877;4;22.9867860079;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;18.7920703888;10.9097137451;4;23.9553763866;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;20.7920703888;11.3658018112;3;24.7567846775;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;22.7920703888;11.7372808456;3;25.4101134539;
12;2;12.1743059158;11.4571752548;4;24.6214065552;2;23.8972854614;12.0336990356;4;25.9377754927;
13;2;14.9125738144;11.8107032776;5;25.233263731;2;24.9348049164;12.2662630081;4;26.3623514175;
14;2;16.9125728607;12.0916318893;5;25.7245850563;2;25.9735450745;12.446267128;4;26.5364025831;
15;2;17.9431667328;12.3113050461;5;26.1177095175;2;27.0134963989;12.5;4;26.6049814224;
16;2;18.9593582153;12.4808797836;5;26.2119446993;2;28.0546455383;12.5;4;26.6755206585;
17;2;19.9761562347;12.5;5;26.269973278;2;29.0969676971;12.5;4;26.7479782104;
18;2;20.9935646057;12.5;5;26.3300433159;2;30.0487861633;12.5;3;26.8223025799;
19;2;21.8990135193;12.5;6;26.3921557665;2;30.0933818817;12.5;3;26.8984328508;
20;2;21.9176464081;12.5;6;26.4563041925;2;30.1390590668;12.5;3;26.9762983322;
21;2;21.9368915558;12.5;6;26.5224741697;2;30.1857795715;12.5;3;27.0558187962;
22;2;21.956741333;12.5;6;26.5906432867;2;30.2334918976;12.5;3;27.1369040012;
23;3;21.977191925;12.5;5;26.6607804298;2;30.2821426392;12.5;3;27.2194547653;
24;3;21.9982337952;12.5;5;26.7328453064;3;30.3316726685;12.5;2;27.3033623695;
25;3;22.0198535919;12.5;6;26.8067884445;3;30.3820171356;12.5;2;27.3885092735;
26;3;21.5;12.5;6;26.8825509548;3;30.4331054688;12.5;2;27.4747700691;
27;3;19.5;13.5;5;26.9600640535;3;30.4848613739;12.5;2;27.5620114803;
28;3;18.5;14.5;5;27.0392494202;3;30.5372066498;12.5;2;27.6500930786;
29;3;17.5;15.5;5;27.120018959;3;30.5900554657;12.5;3;27.7388687134;
30;3;16.5;16.5;5;27.2022752762;3;29.0;13.5;3;27.8281867504;
31;3;15.5;17.5;5;28.2859115601;3;29.0;13.9140930176;3;27.9178915024;
32;3;15.5;18.5;5;28.3708124161;3;30.0;15.9140930176;3;28.0078241825;
33;3;16.0;19.5;5;28.4568536282;3;30.8046951294;17.9140930176;3;28.0978236198;
34;3;16.0;20.5;5;28.5439035892;3;30.8586940765;19.9140930176;3;28.1877279282;
35;3;16.0;21.5;5;28.6318233013;3;30.9126358032;21.5;3;29.2773754597;
36;3;17.0;19.5;5;28.7204678059;3;31.966424942;23.5;4;29.4166059494;
37;3;16.0;20.5;5;28.8096864223;3;33.0199623108;24.5;4;29.5572369099;
38;3;16.0;21.5;6;28.8993241787;3;33.0731582642;25.5;5;29.6991392374;
