Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;2;13.3999996185;10.0;4;21.0;
3;1;9.0;10.0;6;20.0;2;13.3999996185;10.0;5;21.0900000334;
4;1;9.0;10.0;6;20.0;2;14.6540002823;10.0;5;21.1871190071;
5;1;10.0;10.0;6;20.0;2;15.7122716904;10.0;5;21.2917383909;
6;1;11.0;10.0;5;20.0;2;16.7750434875;10.0;5;21.817143321;
7;1;11.0;10.0;5;20.3999996185;2;17.8502864838;10.1999998093;5;22.2793469429;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;18.367609024;10.3632001877;5;23.5656701326;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;19.1394004822;10.9097137451;5;24.691826582;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;21.1394004822;11.3658018112;4;25.6707911491;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;23.1394004822;11.7372808456;4;26.5228655338;
12;1;11.8743057251;11.4571752548;5;23.6214065552;2;24.5649356842;12.0336990356;4;27.2714657784;
13;1;12.8743057251;11.8107032776;5;24.1832637787;2;25.3628807068;12.2662630081;4;27.9399077892;
14;1;13.8743057251;12.0916318893;5;24.6226100922;2;25.7639446259;12.446267128;4;28.3811409473;
15;1;14.3867835999;12.3113050461;5;24.9617595673;2;26.0286846161;12.5;4;28.7401795387;
16;1;14.488527298;12.4808797836;5;25.0;2;28.1796283722;12.5;4;29.1239151955;
17;1;16.3867835999;12.5;5;25.0;2;29.4098701477;12.5;4;29.5311965942;
18;1;17.3867835999;12.5;5;25.0;2;30.6542377472;12.5;4;29.960246563;
19;1;18.3867835999;12.5;6;25.0;2;31.9116668701;12.5;5;30.4086403847;
20;1;19.3867835999;12.5;6;25.0;2;32.2451858521;12.5;5;30.873316288;
21;1;19.5;12.5;6;25.0;2;32.5239906311;12.5;5;31.3506221771;
22;1;19.5;12.5;6;25.0;2;32.8103713989;12.5;5;31.8364052773;
23;1;19.5;12.5;6;25.0;2;33.1018447876;12.5;5;32.3261375427;
24;1;19.5;12.5;6;25.0;2;33.3956832886;12.5;3;32.815073967;
25;1;19.5;12.5;7;25.0;2;33.6890449524;12.5;3;33.2984304428;
26;1;19.5;12.5;7;25.0;2;33.979057312;12.5;3;33.7715711594;
27;1;19.5;12.5;7;25.0;2;34.2629432678;12.5;3;34.2301864624;
28;1;19.5;12.5;7;25.0;2;34.5381126404;12.5;3;34.6704492569;
29;1;19.5;12.5;7;25.0;2;34.8022689819;12.5;4;35.0891361237;
30;1;17.5;13.5;7;25.0;2;35.0534820557;12.5;4;35.4837083817;
31;1;16.5;14.5;7;25.0;2;35.2902259827;14.5;4;35.8523464203;
32;1;15.5;15.5;7;25.0;2;35.5114059448;16.5;4;36.1939411163;
33;1;14.5;16.5;7;25.0;2;35.7163619995;18.5;4;36.5080499649;
34;1;13.5;17.5;7;25.0;2;35.9048309326;20.5;4;36.7948246002;
35;1;12.5;18.5;7;25.0;2;36.0768966675;22.5;4;37.0549211502;
36;1;12.0;19.5;7;25.0;2;36.2329521179;22.5;4;37.289399147;
37;1;12.0;20.5;8;25.0;2;36.3736419678;22.5;4;37.4996213913;
38;1;12.0;21.5;8;25.0;2;36.4997711182;22.5;5;37.687163353;
39;1;13.0;19.5;8;25.0;3;36.6122970581;22.5;4;37.8537254333;
40;1;12.0;20.5;8;25.0;3;36.7122344971;22.5;4;38.0;
41;1;12.0;21.5;8;25.0;3;36.7999992371;22.5;4;38.0;
42;1;13.0;19.5;9;25.0;3;36.7999992371;22.5;5;38.0;
43;1;12.0;20.5;10;25.0;3;36.7999992371;22.5;6;38.0;
44;1;12.0;21.5;10;25.0;4;36.7999992371;22.5;5;38.0;
45;1;13.0;19.5;10;25.0;4;36.7999992371;22.5;5;38.0;
