Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;2;9.19999980927;10.0;4;21.0;1;14.0;10.0;5;20.0;
5;2;10.3000001907;10.0;4;21.0299999714;1;15.0;10.0;4;20.0;
6;2;11.3090000153;10.0;4;21.0605909824;1;16.0;10.0;4;20.3999996185;
7;2;11.3181772232;10.0;4;21.5023716688;1;17.0;10.1999998093;4;20.7264003754;
8;2;11.4507112503;10.1999998093;4;21.8717387915;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;11.5615215302;10.3632001877;4;22.1798590422;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;11.6539573669;10.4951858521;4;23.2886198759;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;11.9865856171;11.0209560394;4;24.2203179598;1;20.0916557312;11.7372808456;4;24.0673980713;
12;2;13.9865856171;11.4571752548;4;24.988676548;1;21.0916557312;12.0336990356;5;24.5325260162;
13;2;15.9865856171;11.8107032776;5;25.6138757467;1;22.0916557312;12.2662630081;5;24.892534256;
14;2;17.0417575836;12.0916318893;5;26.1185922623;1;23.0916557312;12.446267128;5;25.0;
15;2;18.0613689423;12.3113050461;5;26.5251210928;1;24.0916557312;12.5;5;25.0;
16;2;19.0815811157;12.4808797836;5;26.6327222586;1;25.0916557312;12.5;5;25.0;
17;2;20.1023902893;12.5;4;26.7040277719;1;26.0916557312;12.5;5;25.0;
18;2;21.1237812042;12.5;4;26.7772322893;1;27.0;12.5;5;25.0;
19;2;22.0331687927;12.5;5;26.852280736;1;27.0;12.5;5;25.0;
20;2;22.055683136;12.5;5;26.9291081429;1;27.0;12.5;6;25.0;
21;2;22.0787315369;12.5;5;27.0076401234;1;27.0;12.5;7;25.0;
22;2;22.1022911072;12.5;5;27.0877923965;1;27.0;12.5;7;25.0;
23;2;22.1263370514;12.5;5;27.1694712639;1;27.0;12.5;7;25.0;
24;2;22.1508407593;12.5;5;27.2525734901;1;27.0;12.5;7;25.0;
25;3;22.1757717133;12.5;4;27.3369870186;1;27.0;12.5;7;25.0;
26;3;21.5;12.5;4;27.4225912094;1;27.0;12.5;7;25.0;
27;3;21.5;13.4690361023;4;27.5092573166;1;27.0;12.5;8;25.0;
28;3;21.5;13.5037031174;4;27.5968489647;1;27.0;12.5;8;25.0;
29;3;21.5;13.5387392044;4;27.6852235794;1;27.0;12.5;8;25.0;
30;3;21.5;13.5740890503;4;27.774232626;2;27.0;12.5;7;25.0;
31;3;21.5;13.6096935272;4;27.8637228012;2;27.0;12.5;8;25.0;
32;3;21.5;13.645488739;4;27.9535369873;2;27.0;12.5;8;25.0;
33;3;20.3860607147;13.5;4;28.0435154438;2;27.0;12.5;8;25.0;
34;3;19.4130554199;14.5;5;28.1334965229;2;27.0;12.5;9;25.0;
35;3;18.4400482178;15.5;5;28.2233183384;2;27.0;13.5;10;25.0;
36;4;17.4669952393;16.5;4;28.3128197193;2;27.0;14.5;10;25.0;
37;4;16.4938468933;17.5;4;28.4018411636;2;27.0;15.5;10;25.0;
38;4;15.5205526352;18.5;4;28.4902265072;3;27.0;16.5;7;35.5;
39;4;15.0470676422;19.5;4;28.5778234005;3;28.0;18.5;9;35.9200000763;
40;4;15.0733470917;20.5;5;29.6644845009;3;29.0;19.5;9;36.3109359741;
41;4;16.0993461609;21.5;6;29.7900691032;3;29.0;20.5;10;36.6716489792;
