Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;9.19999980927;10.0;3;21.0;1;13.0;10.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0599999428;1;13.0;10.0;5;20.0;
3;2;9.21199989319;10.0;3;21.1229639053;1;13.0;10.0;5;20.0;
4;2;9.22459316254;10.0;3;21.1889609098;1;14.0;10.0;5;20.0;
5;2;10.3566884995;10.0;3;21.2580518723;2;15.6000003815;10.0;4;21.0;
6;2;11.377415657;10.0;3;21.3302885294;2;16.6000003815;10.0;4;21.469999671;
7;2;11.3990869522;10.0;3;21.8190145493;2;17.6420001984;10.1999998093;4;21.8705514669;
8;2;11.5457038879;10.1999998093;3;22.2388005257;2;18.1223316193;10.3632001877;4;23.0763443708;
9;2;11.6716403961;10.3632001877;3;22.6008902788;2;18.8458061218;10.9097137451;4;24.1109830141;
10;2;11.7802667618;10.4951858521;3;23.7875448465;2;20.8458061218;11.3658018112;4;24.986645937;
11;2;12.1362638474;11.0209560394;3;24.8040741682;2;22.8458061218;11.7372808456;4;25.7229475975;
12;2;14.1362628937;11.4571752548;2;25.6643919945;2;24.084985733;12.0336990356;5;26.3427774906;
13;2;16.1362628937;11.8107032776;2;26.3888099194;2;25.1778068542;12.2662630081;5;26.8691432476;
14;2;17.2742366791;12.0916318893;2;27.0000665188;2;26.2776222229;12.446267128;5;27.154966116;
15;2;18.3258094788;12.3113050461;2;27.5204386711;2;27.3846359253;12.5;5;27.3455736637;
16;2;19.3801765442;12.4808797836;3;27.7490785122;2;28.4990005493;12.5;5;27.5485696793;
17;3;20.437297821;12.5;3;27.9484119415;2;29.620798111;12.5;5;27.7639603615;
18;3;21.4970970154;12.5;4;28.156321764;2;30.6583766937;12.5;5;27.9916012287;
19;3;22.4468955994;12.5;4;28.3723301888;2;30.794960022;12.5;6;28.2311806679;
20;3;22.5116996765;12.5;4;28.5958371162;2;30.938709259;12.5;6;28.4822051525;
21;3;22.5787506104;12.5;4;28.8261203766;2;29.0;13.5;6;28.7439901829;
22;3;22.6478366852;12.5;4;29.0623402596;2;29.0;14.5;6;29.0156545639;
23;3;22.7187023163;12.5;4;29.303548336;2;29.0;15.3109588623;6;29.2961215973;
24;3;22.7910652161;12.5;5;29.5486979485;2;29.0;15.5072851181;6;29.5841283798;
25;3;19.5;14.5;5;29.796661377;3;29.0;15.7088899612;5;29.8782401085;
