Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;1;11.0;10.0;5;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;11.2179203033;10.3632001877;5;20.9903717041;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;11.2971115112;10.4951858521;5;22.0419120789;1;19.0916557312;11.3658018112;4;23.4745616913;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;21.0916557312;11.7372808456;3;25.0673980713;
12;1;11.8743057251;11.4571752548;5;23.6214065552;2;23.0916557312;12.0336990356;3;25.7025259733;
13;1;13.6125736237;11.8107032776;6;24.1832637787;2;24.7936553955;12.2662630081;3;26.2594451904;
14;1;14.6125736237;12.0916318893;6;24.6226100922;2;25.9118022919;12.446267128;3;26.5942704678;
15;1;15.6125736237;12.3113050461;6;24.9617595673;2;27.0482177734;12.5;4;26.8558222055;
16;1;16.6125736237;12.4808797836;6;25.0;3;28.2051486969;12.5;3;27.1554293633;
17;1;17.6125736237;12.5;6;25.0;3;29.3849143982;12.5;3;27.4969480038;
18;1;18.6125736237;12.5;6;25.0;3;30.4981689453;12.5;3;27.8840510845;
19;1;19.5;12.5;7;25.0;3;30.730430603;12.5;4;28.3200027943;
20;1;19.5;12.5;7;25.0;3;30.9920005798;12.5;5;28.8073790073;
21;1;19.5;12.5;7;25.0;3;31.2844276428;12.5;6;29.3477458954;
22;1;19.5;12.5;8;25.0;3;31.6086463928;12.5;6;29.9413113594;
23;1;19.5;12.5;8;25.0;3;31.9647865295;12.5;6;30.586581707;
24;1;19.5;12.5;8;25.0;3;32.3519477844;12.5;6;31.2800674438;
25;1;19.5;12.5;8;25.0;3;32.7680397034;12.5;6;32.0160870552;
26;1;19.5;12.5;8;25.0;3;33.209651947;12.5;6;32.7867279053;
27;1;19.5;12.5;8;25.0;3;33.6720352173;12.5;6;33.5820074081;
28;1;19.5;12.5;8;25.0;3;34.1492042542;12.5;5;34.3902606964;
29;1;19.5;12.5;8;25.0;3;34.6341552734;12.5;5;35.1987380981;
30;1;19.5;12.5;8;25.0;3;35.1192436218;12.5;5;35.9943685532;
31;1;19.5;12.5;8;25.0;3;35.5966186523;12.5;4;36.7645931244;
32;1;19.5;12.5;8;25.0;3;36.0587539673;14.5;4;37.4981632233;
33;1;19.5;12.5;8;25.0;3;36.4988975525;16.5;5;38.1857919693;
34;1;19.5;12.5;8;25.0;3;36.9114761353;18.5;6;38.8205833435;
35;1;19.5;12.5;8;25.0;3;37.292350769;20.5;6;39.3982028961;
36;1;19.5;12.5;9;25.0;3;37.638923645;22.5;6;39.9167966843;
37;1;19.5;12.5;9;25.0;3;37.9500770569;22.5;7;40.3767118454;
38;1;19.5;12.5;9;25.0;3;38.2260284424;22.5;8;40.780087471;
39;1;19.5;12.5;9;25.0;3;38.4680519104;22.5;8;41.1303920746;
40;1;19.5;12.5;9;25.0;3;38.6782341003;22.5;9;41.4319667816;
41;1;19.5;12.5;9;25.0;3;38.8591804504;22.5;9;41.6896247864;
42;1;19.5;12.5;10;25.0;3;39.0137748718;22.5;9;41.9083213806;
43;1;19.5;12.5;10;25.0;3;39.1449928284;22.5;10;42.0;
44;1;19.5;12.5;10;25.0;4;39.2000007629;22.5;9;42.0;
45;1;19.5;12.5;10;25.0;4;39.2000007629;22.5;9;42.0;
46;1;19.5;13.5;10;25.0;4;39.2000007629;22.5;9;42.6800003052;
47;1;19.5;14.5;10;25.0;4;39.608001709;22.5;10;44.2669754028;
48;1;19.5;15.5;10;25.0;4;40.5601844788;23.0;10;45.5462169647;
49;1;19.5;16.5;10;25.0;4;41.3277282715;23.3899993896;11;46.5599308014;
50;1;19.5;17.5;10;25.0;4;41.9359588623;23.6872596741;11;47.3530330658;
51;1;19.5;17.5;10;25.0;4;42.411819458;23.9097423553;11;47.8199977875;
52;2;19.5;17.5;10;25.0;4;42.6919975281;24.0;11;48.0;
53;2;19.5;17.5;10;25.0;4;42.7999992371;24.0;11;48.0;
54;2;21.5;18.5;9;26.0;4;40.7999992371;25.0;11;49.0;
55;2;23.5;19.5;10;26.0299999714;4;40.7999992371;27.0;12;49.0399999619;
56;2;25.0149993896;20.5;10;26.0605909824;5;40.7999992371;29.0;11;49.0811839104;
57;2;26.0302963257;21.5;10;26.091766119;5;39.7999992371;29.0;12;49.1235535145;
58;2;27.0458831787;22.5;10;26.1235172749;5;39.7999992371;30.0;13;49.1671074629;
59;2;27.0617580414;22.5;10;26.1558350325;5;39.7999992371;32.0;13;49.211841464;
60;2;27.077917099;22.5;10;26.1887089014;5;39.7999992371;34.0;14;49.2577478886;
61;2;27.0943546295;22.5;12;26.2221269608;5;38.7999992371;36.0;14;49.3048160076;
62;2;27.1110630035;22.5;13;26.2560760975;5;37.7999992371;38.0;14;49.3530313969;
63;2;27.1280384064;22.5;13;26.2905418873;5;36.7999992371;40.0;15;50.4023760557;
64;2;27.1452713013;22.5;14;26.3255085945;7;36.7999992371;43.0;8;74.5128282309;
65;2;27.1627540588;22.5;13;26.3609591722;7;37.7999992371;46.7264137268;8;76.3073267937;
66;2;27.1804790497;22.5;11;26.3968753815;7;37.7999992371;49.7521820068;9;77.7920874357;
67;2;27.1984367371;22.5;11;26.4332377911;7;37.7999992371;52.7784729004;9;78.984143734;
68;2;27.2166194916;22.5;12;26.4700255394;7;37.7999992371;55.8052787781;9;79.9219510555;
69;2;27.2350120544;22.5;13;26.5072168112;7;37.7999992371;58.832572937;9;80.6526914835;
70;2;27.2536087036;22.5;13;26.5447884798;7;37.7999992371;60.8603363037;9;82.2228848934;
71;2;27.2723941803;22.5;13;26.5827163458;7;38.7999992371;63.8885498047;10;82.4405992031;
72;2;27.2913589478;22.5;12;27.6368021965;7;40.0;66.9171905518;11;82.6249576807;
73;2;27.8184013367;23.0;13;28.4718518257;8;41.0;69.9462203979;10;82.8144602776;
74;2;28.2359256744;23.3899993896;13;29.1223375797;8;42.0;72.845451355;10;83.0090148449;
75;2;28.5611686707;23.6872596741;13;29.6241470575;8;43.0;74.9209518433;10;83.2085050344;
76;2;28.8120727539;23.9097423553;14;29.8623274565;8;41.0;77.7976608276;12;83.4127891064;
77;2;28.9311637878;24.0;15;29.9207612276;8;40.0;79.908531189;13;83.62169981;
78;2;28.9603805542;24.0;15;29.9799060822;8;39.0;82.021812439;13;83.8350431919;
79;2;28.9899520874;24.0;15;30.0397012234;8;38.0;84.1374053955;15;84.052598834;
80;2;29.0198516846;24.0;15;30.1000823975;8;37.0;86.2551574707;15;84.2741202116;
81;2;29.0500411987;24.0;15;30.1609830856;8;37.0;85.3749008179;15;84.4993343353;
82;2;29.0804920197;24.0;15;30.2223336697;8;35.0;87.4964828491;17;84.7279436588;
83;2;29.1111679077;24.0;16;30.284062624;8;34.0;89.6196899414;19;84.9596264362;
84;2;29.1420307159;24.0;16;30.3460962772;8;34.0;88.7443466187;19;85.1940385103;
85;3;29.1730480194;24.0;13;45.4083595276;9;32.0;90.8702316284;18;85.4308149815;
86;3;30.2041797638;25.0;13;46.5207748413;9;31.0;93.9971008301;19;85.7383998632;
87;3;31.2353878021;26.0;13;47.5382413864;9;32.0;92.1247329712;23;86.3520230055;
88;3;31.2666339874;27.0;13;48.4501338005;9;31.0;94.4618301392;23;86.9980428219;
89;3;31.2978782654;28.0;13;49.2527172565;9;32.0;93.8168182373;24;87.6751730442;
90;2;29.329082489;24.0;13;30.7204141617;10;32.0;93.1888046265;22;106.976117373;
