Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;2;15.6000003815;10.0;3;21.0;
6;1;11.0;10.0;5;20.0;2;16.6000003815;10.0;3;21.469999671;
7;2;11.3000001907;10.0;4;21.3999996185;2;17.6420001984;10.1999998093;3;21.8705514669;
8;2;11.4200000763;10.1999998093;4;21.7664003372;2;18.1223316193;10.3632001877;3;23.0649029016;
9;2;11.529920578;10.3632001877;4;22.0715556145;2;18.8389415741;10.9097137451;3;24.0861145258;
10;2;11.6214666367;10.4951858521;4;23.1762773991;2;20.8389415741;11.3658018112;3;24.9461766481;
11;2;11.9528827667;11.0209560394;4;24.1039098501;2;22.8389415741;11.7372808456;3;25.6645179987;
12;2;13.9528827667;11.4571752548;4;24.8681889772;2;24.0499267578;12.0336990356;3;26.2638499737;
13;2;15.9528827667;11.8107032776;5;25.4893084764;2;25.1304512024;12.2662630081;3;26.7670158148;
14;2;17.0043869019;12.0916318893;5;25.9899599552;2;26.2163448334;12.446267128;3;27.0267930031;
15;2;18.0227775574;12.3113050461;5;26.3924539089;2;27.3077316284;12.5;3;27.1883933544;
16;2;19.0417823792;12.4808797836;5;26.4960671663;2;28.4046916962;12.5;3;27.3593420982;
17;2;20.0613937378;12.5;5;26.5634490252;2;29.5072612762;12.5;3;27.5396113396;
18;2;21.0816078186;12.5;5;26.6328122616;2;30.5237674713;12.5;3;27.7290761471;
19;2;21.9898433685;12.5;6;26.7041202784;2;30.6374454498;12.5;4;27.9275052547;
20;2;22.0112361908;12.5;6;26.7773271799;2;30.7565040588;12.5;4;28.1345529556;
21;2;22.033197403;12.5;6;26.8523778915;2;30.8807315826;12.5;4;28.3497540951;
22;2;22.0557136536;12.5;5;26.9292075634;2;31.009853363;12.5;4;28.5725209713;
23;2;22.0787620544;12.5;5;27.0077416897;2;31.1435127258;12.5;4;28.8021440506;
24;2;22.1023216248;12.5;3;27.0878958702;3;31.2812862396;12.5;3;29.0377955437;
25;2;19.5;14.0219736099;3;27.1695766449;3;31.4226760864;12.5;3;29.2785372734;
26;2;20.5;13.0423946381;4;27.2526805401;3;31.5671234131;12.5;3;29.523332119;
27;2;18.5;14.4010725021;5;27.3370957375;3;31.7139987946;12.5;3;29.7710599899;
28;3;17.5;15.434838295;4;27.4227013588;3;31.8626365662;12.5;3;30.0205359459;
29;3;16.5;16.4690799713;5;27.5093686581;3;32.0123214722;12.5;4;30.2705316544;
30;4;15.5;17.5037479401;4;27.5969614983;3;30.0123214722;13.5;4;30.5197997093;
31;4;14.5;18.5387840271;5;27.6853370667;3;29.0;15.5;4;30.76709795;
32;4;14.0;19.5741348267;6;27.7743468285;3;29.0;17.5;5;31.0112137794;
33;4;14.0;20.6097393036;6;27.863837719;3;29.0;19.5;5;31.2509884834;
34;4;14.0;21.6455345154;6;27.9536523819;3;29.0;21.5;5;31.4853386879;
35;4;14.0;22.6814613342;6;28.0436308384;3;29.0;22.5;5;32.7132763863;
36;4;15.0;20.7174530029;6;28.1336119175;3;30.0;23.5;5;33.0639232397;
37;4;14.0;21.7534446716;6;28.2234334946;3;31.0;24.5;6;33.4219535589;
38;4;14.0;22.7893733978;6;29.3129341602;3;31.7652587891;26.5;6;33.7881708145;
