Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;6;20.0;
4;2;9.19999980927;10.0;4;21.0;1;14.0;10.0;6;20.0;
5;2;10.3000001907;10.0;4;21.1200000048;1;15.0;10.0;6;20.0;
6;2;11.3360004425;10.0;4;21.2530560493;1;16.0;10.0;5;20.3999996185;
7;2;11.375916481;10.0;4;21.8127820492;1;17.0;10.1999998093;5;20.7264003754;
8;2;11.5438346863;10.1999998093;4;22.3170127869;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;11.6951036453;10.3632001877;4;22.7783694267;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;11.8335103989;10.4951858521;4;24.1197800636;1;19.0916557312;11.3658018112;5;23.4745616913;
11;2;12.2359342575;11.0209560394;3;25.3230593204;1;20.0916557312;11.7372808456;5;24.0673980713;
12;2;14.2359342575;11.4571752548;2;26.4056642056;1;21.0916557312;12.0336990356;5;24.5325260162;
13;2;15.6125736237;12.7851934433;3;27.3911669254;1;21.7195167542;12.2662630081;5;24.892534256;
14;2;16.6125736237;13.2143983841;3;28.3050293922;1;21.9355201721;12.446267128;5;25.0;
15;2;17.6125736237;13.6001520157;3;29.1714119911;1;22.0;12.5;5;25.0;
16;2;18.6125736237;13.9542579651;3;29.790178299;1;23.9355201721;12.5;5;25.0;
17;2;19.6125736237;14.1765623093;3;30.4229521751;1;24.9355201721;12.5;5;25.0;
18;2;20.6125736237;14.3980331421;4;31.1049995422;1;25.9355201721;12.5;6;25.0;
19;2;21.5;15.2472496033;4;31.8311891556;1;26.9355201721;12.5;6;25.0;
20;2;22.5;13.2472496033;4;32.5941519737;1;27.0;12.5;6;25.0;
21;3;23.5;12.5;3;33.38438797;1;27.0;12.5;6;25.0;
22;3;24.0153160095;12.5;3;34.1905984879;1;27.0;12.5;6;25.0;
23;3;24.2571792603;12.5;4;35.0002355576;1;27.0;12.5;6;25.0;
24;4;24.5000705719;12.5;3;35.8002309799;1;27.0;12.5;6;25.0;
25;4;22.5000705719;13.5;3;36.5778226852;1;27.0;12.5;6;25.0;
26;4;21.5000705719;14.5;3;37.3213710785;1;27.0;12.5;6;25.0;
27;4;21.5;15.5;3;38.0210561752;1;27.0;12.5;7;25.0;
28;4;21.5;16.5;4;38.6693668365;1;27.0;12.5;7;25.0;
29;4;20.5;15.5;4;40.2613372803;1;27.0;12.5;7;25.0;
30;4;21.5;15.8999996185;4;40.8845204115;1;27.0;12.5;7;25.0;
31;4;23.5;16.5;4;41.4558749199;1;27.0;12.5;7;25.0;
32;4;23.5;17.9748477936;4;41.9775208235;1;27.0;12.5;7;25.0;
33;4;23.5;19.0166950226;4;42.4530124664;1;27.0;12.5;7;25.0;
34;4;23.9212684631;19.5;5;42.8868632317;1;27.0;12.5;7;25.0;
35;4;22.9574794769;18.5;5;43.2841209173;1;27.0;13.5;7;25.0;
36;4;22.9962501526;18.5;5;43.650013566;1;27.0;14.5;8;25.0;
37;4;23.5;20.2168884277;5;43.9393253326;1;27.0;15.5;8;25.0;
38;4;23.5;21.2757301331;5;44.0956480503;1;27.0;16.5;8;25.0;
39;4;23.1286945343;19.5;5;44.261295557;1;27.0;17.5;8;25.0;
40;4;22.5;20.4045181274;7;44.4362905025;1;27.0;17.5;8;25.0;
41;5;23.5;23.4045181274;7;44.6205644608;1;27.0;17.5;8;25.0;
