Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;2;10.3000001907;10.0;4;21.0;1;15.0;10.0;5;20.0;
6;2;11.3000001907;10.0;4;21.0900000334;1;16.0;10.0;4;20.3999996185;
7;2;11.3269996643;10.0;4;21.5980186462;2;17.6000003815;10.1999998093;3;21.7264003754;
8;2;11.4794054031;10.1999998093;4;22.0418490171;2;18.0358409882;10.3632001877;2;22.8594274521;
9;2;11.6125545502;10.3632001877;4;22.4332156181;2;18.7156562805;10.9097137451;2;23.8127875328;
10;2;11.7299642563;10.4951858521;4;23.6659361124;2;20.7156562805;11.3658018112;2;24.5981152058;
11;2;12.0997810364;11.0209560394;4;24.7393633127;2;22.7156562805;11.7372808456;2;25.2345055342;
12;2;14.0997810364;11.4571752548;4;25.6686143875;2;23.7919197083;12.0336990356;3;25.7443674803;
13;2;16.0997810364;11.8107032776;4;26.4751701355;2;24.8187599182;12.2662630081;3;26.1502821445;
14;2;16.9425506592;12.0916318893;4;27.1828548908;2;25.8463039398;12.446267128;3;26.3048160076;
15;2;17.1548576355;12.3113050461;4;27.8148901463;2;26.874546051;12.5;3;26.3530313969;
16;2;16.488527298;12.4808797836;4;28.1711652279;2;27.9034748077;12.5;3;26.4023760557;
17;2;18.3867835999;12.5;4;28.5145654678;2;28.9330806732;12.5;3;26.4528282881;
18;2;19.3867835999;12.5;4;28.8830828667;2;29.8716964722;12.5;3;26.5043625832;
19;2;20.3867835999;12.5;5;29.2759313583;2;29.9026184082;12.5;4;26.5569496155;
20;2;21.3867835999;12.5;5;29.6917257309;2;29.9341697693;12.5;4;26.6105561256;
21;2;22.5;12.5;5;30.1284441948;2;29.9663333893;12.5;3;26.6651450396;
22;2;23.0385322571;12.5;5;30.5834169388;2;29.99908638;12.5;3;26.72067523;
23;2;23.1750259399;12.5;5;31.0533499718;2;30.0324058533;12.5;3;26.7771017551;
24;2;23.3160057068;12.5;5;31.5343885422;2;30.0662612915;12.5;3;26.8343759775;
25;2;23.4603157043;12.5;6;32.0222206116;2;30.1006259918;12.5;4;26.8924454451;
26;2;23.6066665649;12.5;6;32.5122156143;3;30.1354675293;12.5;3;26.9512542486;
27;2;23.7536659241;12.5;6;32.9995918274;3;30.170753479;12.5;4;27.0107431412;
28;2;23.8998775482;12.5;6;33.4795999527;3;30.206445694;12.5;4;27.0708494186;
29;2;24.0438804626;12.5;6;33.9477081299;3;30.2425098419;12.5;4;27.1315076351;
30;2;22.0438804626;13.5;6;34.399772644;3;29.0;13.5;4;27.1926498413;
31;2;21.0438804626;13.5;6;34.8321838379;3;29.0;13.5963249207;4;27.2542052269;
32;2;20.5;13.5;6;35.2419710159;3;30.0;15.5963249207;4;27.3161010742;
33;2;19.5;13.5;6;35.6268672943;3;30.3896598816;17.5963249207;4;27.3782629967;
34;2;19.5;13.5;6;35.9853258133;3;30.4269580841;19.5963249207;5;27.4406147003;
35;2;18.5;13.5;6;36.3164978027;3;30.4643688202;21.5;5;27.5030794144;
36;2;18.5;13.5;7;36.6201763153;3;30.5018482208;22.5;5;27.5655794144;
37;2;19.5;14.5;7;36.8967161179;3;30.5393486023;22.5;5;27.628036499;
38;2;20.5;15.5;7;37.1469373703;3;30.5768222809;22.5;5;27.690372467;
39;2;21.5;16.5;7;37.3720273972;4;30.6142234802;22.5;4;27.7525100708;
40;2;22.5;14.5;7;37.5734405518;4;30.651506424;22.5;4;27.8143725395;
41;2;21.5;15.5;7;37.7528085709;4;30.6886234283;22.5;4;27.8758842945;
