Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;8.0;10.1999998093;4;22.0;1;8.0;12.0;6;20.0;
4;2;8.29999923706;10.5;4;22.8400001526;1;8.0;11.0;6;20.0;
5;2;8.42599964142;10.9200000763;4;23.5301437378;2;8.0;10.3000001907;5;21.0;
6;2;9.50100040436;11.2650718689;4;24.086605072;2;9.22500038147;10.0;5;21.1200000048;
7;2;10.4194869995;11.543302536;4;24.5283432007;2;9.75199985504;10.0;5;21.2530560493;
8;2;10.5188770294;11.7641716003;4;25.1298823357;2;9.78193759918;10.0;5;21.8127820492;
9;2;10.6542234421;12.0549411774;4;25.6057839394;2;9.90787601471;10.1999998093;5;22.3170127869;
10;2;10.7613010406;12.2827939987;4;25.9785410166;2;10.0213279724;10.3632001877;5;22.7783694267;
11;2;10.8451719284;12.4589796066;5;26.0811508894;2;10.1251335144;10.4951858521;5;24.1197800636;
12;2;13.7658882141;12.5;5;26.1018965244;2;10.4269514084;11.0209560394;5;25.3230593204;
13;2;15.7658882141;12.5;5;26.1228116751;2;12.264793396;11.4571752548;5;26.4056642056;
14;2;16.7798900604;12.5;5;26.1438889503;2;14.264793396;11.8107032776;5;27.3911669254;
15;2;17.7846317291;12.5;5;26.1651208401;2;16.264793396;12.0916318893;5;28.3050293922;
16;2;18.7894077301;12.5;5;26.1864993572;2;17.5513782501;12.3113050461;5;29.1714119911;
17;2;19.7942180634;12.5;5;26.2080165148;2;18.6700057983;12.4808797836;5;29.790178299;
18;2;19.8968029022;12.5;4;26.2296639681;2;19.8006229401;12.5;6;30.4229521751;
19;2;19.9016742706;12.5;4;26.2514331341;2;20.8451652527;12.5;6;31.1049995422;
