Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.15000009537;11.0;3;21.0599999428;1;7.0;13.0;6;20.0;
3;2;8.15900039673;10.0;3;22.1441639662;1;8.0;12.0;5;20.0;
4;2;8.32162380219;10.5;2;23.0740478039;2;8.0;11.3000001907;4;21.0;
5;2;8.46110725403;10.9200000763;2;23.8600269556;2;6.15000009537;10.0;4;21.0599999428;
6;2;9.57522392273;11.2650718689;2;24.5184918642;2;7.23850011826;10.0;4;21.1229639053;
7;2;10.5166606903;11.543302536;2;25.0685968399;2;8.25266647339;10.0;4;21.1889609098;
8;2;10.6404333115;11.7641716003;1;25.7804375887;2;9.26751613617;10.0;4;21.2580518723;
9;2;10.8005981445;12.0549411774;1;26.3752912283;2;9.7830619812;10.0;4;21.7428686619;
10;2;10.9344406128;12.2827939987;1;26.8758825064;2;9.89214611053;10.1999998093;4;22.1586660147;
11;2;11.0470733643;12.4589796066;1;27.1153810024;2;9.98569965363;10.3632001877;4;22.5167047977;
12;2;13.0470733643;12.5;1;27.2821707726;2;10.0662584305;10.4951858521;4;23.6975815296;
13;2;15.0470733643;12.5;1;27.458304882;2;12.0359649658;11.0209560394;4;24.7081744671;
14;2;16.1596603394;12.5;2;27.6437027454;2;13.0670499802;11.4571752548;4;25.5624349117;
15;3;17.201374054;12.5;1;27.8381814957;2;15.0670499802;11.8107032776;4;26.2807190418;
16;3;18.2451324463;12.5;1;28.0414469242;2;17.0670509338;12.0916318893;4;26.8858177662;
17;3;19.2908668518;12.5;1;28.2530875206;2;18.1726608276;12.3113050461;4;27.4000668526;
18;3;20.3384857178;12.5;1;28.4725704193;2;19.212059021;12.4808797836;5;27.6226844788;
19;3;20.4063282013;12.5;1;28.6992399693;2;20.2151031494;12.5;5;27.8161680698;
20;3;20.4573287964;12.5;2;28.932320118;2;20.258638382;12.5;5;28.018476963;
21;3;20.509771347;12.5;2;29.1709208488;2;20.3041572571;12.5;5;28.2292125225;
22;3;20.563457489;12.5;2;29.4140472412;2;20.3515720367;12.5;5;28.447855711;
23;3;20.6181602478;12.5;2;29.6606140137;2;20.40076828;12.5;5;28.6737642288;
24;3;20.6736373901;12.5;2;29.9094619751;2;20.4515972137;12.5;5;28.9061751366;
25;3;20.7296295166;12.5;2;30.1593799591;2;20.5038890839;12.5;6;29.1442108154;
26;3;20.7858600616;12.5;2;30.4091258049;2;20.5574474335;12.5;7;29.3868870735;
27;3;20.8420524597;12.5;3;30.6574521065;2;20.6120491028;12.5;8;29.6331281662;
28;3;20.8979263306;12.5;3;30.9031295776;2;20.6674537659;12.5;8;29.8817820549;
29;3;20.9532051086;12.5;3;31.144973278;2;18.723400116;13.5;8;30.1316423416;
30;4;19.625;13.5;2;31.3818635941;2;17.7796192169;14.5;8;30.3814692497;
31;4;19.625;14.5;2;31.6127681732;2;16.8358306885;15.5;8;30.6300139427;
32;4;19.625;15.5;2;31.8367581367;2;15.8917531967;16.5;8;30.8760447502;
33;4;20.625;13.5;2;32.053021431;2;15.3221101761;17.5;8;31.1183700562;
34;4;19.625;14.5;2;32.260872364;2;15.3766326904;18.5;8;31.3558626175;
35;4;20.625;12.5;2;32.4597568512;2;15.4300689697;19.5;9;31.5874791145;
36;4;21.303445816;12.5;2;32.6492528915;2;15.4821825027;20.5;9;31.8122782707;
37;4;21.3460826874;12.5;2;32.8290677071;2;15.5327625275;21.5;9;32.0294346809;
38;4;19.625;13.5;1;32.9990315437;2;15.5816230774;22.5;9;32.2382488251;
39;4;19.625;14.5;2;33.1590900421;2;14.0;24.5;9;32.4381513596;
40;4;19.625;15.5;2;33.3092918396;2;14.0;26.5;10;32.6287055016;
41;4;20.625;13.5;2;33.4497776031;2;14.0;28.5;10;32.8096046448;
42;4;21.5261993408;12.5;2;33.5807676315;2;14.0;30.5;11;32.9806656837;
43;4;19.625;13.5;2;33.7025489807;2;14.0;32.5;11;33.1418218613;
44;4;20.625;15.5;2;33.8154602051;2;14.0;34.1992759705;13;33.2931118011;
45;4;21.6084785461;17.5;2;34.9198827744;2;14.0;35.3051795959;13;33.4346656799;
46;4;22.6319732666;20.5;1;35.0900000334;2;15.0;33.4042663574;14;33.566696167;
47;4;23.6499996185;23.5;1;35.1871190071;2;14.0;34.4966888428;14;33.6894826889;
48;0;0;0;0;0;2;14.0;35.5826377869;15;33.8033599854;
