Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;5;20.0;2;10.0;10.1999998093;5;21.0;
6;1;11.0;10.0;5;20.0;2;12.0;10.0;5;21.1200000048;
7;1;11.0;10.0;5;20.3999996185;2;14.0;10.0;5;21.2530560493;
8;2;11.4200000763;10.1999998093;4;21.7264003754;2;14.375916481;10.0;5;21.8127820492;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;14.5438346863;10.1999998093;5;22.3170127869;
10;2;11.597111702;10.4951858521;4;23.0819120407;2;14.695104599;10.3632001877;5;23.6710497141;
11;2;11.9245738983;11.0209560394;4;23.99553442;2;15.1013145447;10.9097137451;5;24.8822329044;
12;2;13.9245738983;11.4571752548;4;24.7449600697;2;17.1013145447;11.3658018112;5;25.9660522938;
13;2;15.9245738983;11.8107032776;5;25.3503712416;2;19.1013145447;11.7372808456;5;26.945281744;
14;2;16.9627056122;12.0916318893;5;25.8344515562;2;20.0835838318;12.0336990356;5;27.8456065655;
15;2;17.9761257172;12.3113050461;5;26.2195074558;2;20.3536834717;12.2662630081;5;28.692204237;
16;2;18.9898986816;12.4808797836;5;26.3048160076;2;20.6076622009;12.446267128;5;29.3392357826;
17;2;20.0040187836;12.5;5;26.3530313969;2;22.661529541;12.5;5;29.9320087433;
18;2;21.0184822083;12.5;5;26.4023760557;2;23.8393611908;12.5;5;30.576523304;
19;2;21.9207134247;12.5;6;26.4528282881;2;23.3597583771;13.5;5;31.2693214417;
20;2;21.9358482361;12.5;6;26.5043625832;2;25.3597583771;12.5;5;32.004755497;
21;2;21.9513092041;12.5;6;26.5569496155;2;26.5;12.5;6;32.7749452591;
22;2;21.9670848846;12.5;6;26.6105561256;2;24.5;13.5;7;33.569937706;
23;2;21.9831676483;12.5;6;26.6651450396;2;24.5;14.5;7;34.3780879974;
24;2;21.9995441437;12.5;6;26.72067523;2;25.5;12.5;7;35.1866588593;
25;2;22.0162029266;12.5;6;26.7771017551;2;26.5;12.5;7;35.9825773239;
26;2;22.0331306458;12.5;7;26.8343759775;2;24.5;13.5;7;36.7532711029;
27;2;20.0503120422;13.5;8;26.8924454451;2;24.5;14.5;9;37.4874658585;
28;3;19.0677337646;14.5;7;26.9512542486;2;24.5;15.5;9;38.1758413315;
29;3;18.0853767395;15.5;7;27.0107431412;3;24.5;16.5;8;38.8114652634;
30;3;17.1032218933;16.5;8;27.0708494186;3;25.5;14.5;9;39.38996315;
31;3;16.1212539673;17.5;8;27.1315076351;3;26.5;13.5;9;39.9094457626;
32;3;15.1394519806;18.5;8;27.1926498413;3;27.5;12.5;9;40.3702306747;
33;3;14.6577949524;19.5;8;27.2542052269;4;27.75;12.5;7;55.7744321823;
34;3;14.6762619019;20.5;8;27.3161010742;4;27.009098053;13.5;7;56.87550354;
35;3;14.6948299408;21.5;9;27.3782629967;4;27.009098053;13.5;7;57.8471508026;
36;4;15.7134790421;19.5;9;27.4406147003;4;28.009098053;14.5;7;58.6933479309;
