Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;2;9.19999980927;10.0;4;21.0;1;8.0;10.0;5;20.0;
4;2;9.19999980927;10.0;2;21.0900000334;1;9.0;10.0;5;20.0;
5;2;10.3269996643;10.0;2;21.1871190071;1;9.0;10.0;5;20.0;
6;2;11.3561353683;10.0;2;21.2917383909;1;10.0;10.0;5;20.0;
7;2;11.3875217438;10.0;2;21.817143321;1;11.0;10.0;5;20.0;
8;2;11.5451431274;10.1999998093;2;22.2793469429;1;11.0;10.0;5;20.3999996185;
9;2;11.683804512;10.3632001877;2;22.6900259256;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;11.8070077896;10.4951858521;2;23.9506295919;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;12.1851892471;11.0209560394;2;25.0538563728;1;11.2971115112;10.4951858521;4;22.0419120789;
12;2;14.1851892471;11.4571752548;2;26.0146684647;2;12.6125736237;11.2209558487;4;23.9143505096;
13;2;16.1851882935;11.8107032776;3;26.8543052673;2;15.2971115112;11.4571752548;4;24.661406517;
14;2;17.4138870239;12.0916318893;3;27.5962526798;2;17.2971115112;11.8107032776;4;25.2644476891;
15;2;18.5046653748;12.3113050461;3;28.2632865906;2;19.2971115112;12.0916318893;4;25.7461636066;
16;2;19.6030311584;12.4808797836;3;28.6547400951;2;21.2971115112;12.3113050461;4;26.1288670301;
17;2;20.7089958191;12.5;3;29.0328326225;2;22.6472434998;12.4808797836;4;26.211841464;
18;2;21.8224239349;12.5;3;29.4347915649;2;23.6606636047;12.5;4;26.2577478886;
19;2;22.8304367065;12.5;4;29.8589887619;2;24.2971115112;12.8773241043;5;26.3048160076;
20;2;22.9576969147;12.5;4;30.3031497002;2;24.5;12.8914451599;5;26.3530313969;
21;2;23.0909442902;12.5;4;30.7643566132;2;24.9059104919;12.5;5;26.4023760557;
22;2;23.2293071747;12.5;4;31.2390885353;2;24.5;12.920712471;5;26.4528282881;
23;2;23.3717269897;12.5;4;31.7232985497;2;24.5;12.9358482361;5;26.5043625832;
24;3;23.5169906616;12.5;3;32.2125329971;2;24.5;12.9513092041;5;26.5569496155;
25;3;19.5169906616;14.5;3;32.7020812035;2;24.9670848846;12.5;5;26.6105561256;
26;3;18.5;16.5;5;33.1871519089;2;22.983165741;13.5;5;26.6651450396;
27;4;17.5;18.5;4;33.6630582809;2;21.9995422363;14.5;5;26.72067523;
28;4;16.5;19.9652233124;4;34.1254005432;2;21.0162029266;15.5;5;26.7771017551;
29;4;15.5;21.1501598358;3;34.570227623;2;20.0331306458;16.5;4;26.8343759775;
30;4;14.5;22.3280906677;4;34.9941673279;2;18.5;18.4171886444;4;26.8924454451;
31;4;14.0;23.4976673126;4;35.3945169449;2;17.5;19.4462223053;3;26.9512542486;
32;4;15.0;22.4976673126;5;36.7692890167;2;17.0;20.4756278992;4;27.0107431412;
33;4;15.0;24.8976669312;5;37.1572132111;2;17.0;21.5053710938;5;27.0708494186;
34;4;17.0;23.9136676788;5;37.5188822746;2;17.0;22.5354251862;6;27.1315076351;
35;4;17.0;22.930141449;5;37.8543198109;2;17.0;23.5657539368;6;27.1926498413;
