Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
5;1;10.0;10.0;4;20.0;2;9.0;10.1999998093;3;21.0;
6;1;11.0;10.0;4;20.0;2;10.3000001907;10.0;3;21.0299999714;
7;1;11.0;10.0;3;20.3999996185;2;11.3090000153;10.0;3;21.0605909824;
8;1;11.1199998856;10.1999998093;3;20.7264003754;2;11.3181772232;10.0;3;21.5023716688;
9;2;11.5179204941;10.3632001877;2;21.9903717041;2;11.4507112503;10.1999998093;3;21.8717387915;
10;2;11.597111702;10.4951858521;2;23.0719120502;2;11.5615215302;10.3632001877;3;22.1798590422;
11;2;11.9215736389;11.0209560394;2;23.9749414921;2;11.6539573669;10.4951858521;3;23.2886198759;
12;2;13.9215736389;11.4571752548;2;24.7131726742;2;11.9865856171;11.0209560394;3;24.2203179598;
13;2;15.9215736389;11.8107032776;2;25.3067810535;2;13.9865856171;11.4571752548;4;24.988676548;
14;2;16.94962883;12.0916318893;2;25.7784451246;2;15.9865856171;11.8107032776;4;25.6138757467;
15;2;17.9593238831;12.3113050461;2;26.1504684687;2;17.0417575836;12.0916318893;4;26.1185922623;
16;2;18.9691867828;12.4808797836;3;26.2221269608;2;18.0613689423;12.3113050461;4;26.5251210928;
17;3;19.9792118073;12.5;3;26.2560760975;2;19.0815811157;12.4808797836;4;26.6327222586;
18;3;20.989397049;12.5;3;26.2905418873;2;20.1023902893;12.5;4;26.7040277719;
19;3;21.8871631622;12.5;3;26.3255085945;2;21.1237812042;12.5;4;26.7772322893;
20;3;21.8976516724;12.5;4;26.3609591722;2;22.0331687927;12.5;5;26.852280736;
21;3;21.9082870483;12.5;4;26.3968753815;2;22.055683136;12.5;5;26.9291081429;
22;3;21.9190635681;12.5;4;26.4332377911;2;22.0787315369;12.5;5;27.0076401234;
23;3;21.9299716949;12.5;4;26.4700255394;2;22.1022911072;12.5;5;27.0877923965;
24;3;21.9410076141;12.5;5;26.5072168112;2;22.1263370514;12.5;5;27.1694712639;
25;3;21.5;12.8768043518;5;26.5447884798;2;22.1508407593;12.5;6;27.2525734901;
26;3;21.5;12.8861970901;5;26.5827163458;3;22.1757717133;12.5;5;27.3369870186;
27;3;21.5;13.1330862045;5;26.6209751368;3;22.2010955811;12.5;5;27.4225912094;
28;3;21.9862918854;12.5;5;26.6595385075;3;22.2267780304;12.5;5;27.5092573166;
29;3;21.9978618622;12.5;5;26.6983793974;3;22.2527770996;12.5;5;27.5968489647;
30;3;22.009513855;12.5;5;26.7374696732;3;21.5;13.5;5;27.6852235794;
31;3;22.0212402344;12.5;5;26.7767804861;3;21.5;13.8426113129;5;27.774232626;
32;3;21.5;13.2107124329;5;26.8162822723;3;21.5;13.8871164322;5;27.8637228012;
33;3;21.5;13.2265129089;5;26.8559447527;3;21.5;13.9318618774;5;27.9535369873;
34;3;21.5;13.2423782349;5;26.8957372904;3;22.3860607147;12.5;5;28.0435154438;
35;3;22.0687217712;12.5;6;26.9356285334;3;22.4130554199;12.5;6;28.1334965229;
36;3;21.5;13.2742509842;7;26.9755871296;3;21.5;13.5;6;28.2233183384;
37;3;22.0926761627;12.5;8;27.015581131;3;21.5;14.11165905;6;28.3128197193;
38;3;21.5;13.3062324524;8;27.0555787086;3;22.4938468933;12.5;6;28.4018411636;
39;3;21.5;13.3222312927;8;27.0955479145;3;22.5205516815;12.5;6;28.4902265072;
40;3;22.1286640167;12.5;8;27.135456562;3;22.5470676422;12.5;6;28.5778234005;
41;3;21.5;13.3541822433;8;27.17527318;3;22.5733470917;12.5;6;29.6644845009;
42;3;22.1525821686;15.3541822433;10;27.2149660587;3;22.5;14.0;6;29.8800691366;
43;3;22.1644897461;17.354183197;10;27.2545039654;3;24.5;17.0;6;30.1098741293;
44;3;22.1763515472;19.354183197;10;27.293856144;3;25.0329627991;20.0;7;30.3552043438;
45;3;22.1881561279;21.354183197;11;27.3329925537;4;25.1065597534;23.0;6;30.6173975468;
46;3;22.1998977661;22.5;11;27.3718836308;4;25.185218811;26.0;6;30.8977929354;
47;3;22.2115650177;22.5;11;27.4105007648;4;25.2693386078;27.5;6;31.1976912022;
48;3;22.2231502533;22.5;12;27.4488155842;4;25.3593063354;27.5;7;31.5183038712;
49;3;22.2346439362;22.5;13;27.4868011475;4;25.4554920197;27.5;7;31.8606936932;
50;3;22.2460403442;22.5;13;27.5244314671;4;25.5582084656;27.5;7;32.2257063389;
51;3;22.2573299408;22.5;12;27.5616812706;4;25.6677112579;27.5;8;32.6138944626;
52;3;22.2685050964;22.5;13;27.5985264778;5;25.7841682434;27.5;7;33.0254380703;
53;4;22.2795581818;22.5;12;27.6349442005;5;25.9076309204;27.5;7;33.460064888;
54;4;22.2904834747;22.5;11;27.6709127426;5;26.0380191803;27.5;7;33.9169754982;
55;4;22.3012733459;22.5;11;27.7064116001;5;26.1750946045;27.5;7;34.39478302;
56;4;22.3119239807;22.5;12;27.7414214611;5;26.3184356689;27.5;7;34.8914732933;
