Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
6;1;11.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.3999996185;2;11.0;10.1999998093;5;21.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.3000001907;10.0;5;21.469999671;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;11.4409999847;10.1999998093;5;21.8705514669;
10;2;11.597111702;10.4951858521;4;23.0419120789;2;11.5611658096;10.3632001877;5;22.2129640579;
11;2;11.9125738144;11.0209560394;4;23.964350462;2;11.6638889313;10.4951858521;5;23.3718163967;
12;2;12.1893053055;11.4571752548;4;24.7233815193;2;12.0115451813;11.0209560394;5;24.3595588207;
13;2;14.9275741577;11.8107032776;5;25.3392137289;2;14.0115451813;11.4571752548;5;25.1902494431;
14;2;16.9275741577;12.0916318893;5;25.8345547915;2;16.0115451813;11.8107032776;4;25.884378314;
15;2;17.9761562347;12.3113050461;5;26.2317328453;2;16.7653141022;12.0916318893;4;26.4648982286;
16;2;18.9935646057;12.4808797836;5;26.3300433159;2;16.9394702911;12.3113050461;4;26.9543362856;
17;2;20.0115871429;12.5;5;26.3921557665;2;17.0862998962;12.4808797836;4;27.1521308422;
18;2;21.0302200317;12.5;5;26.4563041925;2;19.0324230194;12.5;4;27.3210272789;
19;2;21.9368915558;12.5;6;26.5224741697;2;20.0830917358;12.5;5;27.4992582798;
20;2;21.956741333;12.5;6;26.5906432867;2;21.1365604401;12.5;5;27.6867210865;
21;2;21.977191925;12.5;6;26.6607804298;2;22.1928005219;12.5;5;27.8832085133;
22;2;21.9982337952;12.5;6;26.7328453064;2;22.3649635315;12.5;5;28.0884003639;
23;2;22.0198535919;12.5;7;26.8067884445;3;22.4265193939;12.5;4;28.3018581867;
24;2;22.0420360565;12.5;7;26.8825509548;3;21.5;13.4905576706;5;28.5230212212;
25;2;21.5;12.9706373215;7;26.9600640535;4;21.5;13.5569067001;4;28.7512066364;
26;2;21.5;12.9900159836;7;27.0392494202;4;21.5;12.5;4;28.9856116772;
27;2;22.1117744446;12.5;7;27.120018959;4;22.5;12.5;4;29.2253217697;
28;2;21.5;13.3480072021;7;27.2022752762;4;21.5;13.5;4;29.4693202972;
29;2;22.1606826782;12.5;7;27.2859115601;4;21.5;14.5;4;29.716504097;
30;2;21.5;13.4143648148;7;27.3708124161;4;22.5;12.5;4;30.9657006264;
31;2;21.5;13.4483251572;7;27.4568536282;4;23.9897098541;13.0;4;31.2556886673;
32;2;21.5;13.4827413559;7;27.5439035892;4;25.0647068024;12.5;4;31.5464072227;
33;2;22.2631721497;12.5;7;27.6318233013;4;23.5;14.0405921936;4;31.836612463;
34;2;21.5;13.5;7;27.7204678059;4;24.8370666504;12.5;4;32.1250818968;
35;2;22.3161411285;12.5;7;27.8096864223;4;23.5;14.0835533142;4;32.41063869;
