Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;3;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;3;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;3;20.0;2;10.0;10.1999998093;4;21.0;
7;1;11.0;10.0;3;20.3999996185;2;11.3000001907;10.0;4;21.0900000334;
8;1;11.1199998856;10.1999998093;3;20.7264003754;2;11.3269996643;10.0;4;21.5980186462;
9;1;11.2179203033;10.3632001877;3;20.9903717041;2;11.4794054031;10.1999998093;4;22.0418490171;
10;1;11.2971115112;10.4951858521;3;22.0419120789;2;11.6125545502;10.3632001877;4;22.4332156181;
11;1;11.6125736237;11.0209560394;3;22.9143505096;2;11.7299642563;10.4951858521;4;23.6659361124;
12;1;11.8743057251;11.4571752548;3;23.6214065552;2;12.0997810364;11.0209560394;4;24.7393633127;
13;1;13.6125736237;11.8107032776;4;24.1832637787;2;14.0997810364;11.4571752548;5;25.6686143875;
14;1;14.6125736237;12.0916318893;4;24.6226100922;2;16.0997810364;11.8107032776;5;26.4751701355;
15;1;15.6125736237;12.3113050461;4;24.9617595673;2;17.3001461029;12.0916318893;5;27.1828548908;
16;1;16.6125736237;12.4808797836;4;25.0;2;18.3806476593;12.3113050461;5;27.8148901463;
17;1;17.6125736237;12.5;4;25.0;2;19.4685134888;12.4808797836;5;28.1711652279;
18;1;18.6125736237;12.5;4;25.0;2;20.5639228821;12.5;5;28.5145654678;
19;1;19.5;12.5;5;25.0;2;21.6669425964;12.5;5;28.8830828667;
20;2;20.5;12.5;4;26.0;2;22.6649246216;12.5;5;29.2759313583;
21;2;21.5;12.5;4;26.0900000334;2;22.7827796936;12.5;5;29.6917257309;
22;2;21.8269996643;12.5;2;26.1871190071;2;22.9075183868;12.5;5;30.1284441948;
23;2;21.856136322;12.5;1;26.2917383909;2;23.0385322571;12.5;6;30.5834169388;
24;2;21.5;12.5;1;26.4042263031;3;23.1750259399;12.5;4;31.0533499718;
25;2;21.5;12.5;1;26.5249304771;3;23.3160057068;12.5;5;31.5343885422;
26;2;21.5;12.5;1;26.6541694403;3;23.4603157043;12.5;5;32.0222206116;
27;2;21.5;12.5;3;26.7922235727;3;23.6066665649;12.5;5;32.5122156143;
28;2;19.5;13.5;4;26.9393253326;3;23.7536659241;12.5;5;32.9995918274;
29;2;18.5;14.5;4;27.0956480503;3;23.8998775482;12.5;5;33.4795999527;
30;2;17.5;15.5;4;27.261295557;3;22.0438804626;13.5;4;33.9477081299;
31;2;16.5;16.5;5;27.4362905025;3;21.0438804626;13.5;4;34.399772644;
32;2;16.2308864594;17.5;5;27.6205644608;3;20.0438804626;13.5;4;34.8321838379;
33;2;15.2861690521;18.5;6;27.8139474392;3;19.5;13.5;4;35.2419710159;
34;2;14.8441839218;19.5;4;28.016159296;3;18.5;13.5;4;35.6268672943;
35;2;14.9048480988;20.5;5;28.2268030643;3;18.5;13.5;4;35.9853258133;
36;3;14.9680404663;21.5;5;28.445360899;3;17.5;13.5;4;36.3164978027;
