Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;3;20.0;
5;1;10.0;10.0;4;20.0;1;9.0;10.0;3;20.0;
6;2;11.3000001907;10.0;3;21.0;1;10.0;10.0;3;20.0;
7;2;11.3000001907;10.0;3;21.3999996185;1;11.0;10.0;3;20.0;
8;2;11.4200000763;10.1999998093;3;21.7264003754;1;11.0;10.0;3;20.3999996185;
9;2;11.5179204941;10.3632001877;3;21.9903717041;1;11.1199998856;10.1999998093;3;20.7264003754;
10;2;11.597111702;10.4951858521;3;23.0819120407;2;11.2179203033;10.5631999969;2;21.9903717041;
11;2;11.9245738983;11.0209560394;2;23.99553442;2;11.597111702;10.4951858521;1;23.0819120407;
12;2;13.9245738983;11.4571752548;2;24.7449600697;2;11.9245738983;11.0209560394;1;23.99553442;
13;2;15.9245738983;11.8107032776;3;25.3503712416;2;13.9245738983;11.4571752548;1;24.7449600697;
14;2;16.9627056122;12.0916318893;3;25.8344515562;2;15.9245738983;11.8107032776;1;25.3503712416;
15;2;17.9761257172;12.3113050461;3;26.2195074558;2;16.9627056122;12.0916318893;1;25.8344515562;
16;2;18.9898986816;12.4808797836;3;26.3048160076;2;17.9761257172;12.3113050461;1;26.2195074558;
17;2;20.0040187836;12.5;3;26.3530313969;2;18.9898986816;12.4808797836;1;26.3048160076;
18;2;21.0184822083;12.5;3;26.4023760557;2;20.0040187836;12.5;1;26.3530313969;
19;2;21.9207134247;12.5;4;26.4528282881;2;21.0184822083;12.5;3;26.4023760557;
20;2;21.9358482361;12.5;4;26.5043625832;3;21.1286411285;12.5;2;41.2151221037;
21;2;21.9513092041;12.5;4;26.5569496155;3;22.1422634125;13.5;3;42.0398621559;
22;2;21.9670848846;12.5;4;26.6105561256;4;23.1561775208;14.5;2;42.786031723;
23;2;21.9831676483;12.5;4;26.6651450396;4;23.170375824;15.5;3;43.4516243935;
24;2;21.9995441437;12.5;5;26.72067523;4;23.1848506927;16.5;3;44.038210988;
25;3;22.0162029266;12.5;4;26.7771017551;4;23.1995887756;17.5;3;44.5501201153;
26;3;22.0331306458;12.5;4;26.8343759775;4;23.2145824432;17.8488330841;3;44.9935438633;
27;3;20.0503120422;13.5;4;26.8924454451;4;23.2298164368;17.964931488;3;45.3757196665;
28;3;19.0677337646;14.5;4;26.9512542486;4;23.2452812195;18.964931488;4;45.7042435408;
29;3;18.0853767395;15.5;4;27.0107431412;4;23.2609596252;19.964931488;4;45.9512542486;
30;3;17.1032218933;16.5;4;27.0708494186;5;23.2768383026;20.964931488;3;46.0107431412;
31;3;16.1212539673;17.5;4;27.1315076351;5;22.75;21.964931488;3;46.0708494186;
32;3;15.1394519806;18.5;4;27.1926498413;5;22.75;23.9175224304;3;46.1315076351;
33;3;14.6577949524;19.5;5;27.2542052269;5;23.3255081177;23.8999996185;3;46.1926498413;
34;3;14.6762619019;20.5;6;27.3161010742;5;23.3420162201;23.8999996185;3;46.2542052269;
35;3;14.6948299408;21.5;7;27.3782629967;5;23.3586349487;23.8999996185;4;46.3161010742;
36;3;15.7134790421;19.5;8;27.4406147003;5;22.75;24.8999996185;4;46.3782629967;
37;3;14.7321844101;20.5;9;27.5030794144;5;23.3921318054;23.8999996185;4;46.4406147003;
38;3;14.7509241104;21.5;9;27.5655794144;5;23.4089660645;23.8999996185;5;46.5030794144;
39;3;15.7696743011;19.5;9;27.628036499;5;22.75;24.8999996185;5;46.5655794144;
40;3;14.7884111404;20.5;10;27.690372467;5;23.4427070618;23.8999996185;5;46.628036499;
41;3;14.8071117401;21.5;10;27.7525100708;5;23.459569931;23.8999996185;5;47.690372467;
42;3;15.825753212;19.5;11;27.8143725395;5;24.4764003754;27.8999996185;6;47.7925100327;
43;3;14.8443117142;20.5;12;27.8758842945;5;25.4931774139;31.8999996185;6;47.8955564499;
44;3;14.8627653122;21.5;12;27.936971426;5;25.8017997742;35.9000015259;6;47.999437809;
45;3;15.8810911179;19.5;12;27.9975619316;5;25.8298492432;39.9000015259;7;48.1040788889;
46;3;14.899269104;20.5;12;28.0575861931;5;25.8581008911;43.9000015259;7;48.2094033957;
47;3;14.9172763824;21.5;13;28.1169772148;5;25.8865394592;43.9000015259;8;48.3153340816;
48;3;15.0;20.5;13;28.1756706238;5;25.915140152;43.9000015259;9;48.4217932224;
49;3;16.0;20.5;13;28.2336053848;5;25.9438838959;43.9000015259;9;48.5287020206;
50;3;17.0;20.5;13;28.2907235622;6;25.9727497101;43.9000015259;11;48.6359814405;
51;3;18.0;21.5;14;28.346971035;6;25.6230735779;43.9000015259;11;48.7435518503;
52;3;19.0;22.5;14;28.4022974968;6;26.0307598114;43.9000015259;11;48.8513336182;
53;3;20.0;23.5;15;28.4566559792;6;26.0598602295;43.9000015259;11;48.9592471123;
54;3;22.0;22.5;14;28.5100040436;6;26.0889968872;43.9000015259;11;49.0672121048;
55;4;21.5;23.5;13;43.5623030663;6;26.1181468964;43.9000015259;8;49.1751490831;
56;4;22.5;24.9249210358;13;44.3635182381;6;26.1472892761;43.9000015259;7;50.2829782963;
57;5;23.5;25.9454078674;12;45.0829935074;6;27.176404953;44.9000015259;7;50.4406199455;
58;5;25.5;25.5;13;45.7198688984;6;28.2054672241;45.9000015259;8;50.5999699831;
59;5;26.6137733459;26.5;12;46.2766451836;6;28.5319919586;46.9000015259;9;50.7609744072;
