Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;2;9.19999980927;10.0;4;21.0;1;7.0;11.0;5;20.0;
3;2;9.19999980927;10.0;4;21.0900000334;1;8.0;10.0;6;20.0;
4;2;9.21800041199;10.0;4;21.1871190071;1;9.0;10.0;6;20.0;
5;2;10.3561353683;10.0;3;21.2917383909;1;9.0;10.0;6;20.0;
6;2;11.3875217438;10.0;2;21.4042263031;1;10.0;10.0;6;20.0;
7;2;11.4212675095;10.0;1;21.9389723539;1;11.0;10.0;6;20.0;
8;2;11.5816917419;10.1999998093;1;22.4109756947;1;11.0;10.0;6;20.3999996185;
9;2;11.7232933044;10.3632001877;1;22.831872344;1;11.1199998856;10.1999998093;6;20.7264003754;
10;2;11.8495616913;10.4951858521;1;24.1073114872;1;11.2179203033;10.3632001877;6;20.9903717041;
11;2;12.2321929932;11.0209560394;1;25.2262470722;1;11.2971115112;10.4951858521;6;22.0419120789;
12;2;14.2321929932;11.4571752548;1;26.2035200596;1;11.6125736237;11.0209560394;6;22.9143505096;
13;2;16.2321929932;11.8107032776;2;27.060199976;1;12.6125736237;11.4571752548;6;23.6214065552;
14;2;17.4756546021;12.0916318893;2;27.819549799;1;13.6125736237;11.8107032776;6;24.1832637787;
15;2;18.5716552734;12.3113050461;2;28.5040667057;1;14.2549791336;12.0916318893;6;24.6226100922;
16;2;19.6752662659;12.4808797836;2;28.912750721;1;14.3867835999;12.3113050461;6;24.9617595673;
17;2;20.7863998413;12.5;1;29.3074398041;1;14.488527298;12.4808797836;6;25.0;
18;2;21.9048061371;12.5;1;29.7249407768;1;16.3867835999;12.5;6;25.0;
19;2;22.9174823761;12.5;2;30.1631817818;1;17.3867835999;12.5;7;25.0;
20;2;23.04895401;12.5;2;30.6194429398;1;18.3867835999;12.5;7;25.0;
21;2;23.1858329773;12.5;2;31.0903835297;1;19.3867835999;12.5;7;25.0;
22;2;23.3271141052;12.5;2;31.5721096992;1;19.5;12.5;7;25.0;
23;2;23.4716339111;12.5;2;32.0602788925;1;19.5;12.5;7;25.0;
