Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;2;9.19999980927;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0299999714;1;7.0;11.0;5;20.0;
3;2;9.20600032806;10.0;2;21.0605909824;1;8.0;10.0;5;20.0;
4;2;9.2121181488;10.0;2;21.091766119;1;9.0;10.0;5;20.0;
5;2;10.3275299072;10.0;1;21.1235172749;1;9.0;10.0;5;20.0;
6;2;11.3370552063;10.0;1;21.1558350325;1;10.0;10.0;5;20.0;
7;2;11.3467502594;10.0;1;21.6002668142;1;11.0;10.0;5;20.0;
8;2;11.4800796509;10.1999998093;1;21.9722745419;1;11.0;10.0;5;20.3999996185;
9;2;11.5916824341;10.3632001877;1;22.2830175161;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;11.6849050522;10.4951858521;1;23.3954073191;2;11.2179203033;10.5631999969;4;21.9903717041;
11;2;12.0186223984;11.0209560394;1;24.3307359219;2;11.597111702;10.4951858521;4;23.0719120502;
12;2;14.0186223984;11.4571752548;1;25.1027135849;2;11.9215736389;11.0209560394;4;23.9749414921;
13;2;16.0186214447;11.8107032776;1;25.7315064669;2;13.9215736389;11.4571752548;5;24.7131726742;
14;2;17.0770454407;12.0916318893;1;26.2397767305;2;15.9215736389;11.8107032776;5;25.3067810535;
15;2;18.0977230072;12.3113050461;1;26.6498038769;2;16.94962883;12.0916318893;5;25.7784451246;
16;2;19.1189861298;12.4808797836;2;26.7608320713;2;17.9593238831;12.3113050461;5;26.1504684687;
17;3;20.1408233643;12.5;2;26.8354767561;2;18.9691867828;12.4808797836;5;26.2221269608;
18;3;21.1632156372;12.5;2;26.9119156599;2;19.9792118073;12.5;5;26.2560760975;
19;3;22.0735740662;12.5;2;26.9900764227;2;20.989397049;12.5;5;26.2905418873;
20;3;22.0970230103;12.5;2;27.0698769093;2;21.8871631622;12.5;6;26.3255085945;
21;3;22.1209640503;12.5;2;27.1512255669;2;21.8976516724;12.5;6;26.3609591722;
22;3;22.1453666687;12.5;2;27.2340214252;2;21.9082870483;12.5;6;26.3968753815;
23;3;22.1702060699;12.5;3;27.3181540966;2;21.9190635681;12.5;6;26.4332377911;
24;3;22.1954460144;12.5;4;27.4035048485;2;21.9299716949;12.5;6;26.4700255394;
25;3;22.2210521698;12.5;4;27.4899468422;2;21.9410076141;12.5;6;26.5072168112;
26;3;21.5;13.4959783554;4;27.5773453712;2;21.9521656036;12.5;7;26.5447884798;
27;3;21.5;13.5309381485;4;27.6655590534;2;21.9634361267;12.5;7;26.5827163458;
28;3;22.2996673584;12.5;4;27.754440546;2;21.5;13.2913579941;7;26.6209751368;
29;4;21.5;13.5;3;27.8438374996;2;21.9862918854;12.5;7;26.6595385075;
30;4;21.5;12.5;3;27.93359375;2;19.9978618622;13.5;7;26.6983793974;
31;4;20.3800773621;13.5;3;28.0235495567;2;19.009513855;14.5;7;26.7374696732;
32;4;19.4070644379;14.5;4;28.1135439873;2;18.0212402344;15.5;7;26.7767804861;
