Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;2;9.19999980927;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;2;9.19999980927;10.0;5;21.0900000334;1;9.0;10.0;5;20.0;
5;2;10.3269996643;10.0;5;21.1871190071;1;9.0;10.0;5;20.0;
6;2;11.3561353683;10.0;5;21.2917383909;1;10.0;10.0;5;20.0;
7;2;11.3875217438;10.0;5;21.817143321;1;11.0;10.0;5;20.0;
8;2;11.5451431274;10.1999998093;5;22.2793469429;1;11.0;10.0;4;20.3999996185;
9;2;11.683804512;10.3632001877;5;22.6900259256;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;11.8070077896;10.4951858521;5;23.9506295919;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;12.1851892471;11.0209560394;5;25.0538563728;1;11.2971115112;10.4951858521;4;22.0419120789;
12;2;14.1851892471;11.4571752548;5;26.0146684647;2;11.6125736237;11.2209558487;4;23.9143505096;
13;2;16.1851882935;11.8107032776;5;26.8543052673;2;14.2971115112;11.4571752548;4;24.7514065504;
14;2;17.0562915802;12.0916318893;5;27.5962526798;2;16.2971115112;11.8107032776;4;25.4586948156;
15;2;17.2788772583;12.3113050461;5;28.2632865906;2;17.6797409058;12.0916318893;4;26.0603342056;
16;2;17.4789848328;12.4808797836;5;28.6547400951;2;18.728427887;12.3113050461;4;26.5800945759;
17;2;19.4832057953;12.5;5;29.0328326225;2;19.7826118469;12.4808797836;3;26.8187118769;
18;2;20.5966339111;12.5;5;29.4347915649;2;20.8427257538;12.5;3;27.0402543545;
19;2;21.7172203064;12.5;6;29.8589887619;2;21.9091873169;12.5;3;27.2842636108;
20;2;22.8444805145;12.5;6;30.3031497002;2;22.1852798462;12.5;4;27.5518820286;
21;2;23.0909442902;12.5;6;30.7643566132;2;22.2655639648;12.5;4;27.8440244198;
22;2;23.2293071747;12.5;6;31.2390885353;2;22.3532066345;12.5;3;28.1613030434;
23;2;23.3717269897;12.5;5;31.7232985497;2;22.4483909607;12.5;3;28.5039470196;
24;2;23.5169906616;12.5;5;32.2125329971;2;22.5511837006;12.5;3;28.871723175;
25;2;23.6637611389;12.5;4;32.7020812035;2;22.6615161896;12.5;2;29.263862133;
26;2;21.6637611389;13.5;6;33.1871519089;2;22.7791595459;12.5;3;29.6789975166;
27;3;21.5;14.5;5;33.6630582809;3;20.9036998749;13.5;2;30.1151270866;
28;3;21.5;15.5;5;34.1254005432;3;20.034538269;14.5;2;30.5695996284;
29;3;22.5;13.5;6;34.570227623;3;19.5;13.5;2;31.0391392708;
30;3;21.5;13.5;5;34.9941673279;3;18.5;13.5;2;31.5199065208;
31;3;21.498249054;14.5;4;35.3945169449;3;18.4559726715;14.5;2;32.007601738;
32;3;20.6183547974;15.5;3;35.7692890167;3;17.6022796631;15.5;2;32.4976010323;
33;3;19.6183547974;14.5;3;36.1172132492;3;16.7492790222;16.5;1;32.9851250648;
34;3;18.6183547974;14.5;3;36.4376983643;3;14.2492799759;17.5;2;33.465420723;
35;3;18.6183547974;15.5;4;36.7307662964;3;14.0;18.5;2;33.9339466095;
