Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
7;1;11.0;10.0;5;20.3999996185;1;11.0;10.0;4;20.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;11.0;10.0;4;20.3999996185;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;11.1199998856;10.3999996185;3;21.7264003754;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;11.5179204941;10.3632001877;3;22.010371685;
11;1;11.6125736237;11.0209560394;4;22.9143505096;2;11.6031112671;10.4951858521;3;23.1025080681;
12;2;12.1743059158;11.4571752548;3;24.6214065552;2;11.9307527542;11.0209560394;3;24.0167276859;
13;2;14.9125738144;11.8107032776;4;25.233263731;2;13.9307527542;11.4571752548;3;24.7667502165;
14;2;16.9125728607;12.0916318893;4;25.7245850563;2;15.9307518005;11.8107032776;3;25.3727564812;
15;2;17.9431667328;12.3113050461;4;26.1177095175;2;16.9694213867;12.0916318893;3;25.8574285507;
16;2;18.6125736237;12.4808797836;4;26.2119446993;2;17.9830188751;12.3113050461;3;26.2430711985;
17;2;19.6125736237;12.5;4;26.269973278;2;18.9969673157;12.4808797836;3;26.3289595842;
18;2;20.6125736237;12.5;4;26.3300433159;2;20.0112609863;12.5;3;26.3777462244;
19;2;21.5;12.5;7;26.3921557665;2;21.0258979797;12.5;3;26.4276516438;
20;3;21.5;12.5;4;55.2063041925;2;21.9282951355;12.5;6;26.4786523581;
21;3;22.5;12.5;4;57.2849749327;3;21.1492366791;12.5;3;39.5936881304;
22;3;23.5;12.5;6;58.8874229193;3;21.75;13.9286022186;5;40.5529754162;
23;4;24.5;12.5;4;74.86297369;4;23.1776332855;14.5;4;41.4495403767;
24;4;26.5;13.5;4;76.4867391586;4;23.1922416687;15.4623222351;5;42.2730928659;
25;4;28.5;14.5;5;77.78378582;4;23.2071094513;15.6160182953;5;43.0177066326;
26;4;26.5;16.5;5;78.4932115078;4;22.75;16.2434616089;5;43.681597352;
27;4;25.5;18.5;5;79.1000386477;4;22.75;16.3807868958;5;44.2665196657;
28;4;25.5;20.5;5;79.6331062317;4;22.75;17.7323722839;5;44.7769263983;
29;4;25.5;22.5;5;80.0986146927;4;23.2689342499;17.8751487732;5;45.2190828323;
30;4;25.5;24.5;5;80.5037736893;4;21.2849063873;19.8751487732;4;45.6002540588;
31;4;25.5;26.5;5;80.8561286926;4;20.3010559082;21.8751487732;4;45.9280283451;
32;4;25.5;28.5;5;81.1208124161;4;19.3173618317;23.0306758881;4;46.162248373;
33;4;25.5;30.5;5;81.2068536282;4;18.3338069916;24.1000003815;5;46.2236075401;
34;4;25.5;32.5;6;81.2939035892;4;17.3503742218;25.1000003815;5;46.285343647;
35;4;25.5;34.5;7;81.3818233013;4;16.6170425415;26.1000003815;5;46.3473827839;
36;4;25.5;36.5;7;81.4704678059;4;16.6337928772;27.1000003815;5;46.4096498489;
37;4;25.5;37.7999992371;9;81.5596864223;4;16.6506061554;28.1000003815;5;46.4720683098;
38;4;25.5;38.7999992371;10;81.6493241787;4;16.6674575806;29.1000003815;5;46.534560442;
39;4;25.5;39.7999992371;10;81.739222765;4;16.6843318939;30.1000003815;6;46.597048521;
40;4;26.5;40.7999992371;11;81.829221487;4;16.7012023926;31.1000003815;6;46.6594543457;
41;4;27.5;42.7999992371;12;81.9191586971;4;17.0;30.1000003815;7;46.7217001915;
42;6;29.5;45.7999992371;9;91.508872509;4;16.7348594666;30.1000003815;8;46.7837085724;
43;6;32.5;49.7999992371;10;91.9782025814;4;16.7516021729;31.1000003815;8;46.8454036713;
44;6;34.8120002747;53.7999992371;11;91.9317176342;4;17.0;30.1000003815;9;46.9067106247;
45;6;35.8243560791;54.7999992371;11;92.3945503235;4;16.7848129272;30.1000003815;9;46.9675564766;
46;7;36.8370666504;55.7999992371;11;92.8405717611;4;17.0;30.1000003815;9;47.0278704166;
47;7;37.8501319885;55.7999992371;11;93.2684751749;4;18.0;31.1000003815;9;47.0875840187;
48;7;38.8635520935;56.7999992371;11;93.6773612499;4;19.8336486816;32.0999984741;10;47.1466314793;
49;7;39.8773269653;57.7999992371;11;94.0667133331;4;20.0;33.0999984741;13;47.2049500942;
50;7;40.316444397;58.7999992371;13;94.436368227;4;21.0;35.0999984741;13;47.2624804974;
51;7;40.330909729;59.7999992371;14;94.786470294;4;22.8808708191;35.0999984741;14;47.3191666603;
52;7;40.3457145691;60.7999992371;15;95.117423892;4;22.75;36.0999984741;16;47.3749563694;
53;7;40.3608474731;61.2021102905;15;96.4298439026;4;23.6612377167;35.0999984741;14;47.4298009872;
54;7;41.3763084412;62.2937202454;14;96.7545087337;4;23.6760463715;35.0999984741;14;47.4836556911;
55;7;42.3920860291;63.3768157959;15;97.0629003048;5;22.75;36.0999984741;13;57.03647995;
56;7;42.4081687927;64.4519042969;15;97.3559788465;5;23.75;35.9000015259;13;57.7657368183;
57;7;42.4245452881;65.5195083618;16;101.610335946;6;25.7188243866;37.0110015869;10;73.4132943153;
58;7;43.4027557373;67.5077896118;17;104.870453715;6;26.7325019836;39.0999984741;10;74.560362339;
59;7;44.1160774231;68.9001235962;16;107.330854654;6;27.7458744049;41.0999984741;10;75.5982093811;
