Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;2;10.0;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;11.0;10.0;3;21.0900000334;2;7.0;11.1999998093;4;21.0;
3;2;12.0;10.0;3;21.1871190071;2;8.19999980927;10.0;4;21.1200000048;
4;2;12.2374238968;10.0;3;21.2917383909;2;9.22399997711;10.0;4;21.2530560493;
5;2;13.3875217438;10.0;3;21.4042263031;2;9.25061130524;10.0;4;21.4002518654;
6;2;14.4212684631;10.0;3;21.9389723539;2;10.4200754166;10.0;4;21.5626775026;
7;2;14.5816917419;10.1999998093;3;22.4109756947;2;11.4688034058;10.0;4;21.7414059639;
8;2;14.7232933044;10.3632001877;3;23.7114653587;2;11.5224218369;10.0;4;22.3548774719;
9;2;15.1134395599;10.9097137451;3;24.8527286053;2;11.7064628601;10.1999998093;4;22.9167456627;
10;2;15.4558181763;11.3658018112;3;25.8476524353;2;11.8750238419;10.3632001877;4;23.4393892288;
11;2;17.4558181763;11.7372808456;3;26.7164058685;2;12.0318164825;10.4951858521;4;24.8717758656;
12;2;19.4558181763;12.0336990356;3;27.4822225571;2;12.4615325928;11.0209560394;4;26.1735084057;
13;2;20.2446670532;12.2662630081;3;28.168181181;2;14.4615325928;11.4571752548;5;27.3609917164;
14;2;20.4504547119;12.446267128;3;28.6269388199;2;16.4615325928;11.8107032776;5;28.4561290741;
15;2;20.5880813599;12.5;4;29.0031633377;2;17.8944339752;12.0916318893;5;29.4820175171;
16;3;22.6687088013;12.5;3;29.4033532143;2;19.0703964233;12.3113050461;5;30.4597220421;
17;3;23.7887649536;12.5;3;29.8259272575;2;20.2619628906;12.4808797836;5;31.1853199005;
18;3;24.9155387878;12.5;3;30.268661499;2;21.468170166;12.5;5;31.9160957336;
19;3;26.0483589172;12.5;3;30.7286863327;2;22.6874027252;12.5;5;32.6826691628;
20;3;26.2186050415;12.5;3;31.2025241852;2;23.8048019409;12.5;5;33.475315094;
21;3;26.3607578278;12.5;3;31.6861643791;2;24.0425949097;12.5;5;34.2825622559;
22;3;26.5058498383;12.5;4;32.1751794815;2;24.2847690582;12.5;5;35.0917634964;
23;3;24.5058498383;13.5;4;32.6648726463;2;24.5275287628;12.5;5;35.8898439407;
24;3;24.5;14.5;4;33.1504516602;2;24.7669525146;12.5;8;36.6641292572;
25;3;25.5;12.5;4;33.6272163391;2;24.9992389679;12.5;8;37.4031534195;
26;3;24.5;13.5;4;34.0907382965;2;25.2209472656;12.5;8;38.0973386765;
27;3;24.5;14.5;3;34.5370264053;2;25.4292011261;12.5;8;38.7394571304;
28;3;24.5;15.5;4;34.9626617432;2;25.621837616;12.5;8;39.3248329163;
29;4;25.5;13.5;3;35.3648881912;3;25.7974510193;12.5;8;39.8512945175;
30;4;24.5;13.5;3;35.7416639328;3;23.9553890228;13.5;9;40.3189182281;
31;4;23.5;13.5;4;36.0916633606;3;22.9553890228;13.5;9;40.729631424;
32;4;22.5;13.5;4;36.4142465591;3;22.9553890228;14.5;9;41.0867519379;
33;4;22.5;14.5;4;36.7093906403;3;21.9553890228;15.5;10;41.39453125;
34;4;22.5;15.5;4;36.9776067734;3;21.5;16.5;10;41.6577396393;
35;4;21.5;14.5;4;37.2198410034;3;20.5;15.5;10;41.8813304901;
36;4;20.5;14.5;4;37.4373731613;3;20.5;15.5;10;42.0;
37;4;19.5;16.5;4;38.6317224503;3;19.5;14.5;10;42.0;
38;4;21.5;19.5;5;38.8445596695;3;20.5;15.5;10;42.0;
39;4;23.5;22.5;7;39.0388140678;3;21.5;16.5;10;42.0;
40;4;24.5;24.5;7;39.1235535145;3;21.5;17.5;10;42.0;
41;4;25.8370666504;26.5;8;39.1671074629;3;21.5;18.5;11;42.0;
42;4;26.5;28.5;8;39.211841464;3;21.5;20.5;11;42.0;
43;4;26.8635520935;29.5;8;39.2577478886;3;21.5;22.5;12;42.0;
44;4;26.8773231506;30.5;8;39.3048160076;3;21.5;24.5;12;42.0;
45;4;26.5;32.0219268799;9;39.3530313969;3;21.5;26.5;13;42.0;
46;5;26.9059104919;32.5;5;54.4023760557;3;21.5;28.5;13;42.0;
47;5;28.5;32.0609512329;5;55.2028282881;4;20.75;29.5;10;57.0;
48;5;28.5;34.0811309814;5;55.9237370491;4;22.75;28.5;10;57.75;
49;5;29.5;33.1017456055;6;56.564239502;4;22.75;29.5;10;58.4193744659;
50;5;30.9670848846;32.5;6;57.1268258095;4;23.75;30.5;10;59.0072898865;
51;5;31.983165741;32.5;6;57.6164714098;4;24.75;30.7992706299;10;59.5162696838;
52;5;32.4000015259;34.1660575867;7;58.0397651196;4;25.3400001526;30.7483730316;10;60.9513263702;
53;5;32.4000015259;35.1882705688;9;58.40411973;4;26.3400001526;31.7048683167;10;61.3390898705;
54;6;30.9331302643;36.5;8;58.7171388865;4;27.5900001526;33.6680908203;11;61.6672139168;
55;6;29.3999996185;39.2337493896;8;58.8924454451;4;28.1781044006;35.637298584;11;61.9433447123;
56;6;29.0677337646;40.5;9;58.9512542486;4;28.2548294067;37.6117248535;12;62.0811508894;
57;6;28.5;43.2805023193;9;59.0107431412;5;28.2900009155;39.5999984741;11;62.1018965244;
58;6;28.5;45.3042984009;10;59.0708494186;5;28.2900009155;41.1509475708;12;62.1228116751;
59;6;30.1212539673;43.5;10;59.1315076351;5;28.2900009155;42.1614074707;13;62.1438889503;
60;6;28.5;46.3526039124;10;61.1952800751;5;29.2900009155;40.1719436646;13;62.1651208401;
61;6;29.7999992371;45.8941116333;14;62.9068160057;5;28.2900009155;41.182559967;14;62.1864993572;
62;6;30.736536026;44.3899993896;16;64.3127830029;6;28.2900009155;42.1932487488;13;62.2080165148;
63;6;29.2123565674;47.6676101685;16;65.4625797272;6;29.2900009155;40.2040100098;14;63.2296639681;
64;6;31.1145534515;45.9097442627;16;66.2401695251;6;29.2900009155;42.2148323059;13;63.2814331055;
65;6;31.1486663818;43.9097442627;16;66.5650074482;6;30.2900009155;44.2257156372;15;63.3339062929;
66;6;30.183380127;44.9097442627;16;66.8637261391;7;31.6081771851;43.236656189;14;65.6476734877;
67;6;31.3458442688;45.0;16;67.0282783508;7;30.4610004425;44.1906509399;14;67.5552482605;
