Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;2;8.0;10.1999998093;4;21.0;
4;1;9.0;10.0;3;20.0;2;9.19999980927;10.0;4;21.0299999714;
5;1;10.0;10.0;3;20.0;2;9.20600032806;10.0;4;21.0605909824;
6;1;11.0;10.0;3;20.0;2;10.3181772232;10.0;4;21.091766119;
7;1;11.0;10.0;3;20.3999996185;2;11.3275299072;10.0;4;21.1235172749;
8;1;11.1199998856;10.1999998093;3;20.7264003754;2;11.3370552063;10.0;4;21.5670698881;
9;1;11.2179203033;10.3632001877;2;20.9903717041;2;11.4701213837;10.1999998093;4;21.9382035732;
10;1;11.2971115112;10.4951858521;2;22.0419120789;2;11.5814609528;10.3632001877;4;22.2480803728;
11;1;11.6125736237;11.0209560394;2;22.9143505096;2;11.6744241714;10.4951858521;4;23.3592649698;
12;1;11.8743057251;11.4571752548;2;23.6214065552;2;12.0077791214;11.0209560394;4;24.2933903933;
13;1;13.6125736237;11.8107032776;3;24.1832637787;2;14.0077791214;11.4571752548;5;25.0641713142;
14;1;14.6125736237;12.0916318893;3;24.6226100922;2;16.0077800751;11.8107032776;5;25.691778779;
15;1;15.6125736237;12.3113050461;3;24.9617595673;2;17.0651283264;12.0916318893;5;26.198879838;
16;1;16.6125736237;12.4808797836;3;25.0;2;18.0854549408;12.3113050461;5;26.6077592373;
17;1;17.6125736237;12.5;3;25.0;2;19.1063728333;12.4808797836;5;26.7176665068;
18;1;18.6125736237;12.5;3;25.0;2;20.1278743744;12.5;5;26.7912226915;
19;1;19.5;12.5;4;25.0;2;21.1499404907;12.5;5;26.8666112423;
20;1;19.5;12.5;5;25.0;2;22.0599822998;12.5;6;26.943765521;
21;1;19.5;12.5;5;25.0;2;22.0831298828;12.5;6;27.0226092339;
22;1;19.5;12.5;5;25.0;2;22.1067829132;12.5;6;27.1030561924;
23;1;19.5;12.5;6;25.0;3;22.1309165955;12.5;5;27.1850111485;
24;1;19.5;12.5;6;25.0;3;21.5;12.5;5;27.2683691978;
25;1;19.5;12.5;7;25.0;3;22.1805114746;12.5;6;27.3530163765;
26;1;19.5;12.5;7;25.0;4;22.2059059143;12.5;5;27.4388306141;
27;1;19.5;12.5;7;25.0;4;22.2316493988;12.5;5;27.5256814957;
28;1;19.5;12.5;7;25.0;4;22.2577037811;12.5;5;27.6134316921;
29;1;19.5;12.5;7;25.0;4;21.5;13.5;5;27.7019374371;
30;1;19.5;12.5;7;25.0;4;20.3105812073;13.5;5;27.7910490036;
31;1;17.5;13.5;6;25.0;4;18.5;15.5;5;28.8806123734;
32;1;16.5;14.5;5;25.0;4;18.5;16.9403057098;5;29.060469985;
33;1;15.5;15.5;5;25.0;4;18.5;17.9852352142;5;30.5272848606;
34;1;14.5;16.5;5;25.0;4;17.5;19.0450820923;5;31.7370995283;
35;1;13.5;17.5;5;25.0;4;16.5;20.1054935455;5;32.724452734;
36;1;12.5;18.5;6;25.0;4;16.0;21.1663246155;5;33.5306055546;
37;1;13.5;16.5;6;25.0;4;17.0;20.5;5;34.1960815191;
