Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;2;9.19999980927;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0299999714;1;7.0;11.0;5;20.0;
3;2;9.20600032806;10.0;3;21.0605909824;1;8.0;10.0;5;20.0;
4;2;9.2121181488;10.0;3;21.091766119;1;9.0;10.0;5;20.0;
5;2;10.3275299072;10.0;3;21.1235172749;1;9.0;10.0;4;20.0;
6;2;11.3370552063;10.0;3;21.1558350325;1;10.0;10.0;4;20.0;
7;2;11.3467502594;10.0;3;21.6002668142;1;11.0;10.0;4;20.0;
8;2;11.4800796509;10.1999998093;3;21.9722745419;1;11.0;10.0;4;20.3999996185;
9;2;11.5916824341;10.3632001877;2;22.2830175161;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;11.6849050522;10.4951858521;2;23.3954073191;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;12.0186223984;11.0209560394;2;24.3307359219;1;11.2971115112;10.4951858521;4;22.0419120789;
12;2;14.0186223984;11.4571752548;2;25.1027135849;2;11.6125736237;11.2209558487;4;23.9143505096;
13;2;16.0186214447;11.8107032776;3;25.7315064669;2;14.2971115112;11.4571752548;4;24.6714065075;
14;2;17.0770454407;12.0916318893;4;26.2397767305;2;16.2971115112;11.8107032776;4;25.2852387428;
15;2;18.0977230072;12.3113050461;4;26.6498038769;2;17.2971115112;12.0916318893;4;26.745890975;
16;2;19.1189861298;12.4808797836;4;26.7608320713;2;18.2971115112;12.7949705124;4;27.9304181337;
17;2;20.1408233643;12.5;4;26.8354767561;2;19.2971115112;13.3592367172;4;28.8652205467;
18;2;21.1632156372;12.5;4;26.9119156599;2;20.2971115112;13.7976236343;4;29.5888876915;
19;2;22.0735740662;12.5;4;26.9900764227;2;21.2971115112;14.1294221878;5;30.1430312395;
20;2;22.0970230103;12.5;5;27.0698769093;2;22.2971115112;14.3754377365;5;30.4563041925;
21;2;22.1209640503;12.5;5;27.1512255669;2;22.7000007629;14.5;5;30.5224741697;
22;2;22.1453666687;12.5;4;27.2340214252;2;22.7000007629;14.5;5;30.5906432867;
23;2;22.1702060699;12.5;5;27.3181540966;2;22.7000007629;14.5;5;30.6607804298;
24;2;22.1954460144;12.5;5;27.4035048485;2;22.7000007629;14.5;5;30.7328453064;
25;3;22.2210521698;12.5;4;27.4899468422;2;22.7000007629;14.5;5;30.8067884445;
26;3;21.5;13.4959783554;4;27.5773453712;2;22.7000007629;14.5;5;30.8825509548;
27;3;21.5;13.5309381485;4;27.6655590534;3;22.7000007629;14.5;4;30.9600640535;
28;3;22.2996673584;12.5;4;27.754440546;3;22.7000007629;14.5;5;31.0392494202;
29;3;21.5;13.5;4;27.8438374996;3;22.7000007629;14.5;5;31.120018959;
30;3;22.3531513214;12.5;4;27.93359375;3;20.7000007629;15.5;5;31.2022752762;
31;3;21.5;13.5;4;28.0235495567;3;19.7000007629;16.5;5;31.2859115601;
32;3;20.4070644379;13.5;4;28.1135439873;3;18.7000007629;17.5;5;31.3708124161;
