Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
6;1;11.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.3999996185;1;11.0;10.0;6;20.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.0;10.1999998093;5;21.3999996185;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;11.4200000763;10.1999998093;4;21.8264003992;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;11.5479202271;10.3632001877;4;22.1992716789;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;11.659781456;10.4951858521;4;23.4054436684;
12;1;11.8743057251;11.4571752548;5;23.6214065552;2;12.0216331482;11.0209560394;4;24.4501843452;
13;1;13.6125736237;11.8107032776;6;24.1832637787;2;14.0216331482;11.4571752548;3;25.3486692905;
14;1;14.6125736237;12.0916318893;6;24.6226100922;2;16.0216331482;11.8107032776;3;26.1225088835;
15;1;15.6125736237;12.3113050461;6;24.9617595673;2;16.8367519379;12.0916318893;3;26.7957427502;
16;1;16.6125736237;12.4808797836;6;25.0;2;17.0387229919;12.3113050461;3;27.3919057846;
17;1;17.6125736237;12.5;6;25.0;2;17.2175712585;12.4808797836;3;27.7113106251;
18;1;18.6125736237;12.5;6;25.0;2;17.3133926392;12.5;3;28.0173821449;
19;1;19.5;12.5;7;25.0;2;19.3937416077;12.5;4;28.3487696648;
20;1;19.5;12.5;7;25.0;2;20.4931583405;12.5;4;28.7054548264;
21;1;19.5;12.5;7;25.0;2;21.6001644135;12.5;4;29.0869145393;
22;1;19.5;12.5;7;25.0;2;21.488527298;13.5;4;29.4920539856;
23;2;20.5;12.5;6;26.0;2;22.5;12.5;4;29.9191560745;
24;2;21.5;12.5;6;26.0299999714;3;22.9757461548;12.5;4;30.3658571243;
25;2;21.8090000153;12.5;6;26.0605909824;4;23.1097564697;12.5;3;30.8291530609;
26;2;21.8181762695;12.5;6;26.091766119;4;23.2487449646;12.5;4;31.3054442406;
27;2;21.8275299072;12.5;6;26.1235172749;4;23.3916339874;12.5;4;31.790620327;
28;2;19.8370552063;13.5;6;26.1558350325;4;23.5371856689;12.5;4;32.2801818848;
29;2;18.8467502594;14.5;6;26.1887089014;4;21.5371856689;13.5;4;32.7693967819;
30;2;17.8566131592;15.5;6;26.2221269608;4;22.5371856689;12.5;4;33.2534770966;
31;2;16.8666381836;16.5;6;26.2560760975;4;23.5371856689;12.5;4;33.7277650833;
32;2;15.8768234253;17.5;7;26.2905418873;4;24.1183300018;12.5;4;34.187912941;
33;2;14.8871631622;18.5;7;26.3255085945;4;24.2563743591;12.5;4;34.6300430298;
34;3;14.397652626;19.5;6;26.3609591722;4;24.3890132904;12.5;4;35.0508718491;
35;3;14.0;20.5;6;26.3968753815;4;24.5152626038;12.5;4;35.4477939606;
36;3;14.4190626144;21.5;6;26.4332377911;4;24.6343383789;12.5;4;35.8189210892;
