Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
7;1;11.0;10.0;5;20.3999996185;2;11.0;10.0;4;20.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.0;10.1999998093;3;21.3999996185;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;11.4200000763;10.1999998093;3;21.7264003754;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;11.5179204941;10.3632001877;3;21.9903717041;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;11.597111702;10.4951858521;3;23.0819120407;
12;1;11.8743057251;11.4571752548;5;23.6214065552;2;11.9245738983;11.0209560394;3;23.99553442;
13;1;13.6125736237;11.8107032776;6;24.1832637787;2;13.9245738983;11.4571752548;3;24.7449600697;
14;2;15.6125736237;12.0916318893;5;25.6226100922;2;15.9245738983;11.8107032776;3;25.3503712416;
15;2;17.6125736237;12.3113050461;4;26.1317595243;2;16.6051120758;12.0916318893;3;25.8344515562;
16;2;18.9635734558;12.4808797836;4;26.3669109344;2;16.7503356934;12.3113050461;3;26.2195074558;
17;2;20.0226478577;12.5;3;26.5942704678;2;16.865852356;12.4808797836;3;26.3048160076;
18;2;21.0908546448;12.5;3;26.8558222055;2;16.8914451599;12.5;3;26.3530313969;
19;2;22.0567474365;12.5;4;27.1554293633;2;18.8944358826;12.5;3;26.4023760557;
20;2;22.1466293335;12.5;4;27.4969480038;2;19.9092407227;12.5;3;26.4528282881;
21;2;22.2490844727;12.5;4;27.8840510845;2;20.488527298;12.9358482361;3;26.5043625832;
22;2;22.3652153015;12.5;4;28.3200027943;2;21.488527298;12.9513092041;4;26.5569496155;
23;2;22.4960002899;12.5;4;28.8073790073;3;21.9670848846;12.5;3;26.6105561256;
24;2;22.6422138214;12.5;4;29.3477458954;3;21.9831676483;12.5;3;26.6651450396;
25;3;22.8043231964;12.5;3;29.9413113594;3;21.5;12.99954319;3;26.72067523;
26;3;22.9823932648;12.5;5;30.586581707;3;21.5;13.0162029266;3;26.7771017551;
27;4;21.5;13.5;4;31.2800674438;3;22.0331306458;12.5;3;26.8343759775;
28;4;22.5;12.5;3;32.0160870552;3;21.5;13.4171876907;3;26.8924454451;
29;4;21.5;13.5;3;32.7867279053;3;22.0677337646;12.5;4;26.9512542486;
30;4;22.5;12.5;3;33.5820074081;3;21.5;13.4756269455;4;27.0107431412;
31;4;21.5;13.5;3;34.3902606964;3;21.5;13.5053710938;4;27.0708494186;
32;4;21.5;14.5;3;36.1987380981;3;22.1212539673;12.5;5;27.1315076351;
33;4;21.5;13.5;4;37.0243685246;3;21.5;13.5;5;27.1926498413;
34;4;22.5;13.5;4;37.8251841068;3;21.5;13.5963249207;5;27.2542052269;
35;4;23.5;14.9242362976;4;38.5899293423;3;21.5;13.6271028519;5;27.3161010742;
36;4;23.8275299072;15.5;4;39.3093092442;3;22.1948299408;12.5;5;27.3782629967;
37;4;23.8370552063;16.5;4;39.976418376;3;22.2134780884;12.5;5;27.4406147003;
38;4;23.5;17.9623336792;4;40.5869117975;3;21.5;13.5;5;27.5030794144;
39;4;24.8566131592;15.5;5;41.138923645;3;22.2509231567;12.5;6;27.5655794144;
40;5;23.8666381836;16.5;4;41.6327879429;3;21.5;13.5;6;27.628036499;
41;5;24.8768234253;19.5;3;42.0706293583;3;21.5;13.8140182495;6;27.690372467;
42;5;25.8871631622;21.5;3;42.4559006691;3;21.5;13.8451862335;6;27.7525100708;
43;5;26.8976516724;23.5;3;42.7929259539;4;21.5;13.8762550354;5;27.8143725395;
44;5;27.9082870483;25.5;3;43.0865001678;4;21.5;15.8762550354;6;27.8758842945;
45;5;28.9190635681;27.5;3;43.3415591717;4;22.3627662659;17.8762550354;6;27.936971426;
46;5;28.5724964142;28.0732955933;3;43.4700255394;4;21.5;19.8762550354;8;27.9975619316;
47;5;28.6000003815;28.088010788;3;43.5072168112;4;21.5;21.8762550354;8;28.0575861931;
48;5;29.0521659851;27.5;4;43.5447884798;4;21.5;23.8762550354;8;28.1169772148;
49;5;29.0634365082;27.5;2;43.5827163458;4;21.5;24.0584888458;6;28.1756706238;
50;5;28.6000003815;28.1330871582;2;43.6209751368;4;21.5;24.0878353119;6;28.2336053848;
51;5;29.0862922668;27.5;3;44.6595385075;4;21.5;24.1168022156;7;29.2907235622;
52;5;30.0978622437;28.5;3;44.8683793545;4;22.5;25.145362854;7;29.3969709873;
53;5;31.1095142365;29.5;3;45.1043806076;4;23.5;26.1734848022;7;29.5042724609;
54;5;31.5313148499;30.5;3;45.3710509539;4;24.5;27.2011489868;7;29.6126059294;
55;5;30.6000003815;32.2107124329;3;45.6721044779;4;26.5;26.5;7;29.7219487429;
56;5;31.701631546;32.5;5;46.0113741159;4;26.5;28.5;7;29.8322763443;
57;5;31.8034114838;32.5;5;46.3926852942;4;26.5;29.9161376953;8;29.943561554;
58;6;31.917804718;32.5;6;46.8196796179;5;27.5;28.1650218964;9;30.0557748079;
59;6;30.6000003815;32.5;6;47.2955899239;6;26.7391777039;28.1403923035;8;50.1688832045;
60;6;31.5960006714;33.2902374268;7;47.8229601383;6;26.75;30.1698989868;8;51.4828504324;
61;6;32.3468856812;32.5;7;48.403324604;6;28.75;30.2003383636;9;52.6152333021;
