Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;6;20.0;2;8.0;10.1999998093;5;21.0;
4;1;9.0;10.0;6;20.0;2;9.19999980927;10.0;5;21.0599999428;
5;1;10.0;10.0;5;20.0;2;9.21199989319;10.0;4;21.1229639053;
6;1;11.0;10.0;5;20.0;2;10.336889267;10.0;4;21.1889609098;
7;2;11.3000001907;10.0;4;21.3999996185;2;11.3566884995;10.0;4;21.2580518723;
8;2;11.4200000763;10.1999998093;4;21.8264003992;2;11.377415657;10.0;4;21.7428686619;
9;2;11.5479202271;10.3632001877;4;22.1992716789;2;11.522860527;10.1999998093;4;22.1586660147;
10;2;11.659781456;10.4951858521;4;23.4054436684;2;11.647600174;10.3632001877;4;22.5167047977;
11;2;12.0216331482;11.0209560394;4;24.4501843452;2;11.7550115585;10.4951858521;4;23.6975815296;
12;2;14.0216331482;11.4571752548;4;25.3486692905;2;12.1092748642;11.0209560394;4;24.7081744671;
13;2;16.0216331482;11.8107032776;4;26.1225088835;2;14.1092748642;11.4571752548;4;25.5624349117;
14;2;16.8367519379;12.0916318893;4;26.7957427502;2;16.1092739105;11.8107032776;4;26.2807190418;
15;2;17.0387229919;12.3113050461;4;27.3919057846;2;17.241809845;12.0916318893;4;26.8858177662;
16;2;17.2175712585;12.4808797836;4;27.7113106251;2;18.2915363312;12.3113050461;4;27.4000668526;
17;2;19.200176239;12.5;4;28.0173821449;2;19.3440666199;12.4808797836;4;27.6226844788;
18;2;20.2919979095;12.5;4;28.3487696648;2;20.3993797302;12.5;4;27.8161680698;
19;2;21.3914146423;12.5;5;28.7054548264;2;21.4574241638;12.5;4;28.018476963;
20;2;22.4984207153;12.5;5;29.0869145393;2;22.4055423737;12.5;5;28.2292125225;
21;2;22.7260742188;12.5;5;29.4920539856;2;22.4687633514;12.5;5;28.447855711;
22;2;22.8476161957;12.5;5;29.9191560745;2;21.5;13.5;5;28.6737642288;
23;2;22.9757461548;12.5;5;30.3658571243;2;22.5;12.5;5;28.9061751366;
24;2;23.1097564697;12.5;6;30.8291530609;2;22.6718521118;12.5;6;29.1442108154;
25;3;23.2487449646;12.5;6;31.3054442406;3;22.7432632446;12.5;5;29.3868870735;
26;4;23.3916339874;12.5;6;31.790620327;4;22.8160667419;12.5;5;29.6331281662;
27;4;21.5;13.5;6;32.2801818848;4;21.5;13.5;5;29.8817820549;
28;4;21.5;14.5;6;32.7693967819;4;22.5;12.5;5;30.1316423416;
29;4;22.5;12.5;6;33.2534770966;4;21.5;13.5;5;30.3814692497;
30;4;19.5;14.5;6;33.7277650833;4;20.5;13.5;4;30.6300139427;
31;4;18.5;16.5;5;34.187912941;4;20.1890048981;14.5;4;30.8760447502;
32;4;17.5;18.5;5;34.6300430298;4;19.2628135681;15.5;4;31.1183700562;
33;4;16.5;20.352016449;5;36.0508718491;4;18.3355102539;16.5;4;31.3558626175;
34;4;17.5;19.352016449;4;36.4877939224;4;17.4067592621;17.5;4;32.5874791145;
35;4;16.5;21.352016449;4;36.9001049995;4;17.4762439728;18.5;4;32.9822782278;
