Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;4;20.0;2;9.0;10.1999998093;4;21.0;
6;1;11.0;10.0;4;20.0;2;10.3000001907;10.0;4;21.0299999714;
7;1;11.0;10.0;4;20.3999996185;2;11.3090000153;10.0;4;21.0605909824;
8;2;11.4200000763;10.1999998093;3;21.7264003754;2;11.3181772232;10.0;4;21.5023716688;
9;2;11.5179204941;10.3632001877;3;21.9903717041;2;11.4507112503;10.1999998093;4;21.8717387915;
10;2;11.597111702;10.4951858521;3;23.0719120502;2;11.5615215302;10.3632001877;4;22.1798590422;
11;2;11.9215736389;11.0209560394;3;23.9749414921;2;11.6539573669;10.4951858521;4;23.2886198759;
12;2;13.9215736389;11.4571752548;2;24.7131726742;2;11.9865856171;11.0209560394;4;24.2203179598;
13;2;15.9215736389;11.8107032776;3;25.3067810535;2;13.9865856171;11.4571752548;4;24.988676548;
14;2;16.94962883;12.0916318893;3;25.7784451246;2;15.9865856171;11.8107032776;4;25.6138757467;
15;2;17.9593238831;12.3113050461;3;26.1504684687;2;17.0417575836;12.0916318893;4;26.1185922623;
16;2;18.9691867828;12.4808797836;3;26.2221269608;2;18.0613689423;12.3113050461;4;26.5251210928;
17;2;19.9792118073;12.5;3;26.2560760975;2;19.0815811157;12.4808797836;4;26.6327222586;
18;2;20.989397049;12.5;3;26.2905418873;2;20.1023902893;12.5;4;26.7040277719;
19;2;21.8871631622;12.5;3;26.3255085945;2;21.1237812042;12.5;4;26.7772322893;
20;2;21.8976516724;12.5;3;26.3609591722;2;22.0331687927;12.5;5;26.852280736;
21;2;21.9082870483;12.5;5;26.3968753815;2;21.5;13.0556840897;5;26.9291081429;
22;2;21.9190635681;12.5;5;26.4332377911;2;22.0787315369;12.5;5;27.0076401234;
23;2;21.9299716949;12.5;5;26.4700255394;2;22.1022911072;12.5;5;27.0877923965;
24;2;21.9410076141;12.5;6;26.5072168112;2;22.1263370514;12.5;5;27.1694712639;
25;2;21.5;12.8768043518;6;26.5447884798;2;21.5;13.150841713;5;27.2525734901;
26;2;21.5;12.8861970901;6;26.5827163458;3;22.1757717133;12.5;4;27.3369870186;
27;3;19.9748153687;13.5;4;26.6209751368;3;21.5;13.2010965347;5;27.4225912094;
28;3;18.5;14.5;4;26.6595385075;3;21.5;13.7112960815;5;27.5092573166;
29;3;17.5;15.5;4;26.6983793974;3;21.5;13.7546291351;5;27.5968489647;
30;3;16.5;16.5;4;26.7374696732;3;20.2790546417;13.5;5;27.6852235794;
31;3;15.5;17.5;4;26.7767804861;3;19.3055667877;14.5;5;27.774232626;
32;3;14.5;18.5;4;26.8162822723;3;17.5;16.5;5;27.8637228012;
33;3;14.0;19.5;4;26.8559447527;3;16.5;17.9318618774;6;27.9535369873;
34;3;14.0;20.5;4;26.8957372904;4;15.5;18.9767684937;5;29.0435154438;
35;3;14.0;21.5;4;26.9356285334;4;15.5;20.5217571259;6;29.1734964848;
