Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
6;1;11.0;10.0;6;20.0;2;10.0;10.1999998093;5;21.0;
7;1;11.0;10.0;6;20.3999996185;2;11.0;10.0;5;21.0800000429;
8;1;11.1199998856;10.1999998093;6;20.7264003754;2;11.0;10.0;5;22.376336813;
9;2;11.5179204941;10.3632001877;5;21.9903717041;2;11.3600006104;10.6000003815;5;23.4977318048;
10;2;11.597111702;10.4951858521;5;23.0719120502;2;11.6652793884;11.1087999344;5;24.4497163296;
11;2;11.9215736389;11.0209560394;5;23.9749414921;2;11.9173870087;11.5289793015;5;26.1980501413;
12;2;13.9215736389;11.4571752548;5;24.7131726742;2;12.3975954056;12.329325676;5;27.6761848927;
13;2;15.9215736389;11.8107032776;5;25.3067810535;2;14.3975954056;12.9878778458;5;28.8966499567;
14;2;16.5920333862;12.0916318893;5;25.7784451246;2;16.3975944519;13.5105419159;5;29.8914759159;
15;2;16.7335338593;12.3113050461;4;26.1504684687;2;17.3478050232;13.9130096436;5;30.701602459;
16;2;16.8451404572;12.4808797836;4;26.2221269608;2;17.5292854309;14.2154760361;5;31.368616581;
17;2;18.7534217834;12.5;4;26.2560760975;2;19.3478050232;14.4385232925;5;31.728479147;
18;2;19.7636070251;12.5;4;26.2905418873;2;20.3478050232;14.5;6;31.9814505577;
19;2;20.7739467621;12.5;5;26.3255085945;2;21.3478050232;14.5;6;32.2503342628;
20;2;21.7844352722;12.5;5;26.3609591722;2;22.3478050232;14.5;6;32.5347275734;
21;2;21.9082870483;12.5;5;26.3968753815;3;22.7000007629;14.5;5;32.8339519501;
22;2;21.9190635681;12.5;5;26.4332377911;3;23.7000007629;14.5;5;33.1470341682;
23;2;21.9299716949;12.5;5;26.4700255394;3;22.7000007629;15.5;6;33.0726995468;
24;2;21.9410076141;12.5;5;26.5072168112;4;23.5799999237;14.3000001907;5;33.049372673;
25;2;21.9521656036;12.5;6;26.5447884798;4;23.914812088;14.1199998856;5;33.0711975098;
26;2;21.9634361267;12.5;6;26.5827163458;4;23.9213600159;13.9580001831;5;33.1324615479;
27;3;21.5;13.1330862045;5;26.6209751368;4;23.9397373199;13.8122005463;5;33.227602005;
28;3;21.9862918854;12.5;5;26.6595385075;4;23.9682807922;13.6809806824;5;34.3512248993;
29;3;21.9978618622;12.5;5;26.6983793974;4;23.1377296448;13.5628824234;5;34.5381407738;
30;3;20.009513855;13.5;5;26.7374696732;4;24.0739555359;13.4565944672;5;35.7978621721;
31;3;19.0212402344;14.5;5;26.7767804861;4;25.323184967;14.8719739914;5;36.8515316248;
32;3;18.033033371;15.5;5;26.8162822723;4;26.5109596252;16.7794322968;4;36.9031481743;
33;3;17.044883728;16.5;5;26.8559447527;4;28.4098625183;14.0164394379;4;36.9795777798;
34;3;16.0567836761;17.5;5;26.8957372904;4;27.7031173706;14.8647956848;4;37.0754776001;
