Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;6;20.0;2;10.0;10.1999998093;4;21.0;
7;1;11.0;10.0;6;20.3999996185;2;11.0;10.0;4;21.0399999619;
8;1;11.1199998856;10.1999998093;6;20.7264003754;2;11.0;10.0;4;22.2915847301;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;11.3600006104;10.6000003815;4;23.3627632856;
10;2;11.597111702;10.4951858521;4;23.0419120789;2;11.6652793884;11.1087999344;4;24.2587177753;
11;2;11.9125738144;11.0209560394;4;23.9543504715;2;11.9173870087;11.5289793015;4;25.9650682211;
12;2;12.1863059998;11.4571752548;3;24.7025904655;2;12.3975954056;12.329325676;4;27.3957469463;
13;2;14.1863059998;11.8107032776;3;25.3068172932;2;14.3975954056;12.9878778458;5;28.5629104376;
14;2;16.1863059998;12.0916318893;2;25.789717555;2;16.3975944519;13.5105419159;5;29.4982562065;
15;2;16.7369155884;12.3113050461;2;26.1736010313;2;17.3975944519;13.9130096436;5;30.242448926;
16;2;16.8520793915;12.4808797836;2;26.2577478886;2;18.3975944519;14.2154760361;5;30.8368779421;
17;2;18.7641086578;12.5;2;26.3048160076;2;19.3975944519;14.4385232925;5;31.1174051762;
18;2;19.7782287598;12.5;2;26.3530313969;2;20.3975944519;14.5;6;31.284311533;
19;2;20.7926940918;12.5;3;26.4023760557;2;21.3975944519;14.5;6;31.4605619907;
20;2;21.8074970245;12.5;4;26.4528282881;2;22.3975944519;14.5;5;31.6460745335;
21;3;21.9358482361;12.5;3;26.5043625832;2;22.7000007629;14.5;5;31.8406648636;
22;3;21.5;12.5;3;26.5569496155;3;22.7000007629;14.5;4;32.0440375805;
23;3;21.9670848846;12.5;3;26.6105561256;3;22.7000007629;14.5;4;32.2557797432;
24;3;21.9831676483;12.5;3;26.6651450396;4;22.7000007629;14.5;2;32.4753568172;
25;3;21.9995441437;12.5;3;26.72067523;4;22.7000007629;14.5;2;32.7021114826;
26;3;22.0162029266;12.5;4;26.7771017551;4;22.7000007629;14.5;2;32.9352662563;
27;3;22.0331306458;12.5;4;26.8343759775;4;22.7000007629;15.5;2;33.1739296913;
28;3;21.5;13.2337503433;4;26.8924454451;4;22.7000007629;16.5;2;33.0171060562;
29;3;22.0677337646;12.5;4;26.9512542486;4;22.5799999237;16.5085525513;2;33.9037079811;
30;3;20.0853767395;13.5;4;27.0107431412;4;21.5799999237;16.0085525513;2;33.8485774994;
31;3;19.1032218933;14.5;4;27.0708494186;4;21.5799999237;18.0185527802;2;34.7106671333;
32;3;18.1212539673;15.5;3;28.1315076351;4;21.5799999237;17.8251972198;3;34.6311043501;
33;3;17.5;17.7526035309;3;28.2326498032;4;21.2036705017;18.8354358673;4;34.5852650404;
34;3;17.5;18.7930603027;3;28.3353891373;5;18.5799999237;20.8457660675;4;34.5684140921;
