Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
6;1;11.0;10.0;4;20.0;1;10.0;10.0;6;20.0;
7;1;11.0;10.0;4;20.3999996185;1;11.0;10.0;6;20.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;11.0;10.0;6;20.3999996185;
9;1;11.2179203033;10.3632001877;4;20.9903717041;1;11.1199998856;10.1999998093;6;20.7264003754;
10;1;11.2971115112;10.4951858521;4;22.0419120789;1;11.2179203033;10.3632001877;6;20.9903717041;
11;1;11.6125736237;11.0209560394;4;22.9143505096;1;11.2971115112;10.4951858521;6;22.0419120789;
12;1;11.8743057251;11.4571752548;4;23.6214065552;1;11.6125736237;11.0209560394;6;22.9143505096;
13;1;13.6125736237;11.8107032776;5;24.1832637787;1;12.6125736237;11.4571752548;6;23.6214065552;
14;1;14.6125736237;12.0916318893;5;24.6226100922;1;13.6125736237;11.8107032776;6;24.1832637787;
15;1;15.6125736237;12.3113050461;5;24.9617595673;1;14.2549791336;12.0916318893;6;24.6226100922;
16;1;16.6125736237;12.4808797836;5;25.0;1;14.3867835999;12.3113050461;6;24.9617595673;
17;1;17.6125736237;12.5;5;25.0;1;14.488527298;12.4808797836;6;25.0;
18;1;18.6125736237;12.5;5;25.0;1;16.3867835999;12.5;6;25.0;
19;1;19.5;12.5;6;25.0;1;17.3867835999;12.5;7;25.0;
20;1;19.5;12.5;6;25.0;1;18.3867835999;12.5;7;25.0;
21;1;19.5;12.5;6;25.0;1;19.3867835999;12.5;7;25.0;
22;1;19.5;12.5;7;25.0;1;19.5;12.5;7;25.0;
23;1;19.5;12.5;7;25.0;1;19.5;12.5;7;25.0;
24;1;19.5;12.5;7;25.0;1;19.5;12.5;7;25.0;
25;1;19.5;12.5;7;25.0;1;19.5;12.5;8;25.0;
26;1;19.5;12.5;6;25.0;1;19.5;12.5;8;25.0;
27;1;19.5;12.5;6;25.0;1;19.5;12.5;8;25.0;
28;1;19.5;12.5;6;25.0;1;19.5;12.5;8;25.0;
29;2;20.5;12.5;5;26.0;1;19.5;12.5;8;25.0;
30;2;21.5;12.8999996185;5;26.0399999619;1;19.5;12.5;8;25.0;
31;2;21.8120002747;12.5;6;26.0811839104;1;19.5;12.5;8;25.0;
32;2;21.5;12.9324731827;6;26.1235535145;1;19.5;12.5;8;25.0;
33;2;21.8370666504;12.5;6;26.1671074629;1;19.5;12.5;8;25.0;
34;2;21.5;12.9668426514;6;26.211841464;1;19.5;12.5;8;25.0;
35;2;21.8635520935;12.5;6;26.2577478886;1;19.5;12.5;8;25.0;
36;2;21.5;13.0030994415;6;26.3048160076;1;19.5;12.5;8;25.0;
37;2;21.5;13.0219268799;6;26.3530313969;1;19.5;12.5;8;25.0;
38;2;21.9059104919;12.5;6;26.4023760557;1;19.5;12.5;8;25.0;
39;2;21.5;13.0609502792;6;26.4528282881;1;19.5;12.5;8;25.0;
40;2;21.5;13.0811309814;6;26.5043625832;1;19.5;12.5;9;25.0;
41;2;21.5;13.1017446518;7;26.5569496155;1;19.5;12.5;9;25.0;
42;2;21.9670848846;12.5;7;26.6105561256;1;19.5;12.5;9;25.0;
43;2;21.9831676483;12.5;7;26.6651450396;1;19.5;12.5;10;25.0;
44;2;21.9995441437;14.5;8;26.72067523;1;19.5;12.5;10;25.0;
45;2;22.0162029266;16.5;8;26.7771017551;1;17.5;13.5;10;25.0;
46;2;22.0331306458;18.5;8;26.8343759775;1;16.5;14.5;10;25.0;
47;2;22.0503120422;20.5;8;26.8924454451;1;15.5;15.5;10;25.0;
48;2;22.0677337646;22.5;8;26.9512542486;2;17.5;17.5;9;26.0;
49;2;22.0853767395;22.5;8;27.0107431412;2;19.5;19.5;9;26.0299999714;
50;2;22.1032218933;22.5;8;27.0708494186;2;20.8090000153;20.5;9;26.0605909824;
51;3;22.1212539673;22.5;8;27.1315076351;2;21.5;21.5;9;26.091766119;
52;3;22.1394519806;22.5;8;27.1926498413;2;21.5;22.5;9;26.1235172749;
53;3;22.1577949524;22.5;8;27.2542052269;2;21.8370552063;22.5;9;26.1558350325;
54;3;22.1762619019;22.5;7;27.3161010742;2;21.5;23.077917099;8;26.1887089014;
55;3;22.1948299408;22.5;7;27.3782629967;2;21.5;23.0943546295;9;26.2221269608;
56;3;22.2134780884;22.5;7;27.4406147003;2;21.8666381836;22.5;9;26.2560760975;
57;3;22.2321853638;22.5;7;27.5030794144;3;21.8768234253;22.5;9;26.2905418873;
58;3;22.2509231567;22.5;7;27.5655794144;3;21.5;22.5;9;26.3255085945;
59;3;22.2696743011;22.5;7;27.628036499;3;21.8976516724;22.5;9;26.3609591722;
60;3;22.2884101868;22.5;7;27.690372467;3;21.9082870483;22.5;9;26.3968753815;
61;3;22.3071117401;22.5;7;27.7525100708;3;21.5;23.1984367371;9;26.4332377911;
62;4;23.3257522583;23.5;7;28.8143725395;3;21.5;23.2166194916;9;26.4700255394;
