Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;2;9.0;10.1999998093;4;21.0;
5;1;10.0;10.0;3;20.0;2;9.19999980927;10.0;3;21.0900000334;
6;1;11.0;10.0;3;20.0;2;10.3269996643;10.0;3;21.1871190071;
7;1;11.0;10.0;3;20.3999996185;2;11.3561353683;10.0;3;21.2917383909;
8;1;11.1199998856;10.1999998093;3;20.7264003754;2;11.3875217438;10.0;3;21.817143321;
9;1;11.2179203033;10.3632001877;3;20.9903717041;2;11.5451431274;10.1999998093;3;22.2793469429;
10;2;11.597111702;10.4951858521;2;23.0419120789;2;11.683804512;10.3632001877;3;22.6900259256;
11;2;11.9125738144;11.0209560394;2;23.944350481;2;11.8070077896;10.4951858521;3;23.9506295919;
12;2;12.1833057404;11.4571752548;2;24.6819975376;2;12.1851892471;11.0209560394;3;25.0538563728;
13;2;14.9215736389;11.8107032776;2;25.2750298977;2;14.1851892471;11.4571752548;3;26.0146684647;
14;2;16.9215736389;12.0916318893;2;25.746127367;2;16.1851882935;11.8107032776;3;26.8543052673;
15;2;17.94962883;12.3113050461;2;26.1175945997;2;17.4138870239;12.0916318893;3;27.5962526798;
16;2;18.6125736237;12.4808797836;3;26.1887089014;2;18.5046653748;12.3113050461;3;28.2632865906;
17;3;19.6125736237;12.5;2;26.2221269608;2;19.6030311584;12.4808797836;3;28.6547400951;
18;3;20.6125736237;12.5;2;26.2560760975;2;20.7089958191;12.5;3;29.0328326225;
19;3;21.5;12.5;3;26.2905418873;2;21.8224239349;12.5;3;29.4347915649;
20;3;21.5;12.5;2;26.3255085945;2;22.8304367065;12.5;4;29.8589887619;
21;3;21.5;12.5;2;26.3609591722;2;22.9576969147;12.5;5;30.3031497002;
22;3;21.5;12.5;2;26.3968753815;2;23.0909442902;12.5;6;30.7643566132;
23;3;21.5;12.5;3;26.4332377911;2;23.2293071747;12.5;6;31.2390885353;
24;3;21.5;12.5;4;26.4700255394;2;23.3717269897;12.5;6;31.7232985497;
25;3;21.5;12.5;5;26.5072168112;2;23.5169906616;12.5;7;32.2125329971;
26;3;21.5;12.5;5;26.5447884798;3;23.6637611389;12.5;6;32.7020812035;
27;3;21.9634361267;12.5;5;26.5827163458;3;23.8106231689;12.5;6;33.1871519089;
28;3;21.5;13.1330862045;5;26.6209751368;3;23.9561462402;12.5;6;33.6630582809;
29;3;21.9862918854;12.5;5;26.6595385075;3;24.0989170074;12.5;6;34.1254005432;
30;3;19.9978618622;13.5;5;26.6983793974;3;22.2376213074;13.5;6;34.570227623;
31;3;19.009513855;14.5;5;26.7374696732;3;21.2376213074;13.5;6;34.9941673279;
32;3;18.0212402344;15.5;5;26.7767804861;3;21.5;14.5;6;35.3945169449;
33;3;17.033033371;16.5;5;26.8162822723;3;21.5;15.5;6;35.7692890167;
34;3;16.044883728;17.5;10;26.8559447527;3;21.5;16.5;6;36.1172132492;
35;3;15.0567836761;18.5;10;26.8957372904;3;20.5;15.5;5;36.4376983643;
36;3;14.5687217712;19.5;10;26.9356285334;3;20.5;15.5;5;36.7307662964;
37;3;14.5806884766;20.5;10;26.9755871296;3;20.5;15.5;6;36.9969644547;
38;3;14.5926761627;21.5;10;27.015581131;3;20.0990905762;16.5;6;37.2372674942;
39;3;15.6046743393;19.5;10;27.0555787086;3;19.1711807251;17.5;6;37.4529781342;
40;3;14.6166734695;20.5;10;27.0955479145;3;18.1711807251;16.5;6;37.6456279755;
41;3;14.6286640167;21.5;10;27.135456562;3;17.1711807251;16.5;6;37.8168964386;
42;3;15.6406364441;19.5;10;27.17527318;3;17.6711807251;17.5;6;37.9685335159;
43;3;14.6525821686;20.5;11;27.2149660587;3;18.8905601501;18.5;6;39.0;
44;3;14.6644897461;21.5;12;27.2545039654;3;18.8905601501;20.5;6;39.0299999714;
45;3;15.0;20.401802063;13;27.293856144;3;19.8905601501;22.5;6;39.0605909824;
46;3;14.6881570816;20.5;13;27.3329925537;3;20.0;24.5;7;39.091766119;
47;3;14.6998977661;21.5;14;27.3718836308;3;21.0;26.5;9;39.1235172749;
48;3;15.0;20.5;14;27.4105007648;3;23.0;27.5;9;39.1558350325;
49;3;16.0;20.5;14;27.4488155842;3;25.0;27.5;9;39.1887089014;
50;3;17.7346439362;20.5;15;27.4868011475;3;26.5;27.5;10;39.2221269608;
51;3;18.0;21.5;16;27.5244314671;4;27.3999996185;27.5;9;39.2560760975;
52;3;19.7573299408;22.5;16;27.5616812706;4;27.3999996185;27.5;9;39.2905418873;
53;3;20.0;23.5;17;27.5985264778;4;27.3999996185;27.5;9;39.3255085945;
54;3;21.0;23.5394096375;18;27.6349442005;4;27.3999996185;27.5;9;39.3609591722;
55;3;21.5;23.5539779663;18;27.6709127426;4;25.3999996185;28.5;9;39.3968753815;
56;3;21.5;23.568365097;19;27.7064116001;4;24.3999996185;29.5;9;39.4332377911;
57;3;22.3119239807;22.5;20;27.7414214611;4;23.5;30.5;9;40.4700255394;
58;3;21.5;23.5;21;27.7759244442;5;23.75;32.5;6;55.5572167635;
