Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;4;21.0;1;8.0;10.6999998093;5;21.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;8.14999961853;10.5;5;21.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;8.14999961853;10.5;5;21.0;
6;2;9.27600002289;11.4650716782;3;24.086605072;1;9.14999961853;10.5;5;21.0;
7;2;10.4194869995;11.543302536;3;24.5483431816;1;9.72500038147;10.5;5;21.0;
8;2;10.5233764648;11.7641716003;3;25.1602783203;1;9.72500038147;10.5;5;21.4200000763;
9;2;10.6610622406;12.0549411774;3;25.6469664574;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;10.7705669403;12.2827939987;3;26.0308990479;1;9.8956489563;10.8792181015;5;22.0;
11;2;10.8569517136;12.4589796066;3;26.1450710297;1;9.94999980927;11.0;5;23.5400009155;
12;2;13.7776679993;12.5;3;26.1777620316;2;10.296500206;11.970000267;5;25.8252849579;
13;2;15.7776679993;12.5;3;26.211001277;2;12.1750001907;12.4126424789;5;27.021669507;
14;2;16.7997322083;12.5;4;26.2447761297;2;14.1750001907;12.9308347702;5;28.0170379877;
15;3;17.8073310852;12.5;3;26.2790725231;2;16.1749992371;13.3366470337;5;28.8480272293;
16;3;18.527256012;12.5;5;26.3138751984;2;17.2996768951;13.6469516754;5;29.5537353754;
17;3;19.8228778839;12.5;5;26.3491675854;2;18.3536891937;13.879781723;5;30.0669906139;
18;3;19.9285621643;12.5;5;26.3849318027;2;19.4150733948;14.0;5;30.375654459;
19;3;19.9366092682;12.5;5;26.4211486578;2;20.4845237732;14.0;5;30.7230784893;
20;3;19.625;12.9263448715;5;26.4577980042;2;20.9126911163;14.0;5;31.1118502617;
21;3;19.953004837;12.5;5;26.4948581457;2;21.0001659393;14.0;5;31.544028759;
22;3;19.625;12.9484577179;6;26.5323064327;2;21.0974063873;14.0;5;32.0209121704;
23;3;19.9697685242;12.5;6;26.5701190233;2;21.2047042847;14.0;6;32.5427899361;
24;3;19.625;12.9710359573;6;26.6082710028;2;20.2999992371;15.0;6;33.1086950302;
