Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.6999998093;4;21.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.14999961853;10.5;4;21.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.14999961853;10.5;4;21.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.14999961853;10.5;4;21.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;9.72500038147;10.5;4;21.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;9.72500038147;10.5;4;21.4200000763;
9;1;10.4247236252;12.0549411774;5;24.5655879974;1;9.81949996948;10.7100000381;4;21.758436203;
10;1;10.5272569656;12.2827939987;5;24.9179592133;1;9.8956489563;10.8792181015;4;22.0;
11;1;10.6065406799;12.4589796066;6;25.0;1;9.94999980927;11.0;4;23.5400009155;
12;2;13.5272569656;12.6999998093;5;26.0;2;10.296500206;11.970000267;4;25.8252849579;
13;2;15.5272569656;12.5;4;26.0900000334;2;12.1750001907;12.4126424789;4;27.021669507;
14;2;16.7725067139;12.5;4;26.1871190071;2;14.1750001907;12.9308347702;4;28.0170379877;
15;2;17.7943592072;12.5;4;26.2917383909;2;16.1749992371;13.3366470337;4;28.8480272293;
16;2;18.8178977966;12.5;3;26.4042263031;2;17.2996768951;13.6469516754;4;29.5537353754;
17;2;19.8432064056;12.5;3;26.5249304771;2;18.3536891937;13.879781723;4;30.0669906139;
18;2;19.9681091309;12.5;3;26.6541694403;2;19.4150733948;14.0;4;30.375654459;
19;2;19.9971885681;12.5;3;26.7922235727;2;20.4845237732;14.0;4;30.7230784893;
20;2;20.0282497406;12.5;5;26.9393253326;2;20.9126911163;14.0;4;31.1118502617;
21;2;20.0613479614;12.5;5;27.0956480503;2;21.0001659393;14.0;4;31.544028759;
22;2;20.0965213776;12.5;5;27.261295557;2;21.0974063873;14.0;4;32.0209121704;
23;2;20.1337909698;12.5;5;27.4362905025;2;21.2047042847;14.0;5;32.5427899361;
24;2;20.1731643677;12.5;6;27.6205644608;2;21.3221263885;14.0;5;33.1086950302;
25;2;20.2146263123;12.5;7;27.8139474392;2;21.4494552612;14.0;5;33.7161855698;
26;2;20.2581386566;12.5;7;28.016159296;2;21.5861415863;14.0;5;34.3611893654;
27;3;19.625;13.5;6;28.2268030643;2;21.7312660217;14.0;5;35.0379443169;
28;3;19.625;14.113401413;8;28.445360899;2;21.8835372925;14.0;5;35.7390680313;
29;3;19.625;14.2226800919;8;28.6711919308;2;22.0412902832;14.0;5;36.4557781219;
30;3;20.4510192871;12.5;8;28.9035346508;2;22.2025489807;14.0;6;37.1782588959;
31;3;20.5032958984;12.5;8;29.141512394;2;22.36510849;14.0;6;37.8961582184;
32;3;20.5568408966;12.5;8;29.3841423988;2;22.5266342163;14.0;6;38.5991659164;
33;3;20.6114311218;12.5;8;29.6303496361;2;22.6848106384;14.0;6;39.2776012421;
34;3;19.625;13.5;8;29.8789830208;2;22.8374595642;14.0;6;39.9229507446;
35;3;19.625;14.5;8;30.1288366318;2;22.9826622009;14.0;6;40.5282850266;
36;3;20.625;12.5;9;30.3786706924;2;23.1188621521;14.0;6;41.088514328;
37;3;19.625;13.5;9;30.6272368431;2;23.2449150085;14.0;6;41.6004695892;
38;3;20.625;12.5;10;30.8733024597;2;23.3601055145;14.0;6;42.0628213882;
39;3;20.9464931488;12.5;10;31.1156759262;2;23.4641342163;14.0;7;42.4758720398;
40;3;21.0010261536;12.5;10;31.353228569;2;23.5570697784;14.0;7;42.8412618637;
41;3;19.625;13.5;10;31.5849161148;2;23.6392822266;14.0;7;43.1616458893;
42;3;19.625;14.5;11;31.8097963333;2;23.7113685608;14.0;8;43.4403705597;
43;3;19.625;15.5;10;32.0270428658;2;23.7740821838;16.0;8;43.6811828613;
44;3;20.625;17.5;10;32.2359538078;2;23.8282661438;18.0;8;43.8879890442;
45;3;21.2530899048;19.5;10;32.4359588623;2;23.874797821;20.0;8;44.0;
46;3;21.2980918884;20.5;10;32.6266198158;2;23.8999996185;22.0;8;44.0;
47;3;21.3409900665;21.5;10;32.8076286316;2;23.8999996185;24.0;9;44.0;
48;3;21.3817157745;22.5;15;32.9788007736;2;23.8999996185;24.0;9;44.0;
49;4;21.4202308655;22.5;10;45.1400680542;2;23.8999996185;24.0;9;44.0;
50;4;22.4565162659;23.5;11;45.7714672089;2;23.8999996185;24.0;9;44.0;
51;4;23.4905815125;24.5;11;46.3524255753;2;23.8999996185;24.0;10;44.0;
52;4;24.5224533081;25.5;12;46.3825674057;2;23.8999996185;24.0;10;44.0;
53;4;25.5521850586;26.5;12;46.913392067;2;23.8999996185;24.0;10;44.0;
54;4;24.6006774902;28.5;12;47.3943367004;2;23.8999996185;24.0;10;44.0;
55;4;24.6832466125;29.5;12;47.827047348;2;23.8999996185;24.0;10;44.0;
56;4;24.7568817139;30.5;13;48.2090759277;2;23.8999996185;24.0;11;44.0;
57;4;25.8220424652;28.5;14;48.463549614;3;21.8999996185;25.0;10;44.0;
58;4;24.8220424652;28.5;14;48.6857748032;3;20.8999996185;26.0;10;44.0;
59;4;23.8470420837;29.5;14;48.8787794113;3;19.8999996185;27.0;10;44.0;
60;4;23.6499996185;30.5;14;49.0;3;18.8999996185;28.0;10;44.0;
61;4;23.6499996185;31.5;16;50.0;3;17.8999996185;29.0;10;44.0;
62;4;24.6499996185;33.5;17;50.0299999714;3;17.6000003815;30.0;13;44.0;
63;4;25.6499996185;35.5;17;50.0605909824;3;17.6000003815;31.0;13;44.0;
64;4;25.8886318207;37.5;17;50.091766119;3;17.6000003815;32.0;14;44.0;
65;4;26.895647049;36.5;18;50.1235172749;3;17.6000003815;33.0;15;44.0;
66;4;25.9027900696;38.5;18;50.1558350325;3;17.6000003815;34.0;15;44.0;
67;4;25.9100627899;39.5;18;50.1887089014;3;17.6000003815;35.0;15;44.0;
68;4;26.6499996185;38.0943527222;19;50.2221269608;3;17.6000003815;36.0;17;44.0;
69;5;25.9249782562;38.5;18;50.2560760975;4;17.6000003815;37.0;16;45.3199996948;
70;5;25.9326171875;39.5;18;51.7831031084;4;16.6000003815;36.0;16;46.3582401276;
71;5;27.2086982727;38.0;18;53.0384546518;4;16.6000003815;36.0;16;47.1666984558;
72;5;24.0910015106;41.0656394958;19;54.0608253479;4;15.6000003815;35.0;17;47.5526294708;
73;5;25.1592674255;40.387550354;19;54.890491128;4;15.6000003815;35.0;17;47.8066806793;
74;6;26.2593841553;40.6352424622;19;55.2772169113;4;15.0;34.0;17;48.0;
75;6;28.6380596161;37.0;19;56.4495338202;4;15.0;34.0;17;48.0;
76;6;31.2498836517;36.0;19;56.7586102486;4;16.0;35.0;18;48.0;
77;6;32.5119361877;36.0;21;56.9839395285;4;17.0;36.0;18;48.0;
78;6;28.8213863373;39.0;21;57.2333160639;4;18.0;37.0;19;48.0;
79;6;26.8999996185;42.8593292236;21;57.509114027;4;18.0499992371;38.0;19;48.0;
80;6;26.2993869781;45.0;22;58.8137382269;4;18.0499992371;39.0;19;49.0;
81;6;25.8999996185;49.906867981;22;59.2995489836;4;20.0499992371;38.0;19;49.0199999809;
82;6;26.3253269196;52.1296043396;23;59.8395401239;4;22.0499992371;38.0;19;49.0401959419;
83;7;25.8971748352;55.2593841553;21;60.4379967451;4;20.2840442657;40.0;22;49.0605818033;
84;7;25.6000003815;57.4616699219;21;61.0988872051;4;18.0499992371;43.0;22;49.0811508894;
85;7;26.0654525757;58.6480751038;20;61.8256448507;4;17.0499992371;46.0;22;49.1018965244;
86;7;26.4358520508;59.9907188416;22;62.6209185123;4;17.0499992371;45.5509490967;23;49.1228116751;
87;7;25.6000003815;62.2248268127;21;63.4863014221;4;17.3026313782;44.0;25;49.1438889503;
88;7;25.6000003815;64.4108123779;21;64.4220542908;5;18.3073749542;44.0;24;49.1651208401;
89;7;25.6000003815;66.6143112183;22;65.4268424511;5;17.0499992371;44.0;24;49.1864993572;
90;7;25.6000003815;68.8360900879;23;66.4975118637;5;18.0;45.0;25;49.2080165148;
