Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.6999998093;5;21.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;8.14999961853;10.5;5;21.0;
5;2;8.42599964142;10.9200000763;4;23.5501437187;1;8.14999961853;10.5;4;21.0;
6;2;9.50549983978;11.2650718689;4;24.1268010139;1;9.14999961853;10.5;4;21.0;
7;2;10.4285306931;11.543302536;4;24.588925004;2;9.72500038147;10.6999998093;3;22.0;
8;2;10.5325078964;11.7641716003;4;25.2016390562;2;9.95000076294;10.5;3;22.5200001001;
9;2;10.6703691483;12.0549411774;4;25.6890956163;2;10.0670003891;10.7100000381;3;22.9673361778;
10;2;10.780046463;12.2827939987;4;26.0737844706;2;10.1676511765;10.8792181015;3;23.3272645473;
11;2;10.8666009903;12.4589796066;5;26.1886988878;2;10.2486343384;11.0;3;25.0752841234;
12;2;13.787317276;12.5;5;26.222116828;2;10.6419391632;11.7700004578;4;26.5979954004;
13;2;15.787317276;12.5;5;26.2560658455;2;12.348859787;12.4126424789;3;27.9043157101;
14;2;16.8098716736;12.5;5;26.2905315161;2;14.348859787;12.9308347702;3;29.0214660168;
15;2;17.8176269531;12.5;4;26.3254981041;2;16.348859787;13.3366470337;3;29.9861254692;
16;2;18.8254928589;12.5;3;26.3609485626;2;17.5557498932;13.6469516754;3;30.8369827271;
17;2;19.8334693909;12.5;3;26.3968646526;2;18.6424198151;13.879781723;3;31.505875349;
18;2;19.9392948151;12.5;4;26.433226943;2;19.738822937;14.0;3;31.9789624214;
19;2;19.9474754333;12.5;4;26.4700145721;2;20.8452682495;14.0;2;32.4970645905;
20;2;19.9557533264;12.5;4;26.5072057247;2;21.31183815;14.0;2;33.0593295097;
21;2;19.9641208649;12.5;4;26.5447772741;2;21.4383487701;14.0;2;33.6634473801;
22;3;19.972574234;12.5;3;26.5827050209;2;21.5742759705;14.0;2;34.3054871559;
23;3;19.625;12.5;4;26.6209636927;2;21.7187347412;14.0;2;34.9798283577;
24;4;19.9897174835;12.5;3;26.6595270634;2;21.8704605103;14.0;2;35.6792192459;
25;4;19.625;12.9978580475;3;26.6983678341;2;22.0278244019;14.0;2;36.394982338;
26;4;18.0071334839;13.5;3;26.7374579906;2;22.1888694763;14.0;2;37.1173725128;
27;4;18.625;13.3687286377;3;26.7767686844;2;22.3514080048;14.0;2;37.8360614777;
28;4;19.625;13.3883838654;3;27.8162703514;2;22.5131130219;14.0;2;38.5407104492;
29;4;19.0336608887;13.5;3;27.8959327936;2;22.6716594696;14.0;2;39.2215652466;
30;4;19.0425853729;14.5;3;27.9769091606;2;20.8248519897;15.0;4;39.8699960709;
31;4;19.0515384674;15.5;3;28.0591700077;3;19.8248519897;15.0;3;40.4789276123;
32;4;19.0605125427;16.5;3;28.1426825523;3;18.8248519897;15.0;3;41.0431089401;
33;4;19.4445037842;17.5;3;28.2274106741;4;19.8248519897;16.5;2;42.5592107773;
34;4;19.7261657715;18.5;3;28.3133146763;4;20.3508224487;17.5;3;43.1857548952;
35;4;19.7454948425;19.5;3;28.4003520012;4;19.4557952881;18.5799999237;4;43.7866588831;
36;4;19.7650794983;20.5;4;28.488476038;4;19.5519981384;19.0;4;44.3663568497;
37;4;19.7849063873;21.5;4;28.5776373148;4;19.3327522278;20.7770614624;5;44.9304624796;
38;4;19.8049678802;22.5;5;28.6677824259;4;19.4056663513;21.8970851898;5;45.485378027;
39;4;19.8252506256;23.5;5;28.7588546276;4;19.4691371918;23.0334949493;5;46.0379011631;
40;4;19.8457431793;24.5;6;28.8507940769;4;19.5240058899;24.187828064;5;46.5948474407;
41;4;20.0;24.2784748077;7;28.9435372353;4;20.1838417053;24.0;5;47.1118502617;
42;4;19.8872947693;23.5;7;29.0370174646;4;20.3001670837;25.0;6;47.544028759;
43;4;19.90832901;24.5;8;29.1311647892;4;20.3974075317;26.0;6;48.0209121704;
44;4;20.0;24.5;7;29.2259063721;4;20.5047054291;27.0;7;48.5427899361;
45;4;21.399848938;25.5;7;29.3211663961;4;21.622127533;27.0;8;49.1086950302;
46;4;22.0;26.5;8;29.4168661833;4;22.7494564056;28.0;8;49.7161855698;
47;5;23.4258003235;27.5;5;36.0129247904;4;23.8861427307;29.0;8;50.3611893654;
48;5;25.5763759613;29.5;5;36.3042590618;4;25.0312671661;30.0;9;51.0379443169;
49;5;27.6620826721;29.5;6;36.5885777473;4;24.6000003815;31.0;9;51.7390680313;
50;5;28.0909423828;31.5;9;36.8653411865;4;26.6000003815;30.0;9;52.4557781219;
51;5;29.7055416107;31.5;9;37.1341109276;4;27.8025493622;29.0;10;53.1782588959;
52;5;28.7955169678;34.5;9;37.394546032;4;27.9651088715;29.0;10;53.8961582184;
53;5;29.3518753052;33.8707046509;8;37.6464014053;6;28.1266345978;29.0;9;54.5991659164;
54;5;30.0370178223;32.5;8;37.8895223141;7;28.2848110199;29.0;9;55.2776012421;
55;6;28.9354095459;34.5;7;38.1238341331;7;28.4374599457;29.0;9;55.9229507446;
56;6;28.9769668579;32.5;7;38.3493380547;7;28.5826625824;29.0;9;56.5282850266;
57;6;29.0160102844;34.5;8;38.5660991669;7;26.5826625824;30.0;9;57.088514328;
58;6;29.0525932312;35.2370605469;8;38.7742390633;7;27.5826625824;29.0;9;57.6004695892;
59;6;29.0867729187;35.2841644287;8;38.9739251137;7;28.5826625824;29.0;6;59.0628213882;
60;6;29.1186313629;35.330909729;7;39.1633529663;7;30.0641345978;30.0;6;59.5058720112;
61;6;29.1482524872;35.3762550354;7;39.3143725395;7;31.1570701599;31.0;6;59.9018528461;
62;6;29.8082351685;34.0;7;39.3758842945;7;29.4779148102;33.0;6;61.2534120083;
63;6;29.1749992371;35.0;8;40.436971426;7;31.5570163727;34.0;6;61.5838878155;
64;6;30.8499984741;34.9684867859;8;40.5375618935;7;33.6268768311;36.0;6;62.8772138357;
65;6;31.8499984741;35.9987792969;9;40.6387701035;7;34.688331604;38.0;7;63.1672797203;
66;6;31.8499984741;37.028793335;10;40.7405307293;8;35.4748001099;40.5943527222;7;63.3638688326;
67;6;31.4277992249;39.0584869385;10;41.987588644;8;35.7749786377;42.0;7;63.4497387409;
68;6;32.0885009766;39.6190032959;11;43.0178865194;8;36.0282669067;43.7713279724;9;65.3603484631;
69;7;32.3314628601;40.0193481445;10;43.8656362295;8;34.3454437256;46.2059707642;9;66.9269894361;
70;7;32.4927444458;39.3527412415;10;44.5664559603;8;35.0306015015;46.7969741821;9;68.2066112757;
71;9;34.3485107422;40.612953186;8;46.005114913;8;33.4877548218;47.473777771;10;69.0122712851;
72;9;35.7636489868;41.0;9;46.3652120829;8;34.2993392944;47.1908035278;10;69.6407458782;
73;9;35.4696006775;42.783493042;9;46.7358168364;8;33.0945625305;47.5040512085;10;70.1500838995;
74;9;34.7433128357;44.8260612488;9;47.117141366;8;31.1498832703;49.5434570312;12;70.2750499249;
75;9;35.9402198792;44.0;10;47.5093835592;8;30.1183776855;51.6803092957;12;70.4022141695;
76;9;35.9995880127;44.0;10;47.9127146006;8;29.1742134094;53.6241874695;11;70.5315003395;
77;9;35.6255722046;44.9633483887;10;48.3272687197;8;28.1866989136;54.9067115784;11;70.6628240347;
78;9;31.8499984741;48.01222229;12;49.7531306744;8;28.1993865967;56.9221687317;11;70.7960932255;
79;10;31.8499984741;52.0625839233;11;50.2303173542;8;27.7999992371;60.9376831055;12;70.9312081337;
80;10;31.8499984741;55.4482154846;11;50.7199478149;8;28.75;64.9532546997;13;71.0680609941;
81;10;30.8499984741;58.5558166504;13;51.2218568325;8;28.75;68.8362884521;14;71.2065372467;
82;10;29.8499984741;61.6633834839;12;51.7357572317;8;28.75;71.8802642822;17;71.3465148211;
83;10;29.5499992371;66.6606140137;13;52.2612208128;8;28.75;74.924697876;17;71.4878653288;
84;11;29.5499992371;70.2659301758;11;52.7976617813;8;28.75;77.969543457;18;71.630453825;
85;11;29.5499992371;72.3590164185;11;53.3443226814;8;28.75;80.1099853516;19;71.7741392851;
