Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;11.6999998093;5;21.0;
3;2;8.14999961853;10.0;4;22.0199999809;1;8.0;10.6999998093;5;21.0;
4;2;8.30299949646;10.5;3;22.8801960945;1;8.14999961853;10.5;5;21.0;
5;2;8.43202972412;10.9200000763;3;23.5907255411;1;8.14999961853;10.5;5;21.0;
6;2;9.51463127136;11.2650718689;3;24.1677559614;2;9.14999961853;10.6999998093;4;22.0;
7;2;10.437746048;11.543302536;3;24.6302397251;2;9.95000076294;10.5;4;22.0900000334;
8;2;10.54180336;11.7641716003;2;25.2437130213;2;9.9702501297;10.5;4;22.618019104;
9;2;10.6798353195;12.0549411774;2;25.7319161892;2;10.0890541077;10.7100000381;4;23.0738848448;
10;2;10.789680481;12.2827939987;2;26.1173373461;2;10.1916246414;10.8792181015;4;23.442843914;
11;2;10.8764009476;12.4589796066;3;26.2329682112;2;10.2746400833;11.0;4;25.2073103189;
12;2;13.7971172333;12.5;3;26.267084837;2;10.6716451645;11.7700004578;5;26.7482377291;
13;2;15.7971172333;12.5;3;26.3017132282;2;12.3826637268;12.4126424789;5;28.074546814;
14;2;16.820142746;12.5;3;26.3368371725;2;14.3826637268;12.9308347702;5;29.2133922577;
15;2;17.8280448914;12.5;3;26.3724392653;2;16.3826637268;13.3366470337;5;30.2012972832;
16;2;18.8360557556;12.5;3;26.4085009098;2;17.6041641235;13.6469516754;5;31.0766849518;
17;2;19.8441696167;12.5;3;26.4450021982;2;18.696352005;13.879781723;5;31.7709991932;
18;2;19.9501247406;12.5;3;26.4819220304;2;19.7984752655;14.0;5;32.2698645592;
19;2;19.9584331512;12.5;3;26.5192379951;2;20.9107208252;14.0;5;32.8134241104;
20;2;19.9668292999;12.5;5;26.5569267273;2;21.383020401;14.0;5;33.400015831;
21;2;19.9753074646;12.5;5;26.5949635506;2;21.5150032043;14.0;5;34.0264167786;
22;2;19.9838676453;12.5;5;26.6333229542;2;21.6559429169;14.0;5;34.6877307892;
23;2;19.9924983978;12.5;5;26.6719784737;2;21.8047389984;14.0;5;35.3773875237;
24;2;20.0011959076;12.5;6;26.7109024525;2;21.9599113464;14.0;5;36.0872850418;
25;2;19.625;13.0132703781;7;26.750066638;2;22.119638443;14.0;5;36.8080816269;
26;2;19.625;13.0250196457;7;26.7894419432;2;22.2818183899;14.0;5;37.5296325684;
27;2;19.625;13.3947210312;7;26.8289985657;2;22.4441661835;14.0;6;38.2415313721;
28;2;20.0365257263;12.5;8;26.8687061071;2;22.6043434143;14.0;7;38.9337024689;
29;2;19.625;13.4343528748;8;26.9085336924;2;22.7600822449;14.0;7;39.5969734192;
30;2;19.625;13.4542665482;8;26.9484500885;2;20.9093170166;15.0;7;40.2235612869;
31;2;19.625;13.4742250443;8;26.9884234667;2;20.0503005981;16.0;7;40.8074121475;
32;2;20.0723953247;12.5;8;27.0284221172;2;19.1816673279;17.0;7;41.344373703;
33;2;19.625;13.5;8;27.0684139729;2;18.302482605;18.0;7;41.8321943283;
34;2;19.625;13.5342073441;8;27.1083672047;3;18.4122428894;19.5;6;43.2703714371;
35;2;18.0993824005;13.5;8;27.1482498646;3;19.2108345032;20.5;6;43.8198996782;
36;2;17.1083564758;14.5;8;27.1880300045;3;19.2984771729;21.5799999237;7;44.3467003107;
37;2;17.625;13.5;8;27.2276763916;3;19.6780090332;22.0;7;44.8566961288;
38;2;18.625;13.6138381958;8;27.2671580315;3;19.4430789948;23.7770614624;7;45.3564945459;
39;2;17.1351108551;13.5;9;27.3064444065;3;19.5015220642;24.8970851898;8;45.8530490398;
40;2;17.625;13.5;9;27.3455052376;3;19.5518627167;26.0334949493;8;46.3533461094;
41;2;18.625;13.6727523804;9;27.3843114376;3;20.1295032501;26.0;8;46.7230784893;
42;2;19.625;13.692155838;9;27.4228343964;3;20.2126922607;27.0;9;47.1118502617;
43;2;20.1701374054;12.5;9;27.4610464573;3;21.3001670837;25.0;9;47.544028759;
44;2;20.178735733;12.5;9;27.4989209175;3;20.3974075317;26.0;9;48.0209121704;
45;2;20.1872577667;14.5;9;27.5364317894;3;21.5047054291;26.0;9;48.5427899361;
46;2;20.1956977844;16.5;9;27.5735542774;3;22.622127533;27.0;10;49.1086950302;
47;3;20.2040500641;18.5;5;51.6102645397;3;23.7494564056;28.0;10;49.7161855698;
48;3;20.625;21.5;7;52.8465411663;3;24.8861427307;29.0;11;50.3611893654;
49;3;21.625;24.5;8;53.8399605751;3;26.0312690735;30.0;11;51.0379443169;
50;3;23.2285308838;25.5;8;54.6188080311;3;25.6000003815;30.0;12;51.7390680313;
51;3;24.2364845276;26.5;8;55.2182836533;3;26.8999996185;29.0;12;52.4557781219;
52;3;25.2443237305;27.5;10;55.674018383;3;27.8025493622;29.0;12;53.1782588959;
53;3;25.625;28.5;11;55.820697546;3;27.9651069641;29.0;13;53.8961582184;
54;3;26.625;28.9103488922;11;55.853962183;3;28.1266365051;29.0;13;54.5991659164;
55;3;27.625;28.9269809723;11;55.8866696358;3;28.2848129272;29.0;14;55.2776012421;
56;3;29.2745018005;27.5;12;55.918807745;4;29.4374599457;30.0;13;56.9229507446;
57;3;30.2817306519;27.5;12;55.9503657818;4;30.5826644897;31.0;12;57.6882849932;
58;3;30.625;28.5;11;55.9813337326;4;28.5826644897;33.0;14;58.4322582483;
59;3;32.2957992554;27.5;9;56.0;4;29.5826644897;33.0;14;59.1545934677;
60;4;32.625;28.5;9;56.0;4;28.5826644897;35.0;14;59.8569933176;
61;4;33.625;29.0;9;56.0;4;28.0641345978;36.0;16;60.5428626537;
62;4;32.2249984741;30.0;9;56.0;4;27.1570701599;37.0;17;61.2169163227;
63;4;31.2249984741;31.0;9;56.0;5;26.2392845154;38.0;16;61.8847243786;
64;4;30.2249984741;32.0;10;56.0;5;25.3113708496;39.0;16;62.5522208214;
65;4;29.2249984741;33.0;9;56.0;5;25.0740833282;40.0;18;63.2252116203;
66;5;28.5999984741;34.0;8;74.25;5;25.1282653809;41.0;19;63.9089012146;
67;5;31.5999984741;34.0;8;75.132499218;5;25.1747970581;42.0;19;64.5427899361;
68;5;34.5999984741;35.0;8;78.3001947403;5;25.2000007629;43.0;18;66.9995498657;
69;5;33.9005432129;36.5;7;80.8747929335;5;24.3080005646;42.0;18;69.170648098;
70;5;34.2583236694;37.5;8;82.9315763712;5;24.4014415741;42.0;18;72.1088318825;
71;5;36.1771697998;38.6872596741;9;84.312974453;5;24.4814510345;42.0;17;73.800108552;
72;6;37.4760131836;39.9097442627;8;85.2016712427;5;27.5493431091;41.0;17;75.3815784454;
73;6;37.5;42.0;7;85.7834744453;5;27.0065040588;42.0;19;76.9029506445;
74;6;39.5109519958;42.0;8;86.2581763268;6;29.0499992371;41.0;19;78.0888453722;
75;6;36.5;45.5825614929;9;86.6445384026;6;31.0499992371;41.0;19;79.314647913;
76;6;35.5;48.3226661682;9;86.7201553583;6;27.0499992371;43.0;19;80.5689811707;
77;6;34.5;50.3600769043;10;86.7940584421;6;26.0499992371;45.0;21;81.8412661552;
78;7;33.5;52.3970298767;9;86.8669981956;6;25.0499992371;47.0;21;83.1224691868;
79;7;33.5;53.8077850342;10;86.9389353991;6;24.0499992371;47.0;21;84.4055233002;
80;7;33.5;56.4694671631;11;87.0098347664;6;23.0499992371;46.0;22;85.6853203773;
81;7;33.5;58.5049171448;12;87.0796648264;6;24.0;46.0;22;86.9582948685;
82;7;33.5;60.5398330688;13;87.1483978033;6;25.0;47.0;22;89.221678257;
83;7;33.5;62.5741996765;14;87.2160094976;6;27.0;49.0;22;90.5526019335;
84;7;33.5;64.608001709;15;87.2824792862;6;28.75;51.0;22;91.8727713823;
85;7;33.5;66.6412353516;16;87.3477903605;6;29.0122451782;53.0;23;93.1770098209;
86;7;33.5;68.6738967896;16;87.4119287729;6;29.0327911377;55.0;22;94.4582675695;
87;7;33.5;69.9915237427;17;87.4513280392;6;29.0546875;57.0;22;95.7077953815;
88;8;34.5;69.7256622314;17;87.4738043547;6;29.0779838562;58.0;25;96.8509153128;
89;9;33.5;71.7369003296;15;98.9962974787;6;27.75;57.7838249207;25;97.8381284475;
90;9;34.5;74.0;16;99.6512970924;6;28.1289367676;57.0;25;98.7934037447;
91;9;36.5;74.7593994141;17;100.264343023;6;29.15666008;58.0;24;99.7043777704;
92;9;35.5;77.7706451416;18;100.83098495;6;27.75;57.9686889648;25;100.561633825;
93;9;35.5;80.7818908691;18;101.348681569;6;28.2166957855;57.0;25;101.359044075;
94;9;36.5;80.7931213379;20;102.816674352;6;29.2490177155;58.0;26;102.093732834;
95;9;36.5;84.8043289185;22;103.475741863;6;27.75;58.0;26;102.765727758;
96;9;37.5;88.8155212402;22;104.142520905;6;28.3181991577;57.0;26;103.377406359;
97;9;38.5;89.8266906738;23;104.830781937;6;29.3549880981;58.0;27;103.932849407;
98;10;37.5;93.8378143311;24;105.556223512;6;27.75;58.0;28;104.437203646;
99;14;37.5;97.8489151001;20;106.335923433;6;28.4326705933;57.0;28;104.896123171;
100;14;37.8869857788;100.800003052;19;107.187566519;6;29.4733982086;58.0;28;105.315323114;
