Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.6999998093;5;21.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;2;8.14999961853;10.6999998093;4;22.0;
5;2;8.42599964142;10.9200000763;4;23.5501437187;2;8.29999923706;10.5;4;22.0900000334;
6;2;9.50549983978;11.2650718689;4;24.1268010139;2;9.39524936676;10.5;4;22.1871190071;
7;2;10.4285306931;11.543302536;4;24.588925004;2;9.99210166931;10.5;4;22.2917383909;
8;2;10.5325078964;11.7641716003;4;25.2016390562;2;10.0156412125;10.5;4;22.8371437788;
9;2;10.6703691483;12.0549411774;4;25.6890956163;2;10.1383571625;10.7100000381;4;23.3113827705;
10;2;10.780046463;12.2827939987;4;26.0737844706;2;10.2450618744;10.8792181015;4;23.6996542215;
11;2;10.8666009903;12.4589796066;5;26.1886988878;2;10.3324222565;11.0;4;25.4997080564;
12;2;13.787317276;12.5;4;26.222116828;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;15.787317276;12.5;4;26.2560658455;2;12.4572515488;12.4126424789;5;28.4485538006;
14;2;16.8098716736;12.5;4;26.2905315161;2;14.4572515488;12.9308347702;5;29.6330289841;
15;2;17.8176269531;12.5;4;26.3254981041;2;16.4572525024;13.3366470337;5;30.669192791;
16;2;18.8254928589;12.5;4;26.3609485626;2;17.7094402313;13.6469516754;5;31.5947263241;
17;2;19.8334693909;12.5;4;26.3968646526;2;18.8129119873;13.879781723;5;32.3400559425;
18;2;19.9392948151;12.5;5;26.433226943;2;19.9265136719;14.0;5;32.8895044327;
19;2;19.9474754333;12.5;5;26.4700145721;2;21.0501403809;14.0;5;33.4816474915;
20;2;19.9557533264;12.5;5;26.5072057247;2;21.5333709717;14.0;5;34.1130428314;
21;2;19.9641208649;12.5;4;26.5447772741;2;21.6754341125;14.0;5;34.7785673141;
22;2;19.972574234;12.5;4;26.5827050209;2;21.825176239;14.0;5;35.4714341164;
23;2;19.9811096191;12.5;5;26.6209636927;2;21.9810714722;14.0;6;36.1833543777;
24;3;19.625;12.9862890244;4;26.6595270634;2;22.141254425;14.0;6;36.9048519135;
25;3;17.625;13.9978580475;4;26.6983678341;2;20.2999992371;15.0;6;37.6257123947;
26;3;16.625;15.0095100403;4;26.7374579906;2;21.2999992371;14.0;6;38.3355398178;
27;3;15.625;16.3687286377;4;26.7767686844;2;22.2999992371;14.0;7;39.0243473053;
28;3;14.625;17.3883838654;4;26.8162703514;2;22.7804775238;14.0;7;39.6831235886;
29;3;14.0;18.4081344604;4;26.8559328318;3;23.9287014008;14.5;6;41.3043012619;
30;3;14.0;19.4279670715;4;26.8957252502;3;23.0684661865;15.5;6;42.0420743227;
31;3;14.0;20.4478626251;4;26.9356164932;3;22.1984672546;16.5799999237;6;42.7562929392;
32;3;14.0;21.4678077698;4;26.9755750895;3;21.6201648712;17.0;6;43.4478416443;
33;3;14.0;22.4877872467;4;27.0155692101;3;20.4260864258;18.7770614624;6;44.1194673777;
34;3;14.0;23.5077838898;5;27.0555667877;3;19.523191452;19.8970851898;6;44.7754456997;
35;3;14.0;24.5277824402;5;27.0955359936;3;19.3094024658;21.0334949493;7;45.4211599827;
36;3;14.0;25.5477676392;7;27.1354446411;3;19.9197616577;21.0;8;46.0626475811;
37;3;15.0;23.5677223206;7;27.1752612591;3;20.0640945435;22.0;9;46.7061219215;
38;3;14.4894332886;23.5;8;27.2149541378;3;19.5087108612;24.0;9;47.3575139046;
39;3;14.4983644485;24.5;10;27.2544920444;3;19.5580348969;25.7720146179;10;48.0209121704;
40;3;15.5072612762;22.5;10;27.2938444614;3;19.6000003815;27.0104560852;10;48.5427899361;
41;4;15.5161151886;24.0;9;28.3329811096;3;19.6000003815;28.2713947296;10;49.1086950302;
42;4;16.5249214172;25.0;10;28.4118723869;3;19.6000003815;29.5543479919;12;49.7161855698;
43;4;17.0;24.0200004578;11;28.4916734695;3;20.6000003815;27.8580932617;14;50.3611893654;
44;4;16.7856273651;23.5;13;28.5723581314;3;19.6000003815;29.1805953979;14;51.0379443169;
45;4;16.5509815216;25.0617771149;13;28.6538978815;3;20.6000003815;29.1805953979;14;51.7390680313;
46;4;17.0;24.0835533142;14;28.7362622023;3;22.6000003815;30.0;15;52.4557781219;
47;4;16.8406600952;23.5;15;28.8194184303;4;24.5025501251;30.0;10;63.1782588959;
48;5;16.5763759613;25.1288738251;14;31.536454916;4;23.6651077271;33.0;10;64.2961578369;
49;5;18.0;25.1524085999;16;31.7426559925;4;23.8266372681;36.0;11;65.3735656738;
50;6;20.0;27.1524085999;13;46.9518011808;4;24.9848136902;38.0;12;66.3995399475;
51;6;22.6009521484;30.1524085999;13;47.9135862589;5;26.1374607086;40.0;11;67.364985466;
52;6;25.3268871307;33.1524085999;14;48.7970590591;5;27.2826652527;42.0;11;68.2630033493;
53;6;25.6168174744;36.1524085999;12;49.6010394096;5;26.8030796051;41.0;12;69.0890569687;
54;6;24.6245803833;38.5;12;50.327685833;5;26.8828277588;41.0;13;69.8409576416;
55;7;25.0;42.3052787781;11;50.9816306829;5;27.9548110962;42.0;13;70.5186824799;
56;7;25.584821701;43.7542419434;12;51.5691120625;6;28.5008926392;43.0;13;71.1240692139;
57;7;25.6439056396;44.7984466553;13;52.0971875191;8;28.6515312195;44.0;8;86.6604375839;
58;8;26.7030353546;45.8428230286;12;52.5731037855;8;30.7850379944;43.0;9;87.8821935654;
59;8;27.4268836975;45.9701461792;12;52.9101299047;8;32.9025344849;43.0;10;88.8597450256;
60;8;27.5208072662;47.9319496155;11;53.127122283;8;33.9740829468;43.0;10;89.6884727478;
61;8;27.5791416168;48.9756278992;11;53.3149828911;8;35.0282669067;43.0;11;90.404258728;
62;8;27.6369094849;50.0053710938;12;54.5018815994;8;36.074798584;43.0;11;90.9513263702;
63;8;28.6939659119;52.0354232788;12;54.8274492025;8;37.0999984741;43.0;11;92.3190898895;
64;8;29.7501754761;54.0657539368;14;56.1693352461;8;38.4000015259;44.0;11;92.6670179367;
65;8;32.3895072937;54.0963249207;14;56.5790467262;8;39.4000015259;45.0;13;92.9639468193;
66;8;32.5236778259;57.1271018982;15;57.0101383924;8;39.4000015259;46.0;14;93.1235535145;
67;8;32.6664276123;60.1580505371;16;57.4642455578;8;39.4000015259;48.0;15;95.8195776939;
68;8;33.8185119629;59.1891326904;17;57.942974925;9;37.7750015259;51.4199981689;15;98.0485101938;
69;9;32.9806900024;61.2203063965;17;58.4478349686;9;39.0778198242;51.7314720154;14;99.8802238703;
70;9;33.1536521912;61.8889808655;18;58.9801492691;9;37.3208084106;53.957901001;15;101.141514421;
71;9;34.3380355835;59.0;20;59.5409551859;9;38.4612846375;54.0;15;102.098446965;
72;9;33.5343437195;60.0;20;60.1308919191;9;36.9565048218;56.0;15;102.566986799;
73;9;33.7428970337;61.0;19;62.5322611332;9;35.0;58.5;15;102.652121425;
74;9;34.1594009399;62.0299987793;20;64.6685233116;9;34.0;60.5;11;102.74047482;
75;10;34.5663223267;64.059677124;15;66.5840864182;9;33.0;62.5;12;104.832015514;
76;10;35.9665908813;61.089012146;16;68.3239994049;9;34.0;64.5;13;105.116693735;
77;10;35.3627090454;63.1179656982;17;69.765819788;9;36.0;67.5;13;105.426399708;
78;11;35.7519645691;64.5971603394;16;70.8206393719;10;36.0;71.5;13;105.763376117;
79;11;36.081817627;64.1746139526;15;71.8571367264;10;36.9500007629;75.5;15;106.129931331;
80;11;33.081817627;65.202255249;14;72.9045240879;10;36.9500007629;79.5;16;106.528384686;
81;11;30.3875846863;68.9956741333;16;74.9654965401;11;36.9500007629;83.5;16;116.960990191;
82;11;31.2999992371;72.5367202759;16;76.0591917038;12;37.9500007629;88.5;15;117.929840565;
83;11;34.2999992371;72.5367202759;16;78.8475792408;12;38.9500007629;93.5;16;118.909244776;
84;11;34.2999992371;77.13671875;17;82.2974276543;14;38.9500007629;98.5;13;135.897503018;
85;12;36.0;80.13671875;16;84.5353924036;14;41.9500007629;102.5;15;138.023347378;
