Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.6999998093;5;21.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.14999961853;10.5;5;21.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;8.14999961853;10.6999998093;4;22.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;9.375;10.5;4;22.0900000334;
7;1;10.194486618;11.543302536;4;23.5283432007;2;9.9702501297;10.5;4;22.1871190071;
8;2;10.2938766479;11.9641714096;3;25.1098823547;2;9.99210166931;10.5;4;22.7236096859;
9;2;10.6497240067;12.0549411774;3;25.6055879593;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;10.7612571716;12.2827939987;3;25.9991431236;2;10.2174015045;10.8792181015;4;23.6526654959;
11;2;10.8498067856;12.4589796066;4;26.1235535145;2;10.321849823;11.0;4;25.4463064671;
12;2;13.7705230713;12.5;4;26.1671074629;2;10.7254190445;11.7700004578;5;27.0193223953;
13;2;15.7705230713;12.5;4;26.211841464;2;12.4436578751;12.4126424789;5;28.3805553913;
14;2;16.7999210358;12.5;4;26.2577478886;2;14.4436578751;12.9308347702;5;29.5569427013;
15;2;17.8102493286;12.5;4;26.3048160076;2;16.4436588287;13.3366470337;5;30.5846178532;
16;2;18.8208389282;12.5;4;26.3530313969;2;17.690410614;13.6469516754;5;31.501411438;
17;2;19.8316879272;12.5;4;26.4023760557;2;18.7919158936;13.879781723;5;32.2379479408;
18;2;19.625;12.920712471;4;26.4528282881;2;19.9035396576;14.0;5;32.7787971497;
19;2;19.9518871307;12.5;4;26.5043625832;2;21.0252304077;14.0;5;33.3628234863;
20;2;19.9634819031;12.5;6;26.5569496155;2;21.5066337585;14.0;5;33.9869046211;
21;2;19.9753131866;12.5;6;26.6105561256;2;21.6470527649;14.0;5;34.6462483406;
22;2;19.9873752594;12.5;6;26.6651450396;2;21.7954044342;14.0;5;35.3343844414;
23;2;19.9996566772;12.5;6;26.72067523;2;21.9502353668;14.0;6;36.0432977676;
24;2;20.0121517181;12.5;7;26.7771017551;2;22.1097412109;14.0;6;36.7637119293;
25;2;20.024848938;12.5;8;26.8343759775;2;22.2718353271;14.0;6;37.4855165482;
26;3;19.625;13.0503129959;7;26.8924454451;2;22.4342403412;14.0;6;38.1983041763;
27;3;19.625;12.5;7;26.9512542486;2;22.5946178436;14.0;7;38.8919620514;
28;3;19.625;13.4756269455;7;27.0107431412;2;22.7506904602;14.0;7;39.5572471619;
29;3;19.625;13.5053710938;7;27.0708494186;2;22.9003791809;14.0;7;40.1862792969;
30;3;20.0909404755;12.5;9;27.1315076351;2;21.0419120789;15.0;7;40.772892952;
31;3;20.1045894623;12.5;9;27.1926498413;2;20.1739006042;16.0;7;41.3128166199;
32;3;20.118347168;12.5;9;27.2542052269;2;19.2953834534;17.0;7;41.8036842346;
33;3;20.1321964264;12.5;9;27.3161010742;2;18.405828476;18.0;7;42.2448940277;
34;3;19.625;13.5;10;27.3782629967;2;17.5051002502;19.0;7;42.6373558044;
35;3;19.625;13.6891317368;10;27.4406147003;2;17.2934055328;20.0;7;42.9831848145;
36;4;18.1741390228;13.5;6;31.9404211044;2;17.3712158203;21.0;8;43.2853679657;
37;4;18.1881923676;14.5;6;32.161008358;2;17.4392089844;22.0;9;43.5474557877;
38;4;18.202255249;15.5;6;32.3799200058;2;17.4981765747;23.0;9;43.7732896805;
39;4;18.2163085938;16.5;6;32.5966029167;2;17.5489902496;24.0;11;43.9667825699;
40;4;18.0772018433;17.5;6;32.8105278015;2;17.5925254822;25.0;11;44.0;
41;4;18.13671875;18.5;7;33.0211963654;2;17.6000003815;26.0;11;44.0;
42;4;18.1952819824;19.5;7;33.2281439304;2;17.6000003815;27.0;13;44.0;
43;4;18.2527523041;20.5;8;33.430945158;2;18.6000003815;25.0;13;44.0;
44;4;18.309009552;21.5;8;33.6292161942;2;17.6000003815;26.0;13;44.0;
45;4;18.689496994;21.5;7;33.8226175308;2;17.6000003815;27.0;15;44.0;
46;4;19.7295093536;22.5;8;34.0108551979;2;18.6000003815;25.0;16;44.0;
47;5;20.768163681;23.5;7;42.1936807632;2;19.6000003815;25.0;17;44.0;
48;5;22.8054027557;26.5;8;42.610891819;2;20.6000003815;25.0;17;44.0;
49;5;25.5687484741;29.5;9;43.0097539425;2;21.6000003815;25.0;18;44.0;
50;5;27.240896225;30.5;9;43.3897480965;2;22.6000003815;25.0;18;44.0;
51;5;28.2863426208;31.5;10;43.7505922318;2;23.6000003815;25.0;19;44.0;
52;5;28.9950046539;32.5;12;44.0922245979;2;23.8999996185;24.0;19;44.0;
53;5;29.0934200287;32.5;12;44.4147791862;2;23.8999996185;24.0;21;44.0;
54;5;29.1861820221;32.5;12;44.7185592651;2;23.8999996185;24.0;21;44.0;
55;5;29.2733955383;32.5;12;45.0040135384;2;23.8999996185;24.0;21;44.0;
56;5;29.3551902771;32.5;11;45.2717089653;3;23.8999996185;24.0;14;64.0;
57;5;29.4317398071;32.5;11;45.522305727;4;22.8999996185;26.0;13;65.2000007629;
58;5;29.5032501221;32.5;13;45.698372364;4;24.8999996185;26.0;14;66.2175998688;
59;5;29.5524845123;32.5;13;45.8069901466;4;25.8999996185;27.0;15;67.0579586029;
60;6;29.5815734863;32.5;13;60.8524079323;4;25.8999996185;28.0;15;67.736333847;
61;6;28.591791153;34.5;13;61.6466178894;4;24.8999996185;30.0;15;68.273645401;
62;6;28.6017398834;36.5;14;62.3589868546;4;24.8999996185;31.0;16;68.6926937103;
63;6;28.7250003815;39.5;14;62.9886775017;4;23.8999996185;30.0;16;69.0;
64;6;29.7250003815;42.4906921387;14;63.5162696838;4;22.8999996185;30.0;16;69.0;
65;6;31.625;42.5;15;63.9513263702;4;22.8999996185;31.0;16;69.0;
66;6;32.625;43.5;15;64.3190898895;4;22.8999996185;32.0;16;70.0;
67;6;32.7467956543;44.5;16;64.6270179749;4;24.6000003815;34.0;17;70.0399999619;
68;6;32.816078186;45.5;17;66.3753042221;4;26.6000003815;36.0;19;70.0811839104;
69;6;33.2094421387;47.0;18;67.8024606705;5;27.2250003815;38.0;18;70.1235535145;
70;6;32.5768547058;49.3899993896;19;68.9524693489;5;27.2250003815;40.0;19;70.1671074629;
71;6;33.8092727661;48.6872596741;20;69.8721151352;5;27.4875984192;42.0;20;70.211841464;
72;6;33.9902763367;47.9097442627;20;70.4576048851;5;27.2250003815;43.6059188843;20;72.6019845009;
73;7;34.1279602051;49.0;19;70.6947021484;5;26.7384471893;42.0;20;74.4935296774;
74;7;32.125;49.0;19;70.8029289246;5;26.9304428101;42.0;21;75.9730068445;
75;7;30.125;52.0;19;70.9084525108;5;26.6254997253;41.7158966064;21;76.8836302757;
76;7;29.125;54.4542274475;18;71.0111150742;5;26.9748420715;41.7557601929;19;77.4011560678;
77;7;29.125;53.5055580139;14;71.1107802391;5;26.0320053101;40.7972373962;19;77.6806651354;
78;8;27.125;55.5553894043;14;81.2073340416;6;26.4536514282;40.0;18;77.7700653076;
79;8;25.8250007629;59.6036682129;15;82.8006839752;6;26.0755004883;40.0;18;77.8626385927;
80;8;28.7250003815;61.6503410339;13;83.4232592583;6;23.0755004883;42.9313201904;16;77.9583290815;
81;8;28.7250003815;66.6953811646;15;84.0148911476;6;22.0499992371;44.9791641235;17;78.0570616722;
82;8;28.7250003815;71.2387542725;15;84.5735558271;6;22.0499992371;44.0285301208;18;78.1587409973;
83;8;29.7250003815;72.280456543;15;85.0982303619;6;21.0499992371;43.9791641235;16;78.2632513046;
84;8;28.7250003815;76.3204650879;16;85.58880198;6;21.0499992371;43.9791641235;14;78.3704557419;
85;8;28.7250003815;80.02394104;19;86.0459398031;6;21.0499992371;43.9791641235;13;78.4801969528;
86;10;29.7250003815;81.0606079102;17;86.4709453583;6;22.0;41.9791641235;14;78.5922970772;
87;10;29.7250003815;82.0956115723;20;86.8655964136;6;23.0;41.2961502075;14;78.7065577507;
88;10;28.7250003815;86.1289978027;19;87.231998682;6;24.0;41.3532791138;15;78.8227622509;
