Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.6999998093;5;21.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.14999961853;10.5;5;21.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;8.14999961853;10.6999998093;4;22.0;
6;2;9.50100040436;11.2650718689;4;24.2066050768;2;9.375;10.5;4;22.0900000334;
7;2;10.4464864731;11.543302536;4;24.78139925;2;9.9702501297;10.5;4;22.1871190071;
8;2;10.5758142471;11.7641716003;4;25.5226647854;2;9.99210166931;10.5;4;22.7236096859;
9;2;10.7425994873;12.0549411774;4;26.1562004089;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;10.8851451874;12.2827939987;4;26.7059569359;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;11.0088405609;12.4589796066;5;27.0063481331;2;10.3025445938;11.0;4;25.3486820459;
12;2;13.9295558929;12.5;5;27.2469825745;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;15.9295558929;12.5;4;27.5110707283;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;17.0922470093;12.5;4;27.7995657921;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;18.1571598053;12.5;4;28.1131293774;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;19.2277107239;12.5;4;28.4520516396;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;20.3039665222;12.5;4;28.8161723614;2;18.7531986237;13.879781723;5;32.049197197;
18;2;20.4836387634;12.5;5;29.2048048973;2;19.8610706329;14.0;5;32.573600769;
19;2;20.5710811615;12.5;6;29.6166739464;2;20.9790611267;14.0;5;33.1419348717;
20;2;20.6637516022;12.5;7;30.0498714447;2;21.4569339752;14.0;5;33.7516689301;
21;2;20.761220932;12.5;7;30.5018415451;2;21.5941238403;14.0;5;34.3986358643;
22;2;20.8629150391;12.5;7;30.9693965912;2;21.739692688;14.0;5;35.0769786835;
23;3;20.9681148529;12.5;7;31.4487752914;2;21.8923187256;14.0;6;35.7792286873;
24;3;21.0759735107;12.5;7;31.9357366562;2;22.0503253937;14.0;6;36.4965333939;
25;3;21.185541153;12.5;7;32.4256954193;2;22.2117195129;14.0;6;37.2190332413;
26;3;19.625;13.5;7;32.9138832092;2;22.3742828369;14.0;6;37.9363632202;
27;3;18.625;13.5;7;33.3955316544;2;22.5356807709;14.0;7;38.6382322311;
28;3;18.5139942169;14.5;7;33.8660564423;2;22.6936016083;14.0;7;39.3150119781;
29;3;17.6198635101;15.5;7;34.3212347031;2;22.8458766937;14.0;7;39.9582691193;
30;3;16.625;14.5;7;34.7573537827;2;20.9906101227;15.0;7;40.5611724854;
31;3;17.625;14.5;8;35.1713237762;2;20.1262626648;16.0;7;41.1187410355;
32;3;18.625;15.5;8;35.5607509613;2;19.2517166138;17.0;7;41.627913475;
33;3;17.625;14.5;8;35.9239616394;2;18.3662796021;18.0;7;42.0874586105;
34;3;17.625;14.5;8;36.2599868774;2;17.4696769714;19.0;7;42.4977617264;
35;3;16.625;13.5;8;36.5685119629;2;17.2619972229;20.0;7;42.8605298996;
36;3;15.625;13.5;8;36.8497991562;2;17.3436203003;21.0;7;43.1784667969;
37;3;16.0;14.5;7;38.104593277;2;17.4151554108;22.0;8;43.4549474716;
38;3;17.7235336304;15.5;6;38.4640244246;2;17.4773635864;23.0;8;43.693734169;
39;3;18.7751560211;16.5;6;38.8149369955;2;17.5310897827;24.0;9;43.8987360001;
40;4;18.062128067;15.5;5;39.1603689194;2;17.5772151947;25.0;10;44.0;
41;4;17.7751560211;15.5;6;39.5034935474;2;17.6000003815;26.0;10;44.0;
42;4;17.0;15.3091678619;6;39.8187118769;2;17.6000003815;27.0;11;44.0;
43;4;17.4092102051;14.5;6;40.0402543545;2;18.6000003815;25.0;12;44.0;
44;4;18.4590568542;15.5;6;40.2842636108;2;17.6000003815;26.0;13;44.0;
45;5;19.4389591217;16.5;5;40.5518820286;2;17.6000003815;27.0;14;44.0;
46;5;19.9249992371;19.5;6;40.8440244198;2;18.6000003815;25.0;14;44.0;
47;5;20.9249992371;21.5;6;41.1613030434;2;19.6000003815;25.0;15;44.0;
48;5;22.6362934113;23.5;5;41.5039470196;2;20.6000003815;25.0;15;44.0;
49;5;22.9249992371;25.5;5;41.871723175;2;21.6000003815;25.0;16;44.0;
50;5;23.9249992371;27.5;6;42.263862133;2;22.6000003815;25.0;16;44.0;
51;5;24.5499992371;28.5;5;43.6789975166;2;23.6000003815;25.0;17;44.0;
52;5;26.5499992371;28.5;5;44.165127039;2;23.8999996185;24.0;17;44.0;
53;5;27.7009048462;29.5;5;46.5950288773;2;23.8999996185;24.0;18;44.0;
54;5;28.2359371185;31.125;5;48.7492607832;2;23.8999996185;24.0;18;44.0;
55;5;28.7084960938;32.6171875;5;50.6565648317;2;23.8999996185;24.0;19;44.0;
56;5;29.1250400543;33.9937896729;5;53.3522028923;2;23.8999996185;24.0;19;44.0;
57;5;30.4935016632;35.2754020691;5;54.9303979874;2;23.8999996185;24.0;20;44.0;
58;5;31.8215789795;36.4822807312;5;56.0986987352;3;23.8999996185;24.0;14;54.0;
59;5;32.308971405;37.5;6;57.1933922768;3;24.8999996185;25.0;14;54.3999996185;
60;5;32.2733306885;38.5;6;58.2435501814;3;25.8999996185;26.0;14;54.7743997574;
61;5;32.7622413635;39.5;6;59.2057914734;3;26.8999996185;27.0;16;55.1219387054;
62;5;32.6640930176;40.165145874;6;59.9962972403;4;27.8999996185;28.0;16;55.4420347214;
63;5;32.8092041016;40.2028579712;7;60.7518658638;4;28.4744567871;29.0;16;55.7347183228;
64;5;32.9453010559;40.2421760559;8;61.467394948;4;28.5403118134;29.0;16;56.0005426407;
65;5;33.4236373901;39.5;9;62.1396789551;4;28.6001205444;29.0;17;56.2404880524;
66;6;34.5578536987;40.5;8;63.7673244476;4;28.6541099548;29.0;17;56.4558610916;
67;6;35.2902107239;42.3698272705;8;64.4805390835;4;28.7025680542;29.0;18;56.6481971741;
68;6;35.6372756958;43.4155807495;9;67.1388653517;4;28.7458438873;29.0;19;56.8191757202;
69;6;36.6246528625;44.0800018311;10;69.3882884979;4;28.7843132019;29.0;19;56.9705476761;
70;6;37.1073684692;45.5082702637;11;71.2982364893;5;29.8183727264;30.0;19;58.0;
71;6;37.129486084;46.6683311462;12;72.8736829758;5;30.8250007629;31.0;19;58.1599999666;
72;7;35.7419815063;47.0;13;74.0643935204;5;30.8250007629;32.0;20;59.9469438791;
73;8;36.3846206665;47.0;12;75.1912286282;5;29.0725002289;34.4199981689;21;61.4569426775;
74;8;31.8594436646;49.3311271667;12;76.1317994595;5;30.2645759583;34.7314720154;21;62.7486732006;
75;8;30.9033756256;50.0;14;77.0891783237;5;28.4122829437;35.957901001;21;63.6364252567;
76;8;30.0141983032;52.0;13;77.965110302;5;29.4714565277;35.0;21;64.3884928226;
77;8;29.2000007629;56.0;13;78.8183672428;5;27.8999996185;36.0;28;65.0056989193;
78;8;29.2000007629;59.450428009;14;79.7362928391;6;28.8999996185;35.0;21;80.4864394665;
79;9;29.2000007629;62.2279510498;13;80.7158541679;6;28.8999996185;37.0;22;82.0773096085;
80;9;29.2000007629;64.6567230225;13;83.7513055801;6;29.8999996185;39.0;22;83.6352815628;
81;9;31.2000007629;69.1132507324;13;84.8939833641;6;29.8999996185;42.0;23;85.1500458717;
82;9;33.2000007629;66.1742095947;15;86.0735337734;6;28.8999996185;43.0;23;86.6159572601;
83;10;32.2000007629;68.2353973389;13;87.2758889198;6;28.8999996185;45.0;23;88.0306792259;
84;10;33.2000007629;71.8139801025;11;88.4851427078;6;28.8999996185;48.0;22;89.3934707642;
85;10;33.2000007629;70.8751449585;11;89.6845111847;6;29.8999996185;51.0;23;90.7035808563;
86;10;32.2000007629;73.0919189453;11;90.8574650288;6;29.8999996185;54.0;23;91.9590797424;
87;10;33.2000007629;76.1853485107;12;91.9888715744;6;29.8999996185;57.0;22;93.1563253403;
