Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;2;6.0;12.1999998093;3;21.0;1;6.0;12.6999998093;4;21.0;
2;2;7.15000009537;11.0;3;21.0900000334;1;7.0;11.6999998093;5;21.0;
3;2;8.16349983215;10.0;2;22.2198190689;1;8.0;10.6999998093;5;21.0;
4;2;8.33297252655;10.5;2;23.2035161257;1;8.14999961853;10.5;4;21.0;
5;2;8.48052787781;10.9200000763;2;24.0523250103;1;8.14999961853;10.5;4;21.0;
6;2;9.61849117279;11.2650718689;2;24.7834995985;1;9.14999961853;10.5;4;21.0;
7;2;10.5762882233;11.543302536;2;25.4170395136;2;9.72500038147;10.6999998093;3;22.0;
8;2;10.7188329697;11.7641716003;2;26.2273244858;2;9.95000076294;10.5;3;22.5200001001;
9;2;10.9011478424;12.0549411774;2;26.9346363544;2;10.0670003891;10.7100000381;3;22.9673361778;
10;2;11.0602931976;12.2827939987;2;27.5625505447;2;10.1676511765;10.8792181015;3;23.3272645473;
11;2;11.2015733719;12.4589796066;2;27.9448955059;2;10.2486343384;11.0;3;25.0752841234;
12;2;13.2015733719;12.5;2;28.2704567909;2;10.6419391632;11.7700004578;4;26.5979954004;
13;2;15.2015743256;12.5;2;28.6213619709;2;12.348859787;12.4126424789;4;27.9043157101;
14;2;16.4213466644;12.5;3;28.9972100258;2;14.348859787;12.9308347702;4;29.0214660168;
15;3;17.5059127808;12.5;2;29.3970427513;2;16.348859787;13.3366470337;4;29.9861254692;
16;3;18.5958747864;12.5;4;29.8192887306;2;17.5557498932;13.6469516754;4;30.8369827271;
17;3;19.6908798218;12.5;4;30.261733532;2;18.6424198151;13.879781723;2;31.505875349;
18;3;20.790430069;12.5;4;30.7215180397;2;18.9500007629;14.0;2;31.9789624214;
19;3;20.9123420715;12.5;4;31.1951727867;2;19.9500007629;14.0;2;32.4970645905;
20;3;21.018913269;12.5;4;31.6786952019;2;20.2999992371;14.0;2;33.0593295097;
21;3;21.1277065277;12.5;4;32.1676626205;2;20.2999992371;14.0;2;33.6634473801;
22;3;21.2377243042;12.5;5;32.6573815346;2;20.2999992371;14.0;1;34.3054871559;
23;3;21.3479118347;12.5;5;33.1430597305;2;20.2999992371;14.0;2;34.9798283577;
24;3;21.4571876526;12.5;6;33.6199941635;2;20.2999992371;14.0;2;35.6792192459;
25;4;21.5644989014;12.5;5;34.0837507248;2;20.2999992371;14.0;4;36.394982338;
26;4;21.668844223;12.5;5;34.530330658;2;20.2999992371;14.0;4;37.1173725128;
27;4;21.7693252563;12.5;5;34.9563045502;2;20.2999992371;14.0;4;37.8360614777;
28;4;21.8651695251;12.5;5;35.3589067459;2;20.2999992371;14.0;4;38.5407104492;
29;4;21.9557533264;12.5;5;35.7360839844;2;20.2999992371;14.0;4;39.2215652466;
30;4;20.0406188965;13.5;5;36.0865011215;2;20.2999992371;14.0;4;39.8699960709;
31;4;19.1194629669;14.5;5;36.4095058441;2;20.2999992371;14.0;4;40.4789276123;
32;4;18.1194629669;13.5;4;36.7050685883;2;20.2999992371;14.0;4;41.0431089401;
33;4;18.625;14.5;4;36.9736919403;2;20.2999992371;14.0;4;41.5592107773;
34;4;19.625;15.5;5;37.2163162231;2;20.2999992371;14.0;4;42.0257549286;
35;4;19.625;16.5;5;37.4342164993;2;20.2999992371;14.0;4;42.4429149628;
36;4;18.625;15.5;5;37.628909111;2;20.2999992371;14.0;5;42.8122329712;
37;4;18.625;15.5;6;37.8020629883;2;20.2999992371;14.0;6;43.1362905502;
38;4;17.625;14.5;6;37.9554233551;2;20.2999992371;14.0;6;43.418387413;
39;4;16.625;13.5;6;39.0;2;20.2999992371;14.0;5;43.6622467041;
40;4;17.625;14.5;6;39.1299999952;2;20.2999992371;14.0;7;43.8717689514;
41;4;18.9249992371;15.5;7;39.2754310369;2;20.2999992371;14.0;7;44.0;
42;4;19.211971283;16.5;8;39.4377241135;2;20.2999992371;14.0;6;44.0;
43;4;19.2484874725;17.5;8;39.6183350086;2;20.2999992371;14.0;8;44.0;
44;4;20.2891235352;19.5;9;39.8187118769;2;20.2999992371;14.0;8;44.0;
45;4;21.3342094421;21.5;9;40.0402543545;2;18.2999992371;15.0;8;44.0;
46;4;22.3840560913;23.5;9;40.2842636108;2;19.2999992371;17.0;10;44.0;
47;4;23.4389591217;25.5;9;40.5518820286;3;20.2999992371;19.0;8;54.0;
48;4;24.4991722107;27.5;10;40.8440244198;3;21.2999992371;22.0;8;54.3999996185;
49;4;25.1899051666;27.5;10;41.1613030434;3;22.2999992371;25.0;9;54.7743997574;
50;4;25.2612915039;27.5;11;41.5039470196;3;23.2999992371;27.0;10;55.1219387054;
51;4;25.3383865356;27.5;11;41.871723175;3;24.2999992371;28.0;10;55.4420347214;
52;4;25.4211368561;27.5;11;42.263862133;4;25.2999992371;29.0;8;70.7347183228;
53;4;25.5093688965;27.5;12;42.6789975166;4;25.2999992371;31.0;10;71.7505426407;
54;4;25.6027736664;27.5;12;43.1151270866;4;26.2999992371;33.0;11;72.6598625183;
55;4;25.7009029388;27.5;13;43.5695996284;4;27.8082199097;32.0;11;73.4631509781;
56;4;25.8031597137;27.5;14;44.0391392708;5;29.9051361084;34.0;9;75.1644668579;
57;4;25.9088058472;27.5;14;44.5199065208;5;31.9916877747;36.0;9;75.9305020571;
58;4;26.0169792175;27.5;15;45.007601738;5;30.0686283112;38.0;9;76.6333814859;
59;4;26.1267089844;27.5;15;45.4976010323;5;30.1367454529;40.0;9;77.1811418533;
60;4;26.2369594574;27.5;15;45.9851250648;5;28.1499996185;42.0;9;77.6769348383;
61;4;24.3466529846;28.5;16;46.465420723;5;28.1499996185;43.0;9;78.0669906139;
62;4;23.4547195435;29.5;18;46.9339466095;5;26.1499996185;44.0;11;78.375654459;
63;4;22.560136795;30.5;18;47.3865451813;5;25.8500003815;45.0;12;78.7230784893;
64;4;21.6619720459;31.5;19;47.8195896149;5;26.8500003815;46.0;13;79.1118502617;
65;4;21.1344070435;32.5;19;48.2300891876;5;27.8500003815;47.0;15;79.544028759;
66;4;21.2267684937;33.5;13;48.6157541275;6;29.8500003815;49.0;14;81.0209121704;
67;4;21.3135433197;34.5;13;48.9750175476;7;31.8500003815;51.0;10;96.7027899027;
68;4;20.3135433197;33.5;13;49.307009697;7;33.8499984741;54.0;12;98.2024389505;
69;4;20.9249992371;33.5;14;51.2276468277;7;35.8499984741;57.0;14;99.6896839142;
70;5;22.0127506256;33.5;13;62.8498506546;7;36.8499984741;60.0;16;103.786445141;
71;5;22.0127506256;35.5;13;64.7074298859;7;37.966999054;62.9126281738;16;107.464060783;
72;5;23.0127506256;37.6872596741;13;66.3101081848;7;39.0708236694;65.0693664551;17;110.781630516;
73;5;26.0;37.9097442627;14;67.5428218842;7;40.3592529297;64.2496795654;18;113.556884766;
74;5;27.0;36.9097442627;15;68.4916067123;8;39.5834274292;66.4558868408;20;116.047683716;
75;5;29.0;36.9097442627;15;69.340924263;8;39.75;68.6901092529;19;118.081073523;
76;5;30.1921234131;36.9097442627;15;69.9853200912;8;40.75;67.9541015625;19;119.892005444;
77;5;30.6249904633;37.9097442627;14;70.5184087753;8;39.75;70.2490081787;19;121.670159817;
78;5;29.6755466461;36.9097442627;14;70.9899892807;9;39.75;72.5751571655;18;123.235855579;
79;5;29.7194747925;36.9097442627;13;71.3716783524;9;39.75;76.2490081787;18;124.75868082;
80;5;30.375;37.0;12;71.5894126892;9;39.75;79.2490081787;19;126.267647743;
81;5;31.375;38.0;12;71.7811031342;9;39.75;82.2490081787;19;127.748474121;
82;5;32.375;39.0;12;71.9490804672;9;39.75;85.2490081787;21;129.187355995;
83;5;32.6749992371;40.0;12;72.0;9;39.75;88.2490081787;23;130.571052551;
84;5;32.6749992371;41.0;12;72.0;9;40.75;88.2490081787;23;131.88712883;
85;5;30.6749992371;42.0;9;72.0;9;39.75;91.2490081787;24;133.124379158;
86;5;29.6749992371;43.0;8;72.0;9;39.75;93.9418487549;25;134.273377419;
87;5;29.2999992371;44.0;8;72.0;9;40.75;94.3646850586;25;135.327028275;
88;5;29.2999992371;45.0;8;72.0;9;40.75;95.3646850586;24;136.267869949;
89;4;27.2999992371;41.0;9;57.0;10;39.75;99.3646850586;20;151.943043709;
90;4;28.2999992371;39.0;9;57.0;10;41.75;101.364685059;21;152.549276352;
91;4;27.2999992371;40.0;9;57.0;10;41.75;106.364685059;21;153.085838318;
92;4;27.2999992371;41.0;10;57.0;10;43.75;105.364685059;21;153.554605484;
93;4;28.2999992371;39.0;10;57.0;10;42.75;107.364685059;22;153.959430695;
94;4;27.2999992371;40.0;10;57.0;10;41.75;112.364685059;23;154.305500031;
95;4;27.2999992371;41.0;12;57.0;10;42.75;113.364685059;24;154.598741531;
96;4;28.2999992371;39.0;12;57.0;10;43.75;111.364685059;21;154.845344543;
97;4;27.2999992371;40.0;11;57.0;10;41.75;115.364685059;21;155.0;
98;4;27.2999992371;41.0;11;57.0;10;39.75;120.364685059;22;155.0;
99;4;28.2999992371;39.0;12;57.0;10;38.75;125.364685059;24;155.0;
100;4;27.2999992371;40.0;11;57.0;10;37.75;130.364685059;23;155.0;
