Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.6999998093;5;21.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.14999961853;10.5;5;21.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.14999961853;10.5;5;21.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.14999961853;10.5;5;21.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;9.72500038147;10.5;5;21.0;
8;2;10.2938766479;11.9641714096;4;25.1098823547;1;9.72500038147;10.5;5;21.4200000763;
9;2;10.6497240067;12.0549411774;4;25.6155879498;2;9.81949996948;10.9099998474;4;22.758436203;
10;2;10.7635068893;12.2827939987;4;26.0199341774;2;10.1206493378;10.8792181015;4;23.1000000238;
11;2;10.8544845581;12.4589796066;5;26.1559499502;2;10.1975002289;11.0;4;24.8149009943;
12;2;13.7752017975;12.5;5;26.2119446993;2;10.5833530426;11.7700004578;5;26.3006643057;
13;2;15.7752017975;12.5;5;26.269973278;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;16.8130016327;12.5;5;26.3300433159;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;17.8265171051;12.5;5;26.3921557665;2;16.2819595337;13.3366470337;5;29.5544860363;
16;2;18.8404903412;12.5;5;26.4563041925;2;17.4586315155;13.6469516754;5;30.3533427715;
17;2;19.8549251556;12.5;5;26.5224741697;2;18.5335998535;13.879781723;5;30.9674448967;
18;2;19.9675559998;12.5;6;26.5906432867;2;18.9500007629;14.0;5;31.3838531971;
19;2;19.9828948975;12.5;6;26.6607804298;2;19.9500007629;14.0;4;31.8446035385;
20;2;19.9986763;12.5;6;26.7328453064;2;20.2999992371;14.0;4;32.350376606;
21;2;20.0148906708;12.5;6;26.8067884445;2;20.2999992371;14.0;4;32.9006829262;
22;2;20.0315284729;12.5;6;26.8825509548;2;20.2999992371;14.0;4;33.4936323166;
23;2;20.0485744476;12.5;7;26.9600640535;2;20.2999992371;14.0;4;34.1257500648;
24;3;20.0660133362;12.5;6;27.0392494202;2;20.2999992371;14.0;4;34.7918796539;
25;4;19.625;13.1117744446;5;27.120018959;2;20.2999992371;14.0;5;35.4852027893;
26;4;20.1020050049;12.5;5;27.2022752762;2;20.2999992371;14.0;6;36.1974048615;
27;4;20.1205120087;12.5;5;27.2859115601;2;20.2999992371;14.0;6;36.9189891815;
28;4;20.1393299103;12.5;5;27.3708124161;2;20.2999992371;14.0;6;37.6397333145;
29;4;20.1584320068;12.5;5;27.4568536282;2;20.2999992371;14.0;6;38.3492431641;
30;4;20.1777915955;12.5;5;27.5439035892;2;18.2999992371;15.0;8;39.0375461578;
31;4;19.625;13.5;5;27.6318233013;2;17.2999992371;16.0;8;39.6956548691;
32;4;19.625;13.815911293;4;27.7204678059;2;16.2999992371;17.0;8;40.3160324097;
33;4;18.2371063232;13.5;4;27.8096864223;2;15.2999992371;18.0;9;40.8929109573;
34;4;17.2571792603;14.5;4;27.8993241787;2;14.2999992371;19.0;9;41.4224338531;
35;4;16.2773475647;15.5;4;27.989222765;3;14.0;20.0;6;56.9026298523;
36;4;15.2975749969;16.5;3;28.079221487;3;15.0;21.0;6;58.0832462311;
37;4;14.6928253174;17.5;4;28.1691586971;4;17.0;22.5;5;60.134853363;
38;4;14.713060379;18.5;4;28.258872509;4;18.0;24.5;6;61.2189465761;
39;4;14.7332458496;19.5;5;28.348202467;4;19.0;24.5799999237;6;62.2049280405;
40;4;14.7533454895;20.5;5;28.4369900227;4;20.0;25.6718711853;7;63.1043357849;
41;4;14.7733230591;21.5;5;28.5250804424;4;21.0;26.7770614624;7;63.9307056665;
42;4;14.7931432724;22.5;6;28.6123232841;4;22.0;27.8970851898;7;64.6940085888;
43;4;14.8127727509;23.5;7;28.6985738277;4;24.0;26.0334949493;7;65.2584173679;
44;4;14.8321790695;24.5;8;28.7836937904;5;24.0;27.187828064;6;65.7230784893;
45;5;16.8513317108;23.2000007629;7;29.867552042;5;25.0;28.3615398407;6;66.1118502617;
46;5;16.8701992035;24.2000007629;8;30.0800255537;5;27.0;26.5559253693;7;66.544028759;
47;5;17.8887557983;24.2000007629;8;30.3064311743;5;26.5499992371;30.5559253693;8;67.0209121704;
48;5;18.9069747925;25.2000007629;9;30.5480947495;5;26.5499992371;34.5559234619;9;67.5427899361;
49;5;19.0;26.2000007629;9;30.8063762188;5;26.5499992371;38.5559234619;9;68.1086950302;
50;5;20.9423103333;27.2000007629;11;31.0826388597;5;26.5499992371;42.5559234619;10;68.7161855698;
51;5;21.0;28.2000007629;11;31.3782060146;5;26.5499992371;46.5559234619;10;69.3611893654;
52;5;22.6010398865;28.9281768799;11;31.694314003;5;26.5499992371;48.5559234619;11;70.0379443169;
53;5;22.6172618866;29.0989837646;13;32.0320498943;5;26.5499992371;50.5189743042;11;70.7390680313;
54;7;22.6330375671;29.2863178253;12;38.1422832012;5;27.5499992371;48.8695335388;11;71.4557781219;
55;7;23.6483573914;30.4908180237;12;38.6980910301;5;27.5499992371;47.8695335388;11;72.1782588959;
56;7;24.6632156372;31.7129116058;13;39.2721340656;5;28.5499992371;47.8695335388;12;72.8961582184;
57;7;25.6776008606;32.9527626038;14;39.863740921;6;28.5499992371;47.8695335388;12;74.5991659164;
58;8;26.5671005249;34.2102050781;9;55.4717783928;6;29.5499992371;48.0;13;75.4376012087;
59;8;27.6273918152;36.484703064;9;56.8445916176;6;30.5499992371;50.0;13;77.266694665;
60;8;29.6853733063;35.484703064;10;58.1493391991;6;33.2326622009;50.0;14;78.2424088717;
61;8;30.8918876648;35.5;10;59.3823947906;6;33.2326622009;52.0;14;79.2264301777;
62;8;32.0473403931;36.5;10;61.5252952576;6;32.2326622009;53.8970870972;14;80.2215840816;
63;8;32.840965271;39.5;11;62.5651912689;6;33.2326622009;56.033493042;15;81.2326477766;
64;9;31.8781871796;40.5;10;63.5381288528;6;34.2486572266;57.0;15;82.265941143;
65;9;30.9134311676;42.5;10;64.4470086098;7;34.8070678711;56.0;11;83.3287665844;
66;9;31.9467163086;42.5;11;65.2948126793;7;33.8892822266;57.5559234619;11;84.4287531376;
67;9;32.9780769348;44.5;11;65.990609169;7;33.9613685608;58.7720146179;11;85.5731329918;
68;9;34.0075569153;46.2000007629;12;66.5513043404;7;35.9287872314;55.0;12;89.1094634533;
69;10;35.0352096558;47.2000007629;12;67.090180397;7;34.280582428;56.0;12;92.3243637085;
70;10;34.061088562;46.2000007629;12;68.5695896149;7;34.4945831299;55.0;12;95.2836885452;
71;10;35.0750007629;47.2000007629;13;70.9408551455;7;34.0237960815;54.0;14;98.806210041;
72;10;35.9067726135;48.0;13;72.9699406624;7;35.3432159424;56.0;15;101.264719367;
73;10;35.457950592;48.3899993896;13;74.6748877764;8;36.9240837097;58.0;14;103.470798969;
74;10;35.3944625854;50.4514961243;13;76.0637950897;8;37.4970855713;57.0;15;105.505126357;
75;10;36.7711791992;51.9097442627;16;77.0777426958;8;33.4500007629;62.0;16;107.394610405;
76;11;37.320766449;53.0;15;78.6318098307;9;33.4500007629;67.0;16;109.307836056;
77;11;33.647605896;58.8320960999;14;79.3894515038;9;34.4500007629;69.0;14;112.213700652;
78;11;33.4249992371;62.9452552795;13;80.1660168171;9;35.4500007629;73.0;13;114.261363268;
79;11;34.4249992371;67.0365142822;13;80.9739587307;9;35.4500007629;77.0;14;116.272667885;
80;11;35.4249992371;71.1311950684;14;81.8277070522;10;35.4500007629;81.0;13;119.227738976;
81;13;35.2999992371;76.2292938232;12;82.7431774139;10;36.4500007629;86.0;14;121.132627368;
82;13;35.2999992371;78.9781036377;13;84.7370295525;10;38.4500007629;89.0;15;122.960072041;
83;13;36.2999992371;82.0355834961;13;85.8930855989;10;39.4500007629;94.0;15;124.708914399;
84;13;37.2999992371;85.1436538696;14;87.0590052605;10;40.4500007629;99.0;16;126.383451581;
85;13;37.2999992371;88.2548980713;15;88.3165037632;11;41.4500007629;104.0;16;127.992113829;
