Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;13.0;10.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.4400005341;1;13.0;10.0;4;20.0;
3;1;10.8880004883;14.720000267;5;29.4400005341;1;13.0;10.0;4;20.0;
4;1;10.8880004883;14.720000267;5;29.4400005341;1;14.0;10.0;4;20.0;
5;1;11.8880004883;14.720000267;5;29.4400005341;2;15.6000003815;10.0;3;21.0;
6;1;12.8880004883;14.720000267;5;29.4400005341;2;16.6000003815;10.0;3;21.3999996185;
7;1;13.8319997787;14.720000267;5;30.0052490234;2;17.6000003815;10.1999998093;3;21.7264003754;
8;2;14.301574707;15.0026245117;4;31.3600006104;2;18.0358409882;10.3632001877;3;22.8594274521;
9;2;14.4079999924;15.1800003052;4;32.8360494375;2;18.7156562805;10.9097137451;3;23.8127875328;
10;2;16.3181362152;15.8904247284;4;33.9294996262;2;20.7156562805;11.3658018112;3;24.5981152058;
11;2;18.3181362152;16.4083175659;4;34.719307065;2;22.7156562805;11.7372808456;3;25.2345055342;
12;2;20.3181362152;16.7731342316;4;35.2757614851;2;23.7919197083;12.0336990356;3;25.7443674803;
13;2;21.372303009;17.0200004578;4;35.3410620689;2;24.8187599182;12.2662630081;3;26.1502821445;
14;2;22.3918933868;17.0200004578;5;35.4089636803;2;25.8463039398;12.446267128;3;26.3048160076;
15;2;23.4122638702;17.0200004578;5;35.4794794321;2;26.874546051;12.5;4;26.3530313969;
16;2;24.4334182739;17.0200004578;5;35.5526124239;3;27.9034748077;12.5;3;26.4023760557;
17;2;24.6657829285;17.0200004578;6;35.6283547878;3;28.9330806732;12.5;3;26.4528282881;
18;3;24.6885070801;17.0200004578;5;35.7066867352;3;29.8716964722;12.5;3;26.5043625832;
19;3;24.7120056152;17.0200004578;6;35.7875761986;3;29.9026184082;12.5;4;26.5569496155;
20;4;24.7362728119;17.0200004578;5;35.8709778786;3;29.9341697693;12.5;3;26.6105561256;
21;4;24.2119998932;17.0200004578;6;35.9568327665;3;29.9663333893;12.5;3;26.6651450396;
22;4;24.7870502472;17.0200004578;6;36.0450677872;3;29.99908638;12.5;3;26.72067523;
23;4;24.8135204315;17.0200004578;6;36.1355953217;3;30.0324058533;12.5;3;26.7771017551;
24;4;24.8406791687;17.0200004578;6;36.2283129692;3;30.0662612915;12.5;3;26.8343759775;
25;4;24.2119998932;18.0200004578;6;36.3231039047;3;30.1006259918;12.5;3;26.8924454451;
26;4;24.2119998932;18.6181716919;6;37.4198365211;3;30.1354675293;12.5;3;26.9512542486;
27;4;25.2119998932;19.1858863831;6;37.7207655907;3;30.170753479;12.5;3;27.0107431412;
28;4;26.2119998932;19.3560562134;6;38.0618642569;3;30.206445694;12.5;3;27.0708494186;
29;4;26.6450004578;18.8249721527;7;38.4492280483;3;30.2425098419;12.5;4;27.1315076351;
30;4;26.7307186127;18.8961143494;7;38.8894984722;3;29.0;13.5;5;27.1926498413;
31;4;26.2119998932;19.9681549072;7;39.3897068501;3;29.0;13.5963249207;5;27.2542052269;
32;4;26.9507884979;19.0409545898;6;39.9570088387;4;30.0;15.5963249207;4;27.3161010742;
33;4;27.0895137787;19.1143760681;6;40.5982871056;4;29.0;17.5963249207;4;27.3782629967;
34;4;27.2502288818;19.1882667542;6;41.319596529;4;30.0;19.5963249207;6;27.4406147003;
35;4;26.2119998932;20.2624740601;6;42.1254532337;4;30.4643688202;21.5;6;27.5030794144;
36;4;27.2119998932;19.3368453979;7;43.0179870129;4;30.5018482208;22.5;6;27.5655794144;
37;4;28.8805866241;22.3368453979;7;43.9960255623;4;30.5393486023;22.5;7;27.628036499;
38;4;29.19880867;25.3368453979;7;45.0542294979;4;30.5768222809;22.5;7;27.690372467;
39;4;29.5162677765;28.0200004578;7;46.1824474335;4;30.6142234802;22.5;7;27.7525100708;
40;4;29.8547325134;30.0200004578;8;47.3654878139;4;30.651506424;22.5;8;28.8143725395;
41;4;30.209646225;32.0200004578;8;48.5834882259;4;31.6886234283;23.5;8;28.9258842468;
42;4;30.5750465393;32.0200004578;9;49.8129868507;4;32.7255325317;24.5;9;29.0389463902;
43;4;30.94389534;32.0200004578;10;51.0286440849;4;33.4233665466;25.5;10;29.1535118818;
44;5;31.30859375;32.0200004578;10;52.2053890228;4;33.4921073914;26.5;10;29.2695308924;
45;5;31.6616172791;32.0200004578;10;53.3206453323;4;33.5617179871;27.5;10;29.3869504929;
46;5;31.9961929321;32.0200004578;10;54.3561992645;4;33.6321716309;27.5;8;29.5057139397;
47;5;32.3068580627;32.0200004578;10;55.2994055748;4;33.7034301758;27.5;4;29.6257611513;
48;5;32.5898208618;32.0200004578;10;56.143550396;4;33.7754554749;27.5;3;29.7470277548;
49;5;32.8430633545;32.0200004578;10;56.8874440193;4;33.8482170105;27.5;3;29.8694452047;
50;5;31.6556129456;33.0200004578;10;57.5344552994;5;33.9216690063;27.5;3;29.9929407835;
51;5;31.8240718842;34.0200004578;11;58.09126091;5;33.995765686;27.5;5;30.117436409;
52;5;31.9662322998;35.0200004578;11;58.566576004;5;34.0704612732;27.5;5;31.3618057966;
53;5;32.0847244263;35.4855804443;11;58.970053196;5;34.8170814514;28.0;6;32.3929051161;
54;5;33.1824607849;36.5399627686;10;60.3114271164;5;35.4357452393;28.3899993896;6;33.2450034618;
55;5;34.2623748779;37.5924606323;11;60.4926058054;5;35.9470024109;28.6872596741;8;33.9537420273;
56;5;34.2840003967;38.6430664062;11;60.5999513865;5;36.3722457886;28.9097423553;8;34.4038748741;
57;5;34.2840003967;39.6917648315;12;62.7248169184;5;36.642326355;29.0;8;35.6789429188;
58;5;34.8404159546;41.4798583984;13;64.3419400454;5;35.735786438;31.0;9;36.0190110207;
59;5;35.2446517944;42.8997650146;13;65.5727530718;5;36.3937568665;33.0;10;36.3665373325;
60;5;35.5333862305;43.3779449463;14;66.1685209274;6;36.4948616028;34.2094039917;8;36.7210284472;
61;5;35.6322174072;43.576133728;14;66.5380946398;6;36.599521637;35.2664299011;8;37.0819277763;
62;5;35.6640014648;43.7606658936;15;66.7983796597;6;36.7075080872;37.2664299011;6;37.4486156702;
63;6;33.6640014648;44.9428634644;14;67.0547835827;6;36.8185424805;38.9315757751;6;37.8204120398;
64;6;34.6640014648;44.994682312;14;67.306841135;6;34.8185424805;40.9692878723;7;38.1965799332;
65;6;35.6640014648;46.048324585;15;67.5541656017;7;34.7999992371;43.008605957;6;38.5763295889;
66;6;35.6640014648;47.103767395;15;67.7964476347;7;34.7999992371;45.0495414734;6;38.9588258266;
67;6;35.6640014648;48.1609954834;16;68.0334522724;7;34.171546936;44.2664299011;6;39.343195796;
68;6;33.6640014648;50.2199630737;16;68.2650133371;7;33.7999992371;46.1362571716;7;39.7285374403;
69;6;32.6640014648;51.9695091248;16;68.4910268784;7;34.7999992371;49.2664299011;7;40.113931179;
70;7;31.6640014648;53.1277198792;16;78.7114450932;8;35.7999992371;49.2664299011;6;40.4984490871;
71;7;31.6640014648;55.2820129395;16;79.4262676239;8;34.7999992371;52.2664299011;7;40.8811681271;
72;7;31.6640014648;57.4323883057;16;80.1080331802;8;34.7999992371;55.2664299011;7;41.2611804008;
73;7;32.0400009155;59.5788726807;19;80.7537302971;8;35.7999992371;55.2664299011;6;41.6376047134;
74;7;33.0400009155;61.7215194702;20;81.3613903522;8;34.7999992371;58.2664299011;6;42.0095953941;
75;7;34.0400009155;63.8603897095;21;81.9300527573;9;34.7999992371;61.2664299011;4;64.1263537407;
76;7;35.0400009155;64.9955673218;22;82.4160187244;9;35.7999992371;60.2664299011;4;65.8465092182;
77;7;36.0400009155;66.096572876;23;82.8277170658;9;33.7999992371;65.2664337158;5;68.3061964512;
78;9;37.8221893311;69.0251083374;22;84.2083921432;9;34.7999992371;71.2664337158;5;69.5657792091;
79;9;39.9465484619;68.7125396729;22;84.6142609119;9;36.7999992371;73.7168579102;6;70.6285123825;
80;9;39.057258606;71.6879425049;22;84.9948595762;9;36.7999992371;75.7763137817;11;71.5239344835;
81;10;39.1552352905;74.6661682129;21;103.352252483;9;35.7999992371;79.8364105225;11;72.2825675011;
82;10;39.1552352905;76.6661682129;22;104.948583603;9;36.7999992371;80.8970184326;12;72.7835108042;
83;10;38.1552352905;80.6661682129;22;106.275835156;9;36.7999992371;80.9579772949;13;73.1177421808;
84;10;37.1552352905;84.6661682129;24;107.392728925;9;36.7999992371;81.7202453613;13;73.4481263161;
85;10;37.1552352905;85.6661682129;25;108.354275465;9;37.7999992371;82.8059997559;13;73.7744156122;
86;10;35.1552352905;89.6661682129;25;109.172894716;9;37.9000015259;83.8916320801;14;74.0964026451;
87;10;35.0400009155;93.4747543335;25;109.865838647;9;37.5;84.9769439697;15;74.4139140844;
88;10;36.0400009155;93.5473403931;28;110.452174425;9;35.5;85.0617218018;16;74.7268060446;
89;11;37.0400009155;94.6191177368;27;110.950592518;9;34.5;85.1457748413;16;75.0349597931;
90;11;38.0400009155;95.6899337769;26;111.156710744;9;34.9000015259;86.2288970947;16;75.3382742405;
91;12;39.0400009155;99.2507095337;25;111.339305162;9;33.9000015259;86.3108901978;17;75.5887496471;
92;12;40.0400009155;100.338821411;26;111.522335172;9;33.9000015259;86.3915863037;19;75.8055195808;
93;12;41.0400009155;101.425231934;27;111.705565453;9;34.9000015259;87.4708251953;19;76.0227198601;
94;12;41.6640014648;102.509811401;27;111.888760567;9;35.9000015259;88.1484527588;17;77.8013627529;
95;12;41.6640014648;103.592430115;25;112.071686745;9;36.9000015259;88.9252319336;12;79.6171798706;
96;12;41.6640014648;104.672996521;26;112.254111052;9;37.9000015259;89.2355194092;12;81.4536728859;
97;12;41.6640014648;105.751396179;28;112.435802221;9;36.9000015259;89.0235290527;14;83.2939500809;
98;12;44.194984436;108.827552795;27;112.61653161;9;36.9000015259;88.8032608032;12;86.1214551926;
99;12;46.2120742798;108.901405334;26;112.796073437;9;39.9000015259;88.0987625122;13;87.9806408882;
100;12;46.0290260315;111.97290802;24;112.974204779;9;40.9000015259;90.3941345215;13;89.8004770279;
101;13;46.3098220825;115.041999817;25;140.150707245;8;32.7999992371;84.6868743896;14;64.5689700842;
