Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;13.0;10.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.235200882;1;13.0;10.0;5;20.0;
3;1;10.8470401764;14.617600441;6;29.0508804321;1;13.0;10.0;5;20.0;
4;1;10.8101758957;14.5254402161;6;28.8849925995;1;14.0;10.0;5;20.0;
5;2;12.1101760864;14.4424962997;5;29.7356929779;2;16.0;10.0;4;21.0;
6;2;13.1101760864;14.367846489;5;29.6270040274;2;18.0;10.0;4;21.4999996424;
7;2;13.8881015778;14.3006620407;5;29.6177483797;2;20.0;10.1999998093;4;21.9353003502;
8;2;13.8853244781;14.2829961777;5;29.4418377876;2;21.1611804962;10.3632001877;4;23.1829590797;
9;2;13.8325519562;14.1826162338;5;30.1772729158;2;21.9097747803;10.9097137451;4;24.267437458;
10;2;15.9081277847;14.5247526169;5;30.7295207977;2;23.9097747803;11.3658018112;4;25.2018244267;
11;2;17.9081268311;14.7757539749;5;31.0075039864;2;25.9097747803;11.7372808456;4;26.0066431761;
12;2;19.9081268311;14.8887996674;5;31.0610433817;2;27.2552032471;12.0336990356;5;26.7056586742;
13;2;20.9548301697;14.8887996674;5;31.1162263155;2;28.3955345154;12.2662630081;5;27.3226804733;
14;2;21.9713859558;14.8887996674;6;31.1730431318;2;29.5497436523;12.446267128;5;27.7113106251;
15;2;22.9884300232;14.8887996674;6;31.2287350893;2;30.7184410095;12.5;4;28.0173821449;
16;2;22.9332809448;15.3241405487;6;31.2858415842;2;31.9020843506;12.5;4;28.3487696648;
17;2;23.3857536316;14.8887996674;6;31.3443341255;2;33.1009178162;12.5;4;28.7054548264;
18;2;23.403301239;14.8887996674;6;31.4041786194;2;34.223274231;12.5;4;29.0869145393;
19;3;22.9332809448;15.3767738342;5;31.4653356075;2;34.4521484375;12.5;4;29.4920539856;
20;3;23.4396018982;14.8887996674;5;31.5277597904;2;34.6952323914;12.5;4;29.9191560745;
21;4;23.4583282471;14.8887996674;5;31.5914003849;2;34.9514923096;12.5;4;30.3658571243;
22;4;22.9332809448;14.8887996674;5;31.6562007666;2;35.2195129395;12.5;4;30.8291530609;
23;4;23.4968605042;14.8887996674;5;31.7220989466;2;35.4974899292;12.5;4;31.3054442406;
24;4;22.9332809448;15.8610496521;5;31.7890272141;2;35.7832641602;12.5;4;31.790620327;
25;4;21.5367088318;15.8887996674;7;31.8569130898;2;36.0743713379;12.5;4;32.2801818848;
26;4;20.5570755005;16.8887996674;7;31.9256784916;3;36.3681106567;12.5;4;32.7693967819;
27;4;19.5777053833;17.8887996674;7;31.9952409267;4;36.6616363525;12.5;2;33.2534770966;
28;4;18.5985736847;18.8887996674;7;32.0655133724;4;36.9520874023;12.5;3;33.7277650833;
29;4;17.6196556091;19.8887996674;7;32.1364047527;4;37.2366600037;14.5;2;34.187912941;
30;4;16.6409225464;20.8887996674;7;32.2078206539;4;37.5127487183;16.5;2;34.6300430298;
31;4;15.6623477936;21.8887996674;8;33.2796630859;4;37.7780265808;18.5;3;35.0508718491;
32;4;15.7506189346;22.8887996674;8;33.4575605392;4;38.0305252075;20.5;3;35.4477939606;
33;4;16.7722702026;23.8887996674;7;33.6456911564;4;38.2686767578;22.5;2;35.8189210892;
34;5;17.0443840027;24.8887996674;4;62.5946424007;4;38.4913520813;22.5;3;36.1630792618;
35;5;17.0;27.5088367462;5;64.8174933195;4;38.697845459;22.5;3;37.4797668457;
36;5;18.0;28.1729660034;5;66.5740768909;4;39.8878593445;23.5;3;37.8590840101;
37;5;19.0;29.206287384;4;67.914482832;4;41.0614509583;24.5;4;38.2187609673;
38;5;20.0;30.2374458313;5;68.9327021837;4;41.9312591553;25.5;5;38.5602062941;
39;6;22.0;28.2684288025;4;69.7143411636;4;42.1361236572;26.5;5;38.8851270676;
40;6;22.0;27.8887996674;5;70.000623703;4;42.3310775757;27.5;6;39.1954283714;
41;5;17.0;27.8887996674;6;35.525031805;6;42.5172576904;27.5;4;74.2431215048;
42;5;18.0;28.8887996674;5;35.8120090961;6;43.6958694458;28.5;4;74.5302416086;
43;5;19.0;29.8887996674;5;36.1113686562;6;44.8681411743;29.5;6;74.6893253326;
44;5;20.0;30.8887996674;6;36.4227449894;6;44.9635925293;30.5;7;78.4269165993;
45;5;21.0;31.8887996674;6;36.7455766201;6;45.9030227661;32.0;5;81.2500386238;
46;5;22.0;31.8887996674;7;38.0790941715;6;46.6934661865;33.3899993896;4;83.3439428806;
47;5;25.0;30.8887996674;9;38.449668169;6;47.3566970825;34.6872596741;5;85.8594617844;
48;5;27.0723228455;31.8887996674;9;38.8292109966;7;48.9156761169;36.9097442627;4;86.5650339127;
49;5;28.0233459473;32.8888015747;11;39.2163088322;7;50.3030204773;39.0;4;87.0741362572;
50;5;28.0407409668;33.8888015747;11;39.6093569994;7;50.5707015991;41.0;4;87.5699483156;
51;5;26.9332809448;35.8888015747;11;40.0065852404;7;48.7198486328;44.0;4;87.9440882206;
52;5;26.9332809448;36.7906990051;12;40.4060922861;7;47.8755531311;47.0;5;88.2859202623;
53;5;26.9332809448;36.8178062439;12;40.8058851957;7;47.037311554;49.0;5;88.6399930716;
54;6;26.9332809448;36.8442573547;10;41.2039277554;6;44.037311554;52.0;3;89.0051121712;
55;6;26.9332809448;36.8700332642;11;41.5981894732;6;42.6639328003;55.0;5;90.3798948526;
56;6;26.9332809448;36.8951301575;11;41.986695528;6;43.6639328003;56.7831115723;4;90.8227894306;
57;6;26.9332809448;36.9195365906;12;42.3675757647;6;44.6639328003;59.8256645203;4;91.2750681639;
58;7;26.9332809448;36.9432487488;12;42.7391070127;6;41.7999992371;62.5;4;91.7350003719;
59;7;26.9332809448;36.9662628174;13;43.0997514725;6;41.7999992371;65.5;5;92.200779438;
60;7;26.9332809448;36.9885787964;13;43.4345306158;6;41.7999992371;68.5;7;92.6705635786;
61;7;26.9332809448;37.0033721924;14;43.7278130054;6;41.7999992371;69.6583709717;9;93.1425167322;
62;7;26.9332809448;37.0033721924;14;44.0083221197;6;41.7999992371;70.8062896729;10;93.6148509979;
63;7;26.9332809448;37.0033721924;13;44.2754385471;6;41.7999992371;71.9513473511;11;94.0858622789;
64;7;26.9332809448;37.0033721924;12;45.528771162;6;42.7999992371;72.7344589233;12;94.5539648533;
65;7;27.9332809448;38.0033721924;13;45.8091788292;6;43.7999992371;72.9985275269;12;95.0177167654;
66;7;28.9332809448;39.0033721924;13;47.3311738968;6;44.7999992371;73.6470031738;12;95.4758373499;
67;6;30.5697021484;38.5117340088;13;48.5604690313;7;45.7999992371;74.7495422363;15;95.927220583;
68;6;29.811258316;40.8809127808;13;49.5599925518;7;46.7307472229;75.8546524048;15;96.3709352016;
69;6;29.616771698;43.1425247192;14;50.1576491594;7;46.8679275513;76.9621963501;15;96.8062250614;
70;6;32.59765625;41.2105712891;15;50.6046053171;7;44.8679275513;76.5;15;97.2324945927;
71;7;32.6386108398;42.2105712891;14;51.03726542;7;44.8679275513;76.5;15;97.6492996216;
72;7;30.6576004028;43.8014183044;14;51.4560756683;7;44.8679275513;75.5;15;98.0563259125;
73;7;31.7895088196;43.8738517761;15;51.8615874052;7;42.8679275513;77.5;16;98.4533731937;
74;7;30.6576004028;43.9174041748;15;52.2544226646;7;42.8679275513;76.5;15;98.8403322697;
75;7;30.8150863647;44.0960006714;16;52.5883336067;7;41.7999992371;78.5;15;99.2171685696;
76;7;28.6576004028;46.7289733887;16;52.8530877829;7;41.7999992371;80.5;13;99.5839011669;
77;7;30.3332004547;46.8294563293;17;53.1178092957;7;42.7999992371;79.5;13;99.9405894279;
78;7;30.3524646759;49.8294563293;16;53.3822665215;7;41.7999992371;81.5;14;100.253309965;
79;7;30.3718299866;52.8294563293;16;53.646228075;7;42.7999992371;80.5;15;100.928450346;
80;7;29.6576004028;55.8294563293;14;53.9094617367;7;42.7999992371;79.5;17;101.639549494;
81;7;30.6576004028;55.8294563293;16;54.1717338562;7;41.7999992371;83.5;17;102.383633614;
82;7;29.6576004028;52.8294563293;16;54.4328064919;7;41.7999992371;83.5;19;103.156873226;
83;7;27.6576004028;52.0999946594;17;54.6924376488;7;41.7999992371;84.5;19;104.9546175;
84;7;26.6576004028;52.1383323669;17;54.9503805637;7;41.7999992371;88.9131469727;17;105.831466198;
85;7;25.6576004028;52.2124404907;18;55.2063817978;7;43.7999992371;89.740020752;17;106.724351883;
86;7;24.6576004028;53.2470626831;18;55.4361386299;7;43.7999992371;90.3209686279;23;107.626836181;
87;7;23.6576004028;54.2678604126;18;55.6253294945;7;42.7999992371;93.9065093994;25;108.532188416;
88;7;22.6576004028;55.2678604126;18;55.8151781559;7;43.7999992371;94.491897583;26;109.433596253;
89;7;21.6576004028;56.2678604126;19;56.0052993298;7;43.7999992371;94.0723114014;26;110.324383616;
90;7;20.6576004028;57.2678604126;19;56.1953017712;7;42.7999992371;96.6430664062;30;111.198226452;
91;7;20.0;58.2678604126;18;56.3847899437;7;43.7999992371;97.1997146606;30;112.049344182;
92;7;20.0;59.2678604126;19;56.5733690262;7;44.7999992371;97.7381896973;31;112.872662783;
93;7;20.0;60.2678604126;16;56.7606475353;7;44.7999992371;98.2549362183;31;113.663932681;
94;7;20.0;61.2678604126;17;56.9462413788;7;44.7999992371;98.7469940186;32;114.419799685;
95;7;20.0;62.2678604126;17;57.1297771931;7;44.7999992371;99.2120437622;33;115.137833118;
96;7;20.0;63.2678604126;17;57.3108959198;7;44.7999992371;99.6484146118;33;115.816502333;
97;7;20.0;64.2678604126;18;57.4892556667;7;44.7999992371;100.055076599;34;116.455120802;
98;7;20.0;65.2678604126;18;57.6645340919;7;44.7999992371;100.431617737;36;117.053759098;
99;7;21.0;63.2678604126;16;57.8364319801;7;44.7999992371;100.778167725;37;117.613137245;
100;7;20.0;64.2678604126;16;58.0046741962;8;44.7999992371;101.095314026;36;118.134506702;
