Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;11.5999994278;16.0;3;33.0;1;13.0;10.0;4;20.0;
2;2;11.5999994278;16.0;3;32.735999465;1;13.0;10.0;5;20.0;
3;2;11.5471992493;15.8719997406;3;32.4983993769;1;13.0;10.0;5;20.0;
4;2;11.4996805191;15.7567996979;3;32.2845600843;1;14.0;10.0;5;20.0;
5;2;12.5962162018;15.6531200409;3;31.8809038997;2;15.6000003815;10.0;4;21.0;
6;2;13.592546463;15.4574079514;3;31.5176135302;2;16.6000003815;10.0;4;21.4399995804;
7;2;14.4552841187;15.2812671661;3;31.276252687;2;17.6240005493;10.1999998093;4;21.8075842857;
8;2;14.3828754425;15.1655406952;3;31.0590263605;2;18.0845508575;10.3632001877;4;22.9537928104;
9;2;14.3177080154;15.0613861084;3;31.8435504436;2;18.7722740173;10.9097137451;4;23.9211629629;
10;2;16.385187149;15.4453353882;3;32.4105771184;2;20.7722740173;11.3658018112;4;24.7213441133;
11;2;18.385187149;15.7204675674;3;32.6585375071;2;22.7722740173;11.7372808456;4;25.3734427691;
12;2;20.385187149;15.8360004425;4;32.6755598783;2;23.8752822876;12.0336990356;5;25.8998758793;
13;2;21.400390625;15.8360004425;5;32.6927050352;2;24.912065506;12.2662630081;5;26.3232285976;
14;3;22.4055347443;15.8360004425;4;32.7099682093;2;25.9500732422;12.446267128;5;26.4960671663;
15;3;23.4107131958;15.8360004425;5;32.7273441553;2;26.9892959595;12.5;5;26.5634490252;
16;3;23.8182029724;15.8360004425;5;32.7448276281;2;28.0297241211;12.5;5;26.6328122616;
17;3;23.8234481812;15.8360004425;5;32.7624131441;2;29.0713424683;12.5;5;26.7041202784;
18;3;23.8287239075;15.8360004425;6;32.7800951004;2;30.0224723816;12.5;5;26.7773271799;
19;3;23.834028244;15.8360004425;6;32.7978678942;2;30.0663967133;12.5;6;26.8523778915;
20;3;23.8393592834;15.8360004425;6;32.8157256842;2;30.1114273071;12.5;6;26.9292075634;
21;3;23.8447170258;15.8360004425;6;32.8336623907;2;30.1575241089;12.5;6;27.0077416897;
22;3;23.8500976562;15.8360004425;6;32.8516720533;2;30.2046451569;12.5;6;27.0878958702;
23;3;23.8555011749;15.8360004425;7;33.8697484732;2;30.2527370453;12.5;6;27.1695766449;
24;3;24.5016002655;16.9348735809;8;33.9392454624;2;30.3017463684;12.5;6;27.2526805401;
25;3;23.8663654327;16.8360004425;8;34.0108942986;2;30.3516082764;12.5;6;27.3370957375;
26;3;23.2032680511;17.8360004425;8;34.0847183466;2;30.4022579193;12.5;6;27.4227013588;
27;3;22.2254161835;18.8360004425;8;34.1607352495;2;30.4536209106;12.5;6;27.5093686581;
28;3;22.5016002655;18.080368042;8;34.2389560938;2;30.5056209564;12.5;6;27.5969614983;
29;3;21.271686554;17.8360004425;8;34.3193854094;2;30.558177948;12.5;6;27.6853370667;
30;3;20.2958164215;18.8360004425;9;34.4020199776;2;30.61120224;12.5;7;27.7743468285;
31;3;19.3206062317;19.8360004425;9;34.4868488312;2;30.6646080017;12.5;7;27.863837719;
32;3;18.3460540771;20.8360004425;10;34.5738523006;2;30.7183036804;14.5;7;27.9536523819;
33;3;17.3721561432;21.8360004425;10;34.6630015373;2;30.7721920013;16.5;8;28.0436308384;
34;4;16.8973007202;22.8360004425;9;34.754258275;2;30.8261795044;18.5;8;28.1336119175;
35;4;16.0;23.8360004425;10;34.8475741148;2;30.8801670074;20.5;8;28.2234334946;
36;4;16.952671051;24.8360004425;10;34.9428904057;3;30.9340591431;22.5;8;28.3129341602;
37;4;16.9812660217;25.8360004425;10;35.040137887;3;30.9877605438;22.5;8;28.4019548893;
