Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;13.0;10.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.235200882;1;13.0;10.0;5;20.0;
3;1;10.8470401764;14.617600441;6;29.0508804321;1;13.0;10.0;5;20.0;
4;1;10.8101758957;14.5254402161;6;28.8849925995;1;14.0;10.0;5;20.0;
5;1;11.8101758957;14.4424962997;6;28.4407806396;1;15.0;10.0;5;20.0;
6;2;13.1101760864;14.2203903198;5;29.0409908295;1;16.0;10.0;5;20.3999996185;
7;2;13.7122974396;14.0204954147;5;28.7897565365;1;17.0;10.1999998093;5;20.7264003754;
8;2;13.6369276047;13.8787822723;5;28.5675675869;2;18.0358409882;10.3632001877;4;22.8194274902;
9;2;13.5702705383;13.7512397766;5;28.5901665688;2;18.6916561127;10.9097137451;4;23.7716035843;
10;2;13.5770492554;13.7285985947;5;28.6208508015;2;20.6916561127;11.3658018112;4;24.5557456017;
11;2;16.5906352997;13.7082214355;5;28.659255147;2;22.6916561127;11.7372808456;4;25.1909515858;
12;2;18.5906352997;13.6898822784;5;28.705047369;2;23.7657871246;12.0336990356;4;25.6996334791;
13;2;19.6582317352;13.673377037;5;28.7579241991;2;24.4197807312;12.2662630081;4;26.10437572;
14;2;20.683008194;13.6585226059;5;28.8176020384;2;24.6626243591;12.446267128;4;26.2577478886;
15;2;21.7089328766;13.6451530457;5;28.8838170767;2;24.7546482086;12.5;4;26.3048160076;
16;2;22.665145874;13.6331205368;5;28.9563153982;2;26.7184104919;12.5;4;26.3530313969;
17;2;22.6868934631;13.6222915649;5;29.0348494053;2;27.7473392487;12.5;4;26.4023760557;
18;2;22.7104530334;13.6125459671;5;29.1191723347;2;28.7769451141;12.5;4;26.4528282881;
19;2;22.7357521057;13.6037750244;5;29.2090344429;2;29.8072166443;12.5;4;26.5043625832;
20;2;22.7627105713;13.5958805084;5;29.3041837215;2;29.9026184082;12.5;5;26.5569496155;
21;2;22.7912540436;13.5887756348;5;29.4043567181;2;29.9341697693;12.5;5;26.6105561256;
22;2;22.821308136;13.5823812485;5;29.509278059;2;29.9663333893;12.5;5;26.6651450396;
23;2;22.1459751129;14.2834339142;5;29.6186614037;2;29.99908638;12.5;5;26.72067523;
24;2;22.8855991364;13.5714464188;5;29.7322015762;2;30.0324058533;12.5;5;26.7771017551;
25;2;20.9224586487;14.5714464188;5;29.8495788574;3;30.0662612915;12.5;4;26.8343759775;
26;2;19.960187912;15.5714464188;15;29.9704558849;3;30.1006259918;12.5;4;26.8924454451;
27;2;18.9987163544;16.5714454651;15;30.0944783688;3;30.1354675293;12.5;4;26.9512542486;
28;2;18.0379619598;17.5714454651;15;30.221275568;3;30.170753479;12.5;4;27.0107431412;
29;2;17.077835083;18.5714454651;15;30.3504636288;3;30.206445694;12.5;4;27.0708494186;
30;2;16.1182441711;19.5714454651;15;30.4816429615;3;30.2425098419;12.5;5;27.1315076351;
31;2;15.1590843201;20.5714454651;15;30.6144070625;3;30.2789039612;12.5;5;27.1926498413;
32;2;15.0573835373;21.5714454651;16;30.7483398914;3;30.3155899048;12.5;5;27.2542052269;
33;2;15.0987672806;22.5714454651;17;30.8830196857;3;30.3525238037;14.5;5;27.3161010742;
34;4;15.1402549744;23.5714454651;15;31.0180273056;3;30.3896598816;16.5;5;27.3782629967;
35;4;15.1817321777;24.5714454651;17;31.1529421806;3;30.4269580841;18.5;5;27.4406147003;
36;4;15.2230844498;25.5714454651;17;31.287352562;3;30.4643688202;20.5;5;28.5030794144;
37;4;15.2641973495;26.5714454651;17;31.4208598137;3;31.5018482208;23.5;5;28.6155793667;
38;4;15.0;25.5714454651;19;31.5530743599;3;32.5393486023;24.5;5;28.7300114632;
39;4;15.0;25.5714454651;19;31.6836276054;3;33.2380065918;25.5;6;28.8463224173;
40;4;15.3850059509;26.5714454651;20;31.812169075;3;33.3077926636;26.5;6;28.9644547701;
41;5;15.0;25.5714454651;19;49.1883764267;3;33.3786735535;27.5;6;29.0843458176;
42;5;17.0;26.5714454651;20;50.1744480133;3;33.4506072998;27.5;7;29.2059276104;
43;5;19.0;26.8713035583;21;51.0445218086;4;33.5235557556;27.5;6;29.3291271925;
44;5;21.0;27.8713035583;21;51.8011045456;4;33.5974769592;27.5;6;29.4538661242;
45;5;21.0;28.8713035583;22;52.4513607025;4;32.798538208;28.2281532288;6;29.5800603628;
46;6;24.0;27.5677394867;19;65.7554030418;4;32.8345527649;28.2612380981;6;29.7076205015;
47;6;25.4760932922;28.5677394867;20;66.8622627258;4;32.8701858521;28.2953224182;7;29.8364510536;
48;7;26.8106098175;30.5248451233;20;67.8427267075;4;32.9054031372;28.3303909302;7;29.9664506912;
49;7;26.3052158356;33.5244750977;19;68.5837402344;4;32.9401626587;28.3664226532;7;30.0975120068;
50;7;27.3050365448;36.0741958618;19;69.1503629684;4;32.9744338989;28.4033946991;7;30.2295219898;
51;7;29.3048725128;35.026763916;19;69.6577653885;4;33.0081825256;28.4412765503;8;31.4857773781;
52;7;30.9156532288;35.9848861694;19;70.1087198257;4;33.6815414429;29.0082702637;9;32.5290930271;
53;7;30.3045959473;37.9482803345;19;71.5070209503;4;34.2230377197;29.4686813354;9;33.3936462402;
54;7;32.3044776917;40.9165687561;19;72.8570828438;4;34.6531982422;29.8397521973;10;34.1149740219;
55;7;35.3043708801;44.7495117188;19;72.6325095892;4;34.9934005737;30.1393947601;10;34.5777146816;
56;7;37.7332382202;45.6777381897;20;73.0996859074;4;35.1745300293;30.3100795746;10;34.8652830124;
57;7;38.4372253418;47.7166290283;20;73.3054383993;4;35.2467765808;30.393661499;10;35.1576099396;
58;7;36.7308349609;51.6422843933;20;73.3670608997;4;35.318271637;30.4802436829;11;35.4540491104;
59;7;36.6947021484;55.3753738403;22;73.4741003513;4;35.3888549805;30.569644928;11;35.7538952827;
60;7;37.6621856689;55.3151550293;22;73.6274967194;4;31.3888549805;32.6616363525;11;36.0563881397;
61;7;37.6329193115;54.633682251;23;73.828207016;4;31.7999992371;32.7559623718;12;36.3607161045;
62;7;36.6065788269;52.0514526367;25;74.0770599842;5;33.7999992371;31.7559623718;13;36.6660261154;
63;7;36.5828704834;52.9719848633;25;75.1714613438;5;34.7999992371;32.7559623718;11;36.971429348;
64;7;36.5615386963;53.8931045532;27;77.739872694;5;35.7230072021;33.7559623718;11;37.2760124207;
65;8;37.9408035278;52.1899337769;22;97.2450157404;5;35.7852172852;34.7559623718;10;37.5788478851;
66;8;38.2449188232;54.3937568665;22;100.584922194;5;35.8456573486;35.7559623718;9;37.8790068626;
67;9;39.4863357544;56.5218467712;22;103.431187868;5;31.8456573486;38.3526229858;9;38.1755709648;
68;10;39.6355133057;58.5138664246;21;105.541361451;5;31.8456573486;38.4536628723;11;38.4676451683;
69;10;40.6599998474;57.4303970337;20;107.434896469;5;31.8456573486;35.4536628723;11;38.7543702126;
70;10;39.6599998474;59.3473167419;21;109.208055735;5;32.8456573486;35.4536628723;13;39.0349345207;
71;10;39.6599998474;61.2601547241;20;110.863421917;5;31.8456573486;37.4536628723;14;39.3085856438;
72;10;40.6599998474;60.1701469421;20;113.404890418;5;29.7999992371;40.4536628723;17;39.574640274;
73;10;40.6599998474;63.078742981;19;114.879686952;5;31.7999992371;38.4536628723;18;39.8324904442;
74;10;41.6599998474;65.9875488281;20;116.152922273;5;33.7999992371;39.4536628723;19;40.0816106796;
75;10;42.954082489;65.8981628418;21;119.196629167;5;32.7999992371;41.4536628723;20;40.3215618134;
76;10;43.6599998474;70.8121337891;21;120.465991974;5;31.7999992371;42.4536628723;20;40.5519933701;
77;10;45.9797554016;75.7308044434;23;121.704096794;5;31.7999992371;44.4536628723;20;40.7418394089;
78;10;47.8285598755;77.2213363647;24;122.910985827;5;30.7999992371;44.4536628723;22;40.8940811157;
79;9;45.9612884521;64.1778640747;24;100.08711803;6;32.7999992371;44.4536628723;21;65.039264679;
80;9;47.5686531067;68.1381378174;23;101.23501873;6;35.7999992371;46.4536628723;21;65.1772861481;
81;9;45.0819969177;72.2484741211;24;102.275541544;6;38.4000015259;48.4536628723;22;65.3081073761;
82;9;45.1855392456;73.3750457764;25;103.310094833;6;34.4000015259;52.4536628723;22;65.4317526817;
83;9;46.2484741211;75.5256958008;25;104.345136285;6;36.4000015259;51.715877533;23;65.5483007431;
84;9;44.3514404297;78.7011184692;25;105.380876422;6;38.4000015259;52.7741508484;23;65.6578793526;
85;9;45.4544639587;79.9023590088;29;106.435668111;6;38.4000015259;53.8289413452;25;65.7606573105;
86;10;46.5593833923;82.1282653809;30;107.473562479;7;38.4000015259;54.8803291321;24;65.8568382263;
87;10;44.6626052856;85.3825912476;30;108.411329746;7;37.4000015259;55.8289413452;24;65.9466547966;
88;10;45.7558021545;86.6731796265;30;109.411333561;7;35.4000015259;58.8289413452;25;66.0;
89;10;46.8552131653;88.9826049805;31;110.468524098;7;34.4000015259;61.8289413452;26;66.0;
90;10;44.9603385925;91.5093154907;31;111.575720191;7;34.4000015259;61.8289413452;27;66.0;
91;10;44.0704536438;97.7422790527;31;112.723667622;7;32.4000015259;64.8289413452;27;66.0;
92;10;43.1846313477;101.270507812;34;113.901265621;7;31.3999996185;67.8289413452;27;66.0;
93;10;42.3017692566;104.812217712;35;115.095965147;7;31.3999996185;67.8289413452;26;66.0;
94;10;41.4206161499;108.361755371;35;116.294318676;7;29.3999996185;70.8289413452;30;66.0;
95;10;40.5398139954;111.913032532;27;117.482636452;7;28.3999996185;73.8289413452;32;67.1400003433;
96;10;39.6580085754;115.459892273;28;118.647670746;7;27.6520004272;76.8289413452;32;68.2844529152;
97;10;41.3637886047;114.500991821;29;119.777266502;7;26.9054603577;79.609413147;33;69.419406414;
98;10;39.5861816406;119.542312622;33;120.860895634;7;25.9054603577;80.1089477539;33;70.5311613083;
99;11;40.6938972473;121.383796692;29;121.890032768;7;24.9054603577;81.5955123901;35;72.606967926;
100;11;40.755771637;122.42539978;31;122.85834527;7;26.9054603577;82.5955123901;35;74.6956372261;
