Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;11.5999994278;16.0;3;33.0;1;13.0;10.0;4;20.0;
2;2;11.5999994278;16.0;3;33.1200000048;1;13.0;10.0;5;20.0;
3;2;11.6239995956;16.0;3;32.9863034487;1;13.0;10.0;5;20.0;
4;2;11.5972604752;15.8719997406;3;32.5042290688;1;14.0;10.0;5;20.0;
5;2;12.7565813065;15.572479248;3;31.9537295103;1;15.0;10.0;5;20.0;
6;2;13.7924938202;15.2373752594;3;31.4790223837;1;16.0;10.0;5;20.3999996185;
7;2;14.4437065125;14.9357814789;3;31.1623930931;1;17.0;10.1999998093;5;20.7264003754;
8;2;14.3487176895;14.702539444;3;30.9037485123;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;14.2711248398;14.4926214218;4;31.0336244106;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;16.4577331543;14.4564628601;4;31.1877543926;1;19.0916557312;11.3658018112;5;23.4745616913;
11;2;18.4577331543;14.4239206314;4;31.3659229279;1;20.0916557312;11.7372808456;5;24.0673980713;
12;2;20.4577331543;14.3946323395;6;31.5678019524;1;21.0916557312;12.0336990356;6;24.5325260162;
13;2;21.6709003448;14.3682727814;7;31.7929012775;1;22.0916557312;12.2662630081;6;24.892534256;
14;2;22.752664566;14.3445491791;7;32.0405230522;1;23.0916557312;12.446267128;6;25.0;
15;2;23.6121559143;14.3231983185;7;32.3097176552;1;24.0916557312;12.5;5;25.0;
16;2;23.6929149628;14.3039827347;7;32.5992493629;1;25.0916557312;12.5;4;25.0;
17;2;23.7797756195;14.2866888046;9;32.9075698853;1;26.0916557312;12.5;3;25.0;
18;2;22.5626754761;15.2711238861;9;33.2328066826;1;27.0;12.5;3;25.0;
19;2;23.5542678833;14.2571153641;9;33.572763443;1;27.0;12.5;3;25.0;
20;2;24.0718269348;14.2445077896;9;33.9249377251;1;27.0;12.5;4;25.0;
21;3;21.6859073639;15.2331609726;7;45.6141839027;1;27.0;12.5;4;25.0;
22;3;23.680393219;14.222949028;7;46.7097787857;1;27.0;12.5;4;25.0;
23;3;23.6754302979;15.2137584686;9;47.7677383423;1;27.0;12.5;4;25.0;
24;3;24.6709632874;16.2054862976;9;48.7774829865;1;27.0;12.5;4;25.0;
25;3;23.6709632874;18.2054862976;9;49.7308135033;1;27.0;12.5;4;25.0;
26;3;23.6709632874;19.6019477844;9;50.6220216751;1;27.0;12.5;4;25.0;
27;3;23.6709632874;20.7742824554;9;51.4477748871;1;27.0;12.5;4;25.0;
28;3;23.6709632874;21.9419937134;10;52.2068653107;1;27.0;12.5;4;25.0;
29;3;23.6709632874;23.1039619446;10;52.8998556137;1;27.0;12.5;4;25.0;
30;3;23.6709632874;24.259223938;10;53.5286960602;1;27.0;12.5;4;25.0;
31;3;23.227766037;25.4069881439;10;54.0963382721;1;27.0;12.5;4;25.0;
32;3;23.3497924805;26.5466423035;10;54.6064214706;1;27.0;12.5;4;25.0;
33;3;23.4539489746;27.6777572632;11;55.0522565842;1;27.0;12.5;4;25.0;
34;3;23.5375003815;28.8000869751;12;55.2937088013;1;27.0;12.5;5;25.0;
35;3;23.5375003815;29.9135437012;12;55.5165262222;1;27.0;13.5;5;25.0;
36;3;23.5375003815;31.0181884766;13;55.7210664749;1;27.0;14.5;6;25.0;
37;3;24.5375003815;29.1142120361;14;55.9079179764;1;27.0;15.5;6;25.0;
38;3;24.5375003815;31.2054862976;14;56.0778465271;1;27.0;16.5;7;25.0;
39;3;25.5375003815;33.2054862976;14;56.231754303;1;27.0;17.5;7;25.0;
40;3;24.5375003815;33.2054862976;16;56.370634079;1;27.0;17.5;7;25.0;
41;3;25.5375003815;33.5304870605;16;56.4920272827;1;27.0;17.5;7;25.0;
42;3;24.5375003815;32.5304870605;16;56.4897918701;1;27.0;17.5;8;25.0;
43;3;24.5375003815;31.5304870605;17;56.4877815247;1;27.0;17.5;8;25.0;
44;3;25.5375003815;31.5304870605;17;56.4859714508;1;27.0;17.5;8;25.0;
45;3;26.5375003815;31.5304870605;19;56.4843425751;1;27.0;17.5;8;25.0;
46;3;27.5375003815;31.5304870605;20;56.482875824;1;27.0;17.5;9;25.0;
47;3;28.5375003815;32.462638855;20;56.4815559387;1;27.0;17.5;9;25.0;
48;3;27.5375003815;31.462638855;22;56.4803676605;1;27.0;17.5;8;25.0;
49;3;25.5375003815;33.462638855;20;56.4792995453;1;27.0;17.5;9;25.0;
50;3;24.5375003815;35.462638855;19;56.4783382416;1;27.0;17.5;10;25.0;
51;5;24.5375003815;34.462638855;16;87.4774723053;1;27.0;17.5;10;25.0;
52;5;26.5375003815;35.462638855;17;88.8666915894;1;27.0;17.5;10;25.0;
53;6;29.5375003815;37.462638855;12;105.09446907;1;27.0;17.5;11;25.0;
54;7;33.5374984741;37.462638855;12;106.913482666;1;27.0;17.5;11;25.0;
55;7;35.5374984741;39.4588813782;12;108.501316071;1;27.0;17.5;11;25.0;
56;7;38.5374984741;41.4585952759;13;109.869153976;1;27.0;17.5;11;25.0;
57;7;40.6310501099;42.757610321;13;111.033733368;1;27.0;17.5;12;26.0;
58;7;42.6310501099;44.7064819336;13;112.015125275;1;27.5999984741;18.0;12;26.7800006866;
59;8;44.2628173828;46.6627731323;13;112.674886703;3;29.0680007935;19.3899993896;10;28.3745174408;
60;8;45.2627182007;48.6258087158;13;113.099716187;3;30.4247112274;20.6872596741;11;28.9194847345;
61;8;45.850730896;50.5948486328;13;114.305158615;3;31.3516902924;21.9097423553;11;29.2088999748;
62;8;45.9273757935;52.5691261292;15;117.191828728;3;31.5253391266;23.0;11;29.3272645473;
63;9;46.5791091919;54.9373550415;14;119.52484417;3;31.5963573456;24.0;12;29.4556473494;
64;9;45.057144165;58.2004203796;14;121.232966423;3;30.7999992371;24.7278232574;12;29.5945794582;
65;9;46.435760498;59.3822822571;14;122.352603912;3;30.7999992371;24.797290802;12;29.7445563078;
66;9;47.6837768555;61.4120178223;15;123.745944023;3;30.7999992371;24.8722782135;12;29.9060227871;
67;9;48.6837768555;66.3797073364;15;123.835040569;3;30.7999992371;24.9530105591;13;30.0793559551;
68;9;52.6355895996;71.3768005371;16;123.714502335;4;30.7999992371;25.0396785736;11;30.2648479939;
69;9;53.0938682556;75.9767990112;16;124.615347743;4;31.7999992371;24.0;11;30.4626858234;
70;9;52.7593345642;80.9767990112;16;124.608234882;4;28.7999992371;26.0;11;30.6729331017;
71;9;53.6082191467;85.8509902954;17;124.623602152;4;29.7999992371;25.3364677429;11;30.8955099583;
72;9;53.3328666687;85.5089111328;17;124.66016221;4;27.7999992371;26.4477539062;12;31.1301763058;
73;10;50.3334732056;90.5390853882;16;124.716759682;4;29.7999992371;24.0;12;31.3765156269;
74;10;49.3393516541;95.5705413818;18;124.792340398;4;31.7999992371;24.0;13;31.633923769;
75;12;50.3494796753;94.2511520386;16;124.885939479;5;27.7999992371;26.0;12;31.9016013145;
76;12;47.3562507629;98.3294754028;15;124.996664286;5;28.7999992371;25.9508018494;12;32.1785526276;
77;12;47.0670967102;102.411445618;16;125.12368083;5;29.7999992371;26.0892753601;12;32.4635906219;
78;12;49.0812721252;100.497085571;16;125.266193628;5;27.7999992371;27.2317962646;12;32.7553491592;
79;12;49.0966873169;106.411445618;16;126.423437595;5;27.7999992371;26.2317962646;12;33.0523042679;
80;12;49.1169967651;110.411445618;19;126.654664755;5;27.7999992371;27.0;13;34.3527998924;
81;12;50.1247596741;114.411445618;19;126.747685671;5;28.7999992371;29.0;13;34.6950831413;
82;12;50.2532348633;118.411445618;20;126.870175958;5;29.1930503845;31.0;13;35.038526535;
83;12;50.2580223083;122.411445618;20;127.019966364;5;28.3744049072;33.0;13;35.3813045025;
84;12;50.2688064575;126.411445618;21;127.195013404;5;27.554649353;35.0;13;35.7216166258;
85;13;50.2954597473;129.943557739;20;127.393379807;5;26.7327041626;37.0;13;36.0577305555;
86;13;50.3094024658;132.973739624;22;127.613217354;5;25.9075317383;38.6059188843;13;36.3880226612;
87;13;50.3278656006;136.005187988;25;127.852749467;5;25.078163147;39.6288757324;15;36.7110126019;
88;13;50.3580245972;138.138290405;25;128.110260248;5;24.2437171936;40.6524085999;16;37.0253922939;
89;13;50.3790130615;139.287078857;26;128.384083152;5;23.4034156799;41.6765136719;16;37.3300455809;
90;13;50.4033622742;140.438827515;26;128.672594905;5;22.5566005707;42.7011871338;16;37.6240624189;
91;13;50.4362716675;141.593261719;28;129.974210262;5;21.7027397156;43.7264137268;17;37.9067416191;
92;14;51.0385131836;149.10925293;27;130.37195909;5;21.0414276123;44.7521820068;18;38.1775903702;
93;14;52.0982093811;155.271331787;28;130.785977483;5;21.5226974487;45.0;18;38.4363131523;
94;14;52.6296577454;158.43371582;31;131.215077043;5;21.6578292847;46.0;17;38.6827956438;
95;14;52.337474823;164.595977783;31;131.658088923;5;21.7852478027;47.0;18;38.9170873165;
96;14;54.7861442566;164.757598877;33;132.113866687;5;21.9049987793;48.0;21;39.1393787861;
97;14;54.7610397339;164.218139648;33;132.581272244;5;21.6173667908;50.0;20;39.3499809504;
98;14;56.8086471558;164.377105713;35;133.265974879;5;21.70936203;51.2840652466;15;39.5492991209;
99;14;57.675868988;164.666442871;37;134.484789252;6;21.7941131592;52.3247108459;14;39.7378133535;
100;14;57.8738136292;167.35534668;38;135.77740097;6;21.8719348907;53.3658790588;15;39.916056633;
