Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;11.5999994278;16.0;3;33.0;1;13.0;10.0;4;20.0;
2;2;11.5999994278;16.0;3;32.9095994234;2;13.3999996185;10.0;4;21.0;
3;2;11.5819196701;15.8719997406;3;32.8702924252;2;13.3999996185;10.0;5;21.0399999619;
4;2;11.5740585327;15.7567996979;3;32.6623334885;2;14.6239995956;10.0;5;21.0811839104;
5;2;12.7709884644;15.5507202148;3;32.5231360197;2;15.6487102509;10.0;5;21.1235535145;
6;2;13.8405122757;15.3652477264;3;32.4512879848;2;16.6741313934;10.0;5;21.5783426762;
7;2;14.7353858948;15.1983232498;3;32.5489211082;2;17.7070064545;10.1999998093;5;21.9615590572;
8;2;14.7646770477;15.0908908844;3;32.7081720829;2;18.1769351959;10.3632001877;5;23.138142705;
9;2;14.8124513626;14.9942016602;3;33.1218698025;2;18.8828849792;10.9097137451;5;24.1384259462;
10;2;17.0008983612;14.9836616516;3;33.5934627056;2;20.8828849792;11.3658018112;4;24.9741382599;
11;2;19.0008983612;14.9741754532;3;34.1253600121;2;22.8828849792;11.7372808456;4;25.6644535065;
12;2;21.0008983612;14.9656381607;4;34.7186174393;2;24.0498886108;12.0336990356;4;26.2318400145;
13;2;22.4953479767;14.9579544067;5;35.3725028038;2;24.7391052246;12.2662630081;4;26.6989166737;
14;3;23.6956615448;14.9510393143;4;36.0840759277;2;25.0193500519;12.446267128;4;26.9182628393;
15;3;24.8252220154;14.9448156357;4;36.8478689194;2;25.1509571075;12.5;4;27.0349266529;
16;3;25.054359436;14.9392137527;4;37.6557312012;2;27.1564750671;12.5;3;27.156311512;
17;3;25.2967185974;14.9341726303;6;38.4968996048;2;28.2293071747;12.5;3;27.2823195457;
18;3;25.5490684509;14.9296350479;6;39.3583660126;2;29.3049125671;12.5;3;27.4128153324;
19;3;25.8075084686;14.9255514145;6;40.2255249023;2;30.3832092285;12.5;4;27.5476238728;
20;3;26.0676574707;14.9218759537;6;41.083070755;2;30.5285739899;12.5;4;27.6865298748;
21;3;26.3249206543;14.9185686111;8;41.9160270691;2;30.6119174957;12.5;4;27.8292777538;
22;3;26.5748100281;14.9155921936;8;42.7107772827;2;30.6975669861;12.5;4;27.9755718708;
23;3;26.8132324219;14.9129133224;8;43.4559412003;2;30.7853431702;12.5;4;28.1250772476;
24;3;27.036781311;14.9105014801;8;44.1429815292;2;30.8750457764;12.5;4;28.2774224281;
25;4;25.9186058044;14.9083309174;5;51.0242161751;2;30.9664535522;12.5;4;28.4322011471;
26;4;24.9175510406;15.9063777924;7;52.0662384033;2;31.0593204498;12.5;5;28.5889770985;
27;4;26.916601181;14.9046201706;7;53.0474610329;3;31.1533851624;12.5;5;28.7472877502;
28;4;25.9157485962;15.9030380249;7;53.9656682014;3;31.2483730316;12.5;5;28.9066491127;
29;4;27.6522121429;14.9016141891;7;54.8201723099;3;31.3439903259;12.5;6;29.0665621758;
30;4;25.8924942017;15.9003324509;7;55.6114292145;3;31.4399375916;12.5;6;29.2265176773;
31;4;25.9988498688;16.8991794586;9;56.34071064;3;31.5359115601;12.5;6;29.3860044479;
32;4;26.1021785736;17.898141861;9;57.0098648071;3;31.631603241;12.5;6;29.5445146561;
33;4;25.2020950317;16.898141861;9;57.5085086823;3;31.7267093658;14.5;6;29.70154953;
34;4;25.2972869873;16.898141861;10;57.9063844681;3;31.820930481;16.5;6;29.8566279411;
35;4;25.3871479034;17.898141861;11;58.2787714005;3;31.9139766693;18.5;6;30.0092897415;
36;4;24.4712409973;20.898141861;11;58.6244106293;3;32.0055732727;20.5;7;30.1591029167;
37;4;24.5492858887;23.8943157196;11;58.9427242279;3;32.0954627991;22.5;7;30.3056678772;
38;4;25.6211547852;25.8937644958;13;59.2337417603;3;32.1834030151;22.5;7;30.4486203194;
39;4;26.6842269897;27.7191085815;14;59.4980192184;3;32.2691726685;22.5;7;30.5876355171;
40;4;27.7436466217;28.6921424866;14;59.736536026;3;32.3525810242;22.5;7;30.7224297523;
41;4;26.797492981;29.6682109833;14;59.9505977631;4;32.4334564209;22.5;6;30.8527622223;
42;4;26.8458213806;30.6467323303;15;60.1417350769;4;32.5116577148;22.5;6;30.9784350395;
43;4;26.8889732361;31.6275520325;15;60.3116226196;4;32.587059021;22.5;6;31.0992927551;
44;4;25.9273300171;30.6105060577;15;60.4620037079;4;32.659576416;22.5;7;31.2152223587;
45;4;24.9612846375;30.5954151154;16;60.4874744415;4;32.729133606;22.5;7;31.3261504173;
46;4;24.9671211243;31.5928192139;16;60.4870471954;4;32.7956924438;22.5;7;31.4320406914;
47;4;24.7476348877;32.5928192139;16;60.486661911;4;32.8592224121;22.5;7;31.532892704;
48;5;23.7476348877;33.5928192139;16;60.4863166809;4;32.9197349548;22.5;8;31.6287374496;
49;5;22.7476348877;32.5928192139;16;60.4860057831;4;32.9772415161;22.5;8;31.7196350098;
50;5;22.7055130005;32.5928192139;17;60.4857254028;4;33.0317802429;22.5;8;31.8056707382;
51;5;23.7055130005;33.5928192139;18;60.4854736328;4;33.083404541;22.5;8;33.9550094604;
52;5;22.7055130005;32.5928192139;18;60.4852466583;4;34.7730026245;24.0;9;34.9172391891;
53;5;22.7055130005;32.5928192139;19;60.485042572;4;36.3263435364;25.3899993896;9;35.6879835129;
54;5;21.7055130005;31.5928192139;19;60.4848575592;4;36.7640800476;26.6872596741;10;36.3031666279;
55;5;20.7055130005;30.5928192139;19;61.4846916199;4;37.1077651978;27.9097423553;11;36.6479324102;
56;5;21.7055130005;31.5928192139;20;61.6615988016;4;37.2884941101;29.0;12;36.8063133955;
57;6;23.7055130005;33.5928192139;19;61.8677860498;4;37.3566818237;29.6059207916;12;36.9589622021;
58;6;22.7055130005;33.5928192139;19;62.1072975397;4;35.3566818237;30.6288738251;12;37.1060526371;
59;6;22.7055130005;34.5928192139;19;62.3844407797;4;34.3566818237;31.6524085999;12;37.2477862835;
60;6;24.2185821533;36.5928192139;20;64.4728865623;4;33.3566818237;32.6765136719;13;37.3843873739;
61;6;24.7640113831;38.5668182373;20;66.2384119034;4;32.7999992371;33.7011871338;12;37.4528282881;
62;6;25.8159255981;39.7658233643;22;67.7603650093;4;32.7999992371;34.7264137268;14;37.5043625832;
63;6;25.7057094574;37.5233879089;22;68.8824894428;4;32.7999992371;35.7521820068;15;37.5569496155;
64;6;24.9019680023;38.5055084229;22;69.7803201675;4;32.7999992371;36.7784729004;15;37.6105561256;
65;7;24.9305114746;39.6616363525;21;70.4658174515;4;32.7999992371;37.8052787781;15;37.6651450396;
66;7;25.1499996185;40.9769630432;22;72.227291584;5;31.7999992371;36.832572937;13;52.72067523;
67;7;27.1499996185;43.3272399902;22;73.1905452013;5;32.7999992371;37.0;14;53.8271009922;
68;7;29.1499996185;45.7112731934;23;74.2359600067;5;31.7999992371;40.8885498047;14;54.8393503428;
69;7;30.493396759;49.3272399902;23;75.3546379805;5;34.7999992371;38.9171905518;14;55.7468231916;
70;7;31.5365543365;52.3272399902;27;76.5337135792;5;35.7999992371;40.9462203979;15;56.5458072424;
71;7;32.2763595581;55.3272399902;28;77.7568317652;5;34.7999992371;43.9756278992;15;57.238524437;
72;7;32.3295059204;57.3272399902;28;79.0051341057;5;37.7999992371;41.0053710938;16;57.8316659927;
73;7;32.3881912231;59.3272399902;29;80.2586705685;5;38.2461853027;42.0354232788;17;58.3348042965;
74;7;32.452747345;61.3272399902;29;81.4980447292;5;36.345741272;44.0657539368;17;58.758939743;
75;8;32.523475647;63.3272399902;28;82.7060067654;5;38.4274139404;41.0963249207;17;59.1153559685;
76;8;32.600605011;65.3272399902;28;83.8687281609;5;38.4937591553;42.1271018982;18;59.3161010742;
77;8;32.6842956543;67.3272399902;27;84.9765336514;5;36.5250015259;44.1580505371;20;59.3782629967;
78;8;32.7746047974;69.3272399902;26;86.0240323544;5;38.5250015259;41.1891326904;20;59.4406147003;
79;8;32.8714752197;71.3272399902;26;87.0096888542;5;38.5250015259;42.2203063965;20;59.5030794144;
80;8;32.9747123718;73.3272399902;26;87.9350190163;5;36.5250015259;44.2515411377;20;59.5655794144;
81;8;34.0839691162;72.3272399902;29;88.8036007881;5;38.5250015259;41.2827911377;21;59.628036499;
82;8;31.841840744;74.3272399902;29;89.6200928688;5;38.5250015259;42.3140182495;21;59.690372467;
83;8;32.8418426514;73.3272399902;28;90.3894023895;5;36.5250015259;44.3451843262;21;59.7525100708;
84;8;32.8418426514;72.3272399902;28;91.1160616875;5;38.5250015259;41.3762550354;21;59.8143725395;
85;8;31.841840744;74.3272399902;29;91.6938114166;5;38.5250015259;42.4071884155;23;59.8758842945;
86;8;31.841840744;76.3272399902;29;92.1726517677;6;36.5250015259;45.0131187439;22;59.936971426;
87;8;31.841840744;78.3272399902;28;92.649664402;6;35.5250015259;47.0558776855;22;59.9975619316;
88;8;31.841840744;80.3272399902;27;93.1202974319;6;34.5250015259;49.0982933044;23;60.0575861931;
89;8;31.841840744;82.3272399902;28;94.5801753998;7;34.5250015259;48.1403121948;19;60.1169772148;
90;7;29.6576004028;78.7272415161;28;81.0481809378;8;32.5250015259;50.1818847656;16;74.1756706238;
91;7;29.6576004028;81.7272415161;28;81.4981360435;8;32.5250015259;53.2229690552;15;74.2336053848;
92;7;30.6576004028;81.7272415161;29;81.9270697832;8;33.5250015259;53.2635231018;14;74.2907235622;
93;7;29.9784832001;84.7272415161;30;82.3326638937;8;32.5250015259;56.3035049438;14;74.4786000252;
94;7;30.9856128693;84.7272415161;32;82.7132796049;8;32.5250015259;59.4350204468;15;74.6706674099;
95;8;30.9928245544;83.7272415161;31;83.0679452419;8;33.5250015259;59.5694656372;16;74.8662893772;
96;8;30.0001106262;85.7272415161;31;83.3963085413;8;31.6749992371;61.706401825;16;75.0647735596;
97;8;31.0074748993;84.7272415161;33;83.6985679865;8;30.6749992371;63.8453407288;16;75.2653794289;
98;8;31.0149116516;83.7272415161;33;83.9753850698;8;30.6749992371;62.9857635498;17;76.4673290253;
99;8;29.6576004028;86.7272415161;34;84.2277919054;8;29.6749992371;66.1271286011;17;78.7298183441;
100;8;30.6576004028;86.7272415161;34;84.4570995569;8;31.875;71.2688751221;19;79.1349936724;
101;8;30.6576004028;86.7272415161;34;84.6648104191;8;34.875;73.4104156494;19;79.5506067276;
102;9;30.6576004028;90.7272415161;35;85.852539897;8;34.875;78.5512008667;18;79.9762231112;
103;9;32.6576004028;91.7272415161;36;85.8377041817;8;35.875;83.6906509399;19;80.4114050865;
104;9;33.6576004028;92.7272415161;36;85.8418117762;8;37.875;85.8282318115;21;80.8557150364;
105;9;33.6576004028;96.7272415161;37;85.8638964891;8;37.875;87.9634094238;21;81.3087198734;
106;9;35.6576004028;97.7272415161;39;85.9031045437;8;36.875;93.095703125;22;81.7699923515;
107;9;36.3417663574;97.7272415161;39;85.9586746693;9;37.875;95.2246780396;22;82.2391095161;
108;9;35.3170776367;100.727241516;39;87.1734422445;9;37.875;97.3499298096;22;82.7156522274;
109;9;36.6060943604;100.4765625;40;88.3625490665;9;36.875;102.471107483;28;83.1991987228;
110;9;36.8798980713;99.811126709;40;89.5134150982;10;37.875;103.869735718;28;83.6893190145;
111;10;37.134147644;102.846580505;41;91.6084190607;10;37.875;104.326095581;27;84.1855671406;
112;10;39.3657722473;102.882621765;41;92.670848608;10;36.875;106.703552246;27;84.6874730587;
113;10;39.5730323792;102.919235229;41;93.6798417568;10;37.875;106.086303711;29;86.1945323944;
114;12;37.2799110413;105.581512451;40;108.638014674;9;33.7249984741;101.473937988;29;72.7661986351;
115;12;40.4222831726;103.615936279;41;109.394647002;9;33.7249984741;104.866043091;30;73.344837904;
116;13;41.5053825378;104.650794983;40;110.129237652;9;34.7249984741;105.262130737;30;74.9298635721;
