Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;4;20.0;1;7.0;12.3000001907;5;17.0;
3;1;11.0;10.0;4;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;11.0;10.0;4;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;2;12.4499998093;10.0;2;21.0;1;7.55000019073;9.30000019073;5;17.0;
6;2;13.4499998093;10.0;2;21.0900000334;1;8.55000019073;8.5;4;17.0;
7;2;14.4905004501;10.0;2;21.5980186462;1;8.82499980927;8.5;3;17.0;
8;2;14.7191085815;10.1999998093;2;22.0418490171;1;8.82499980927;8.5;3;17.0;
9;2;14.9188308716;10.3632001877;2;23.3017349243;1;8.82499980927;8.5;3;17.3400001526;
10;2;15.4857807159;10.9097137451;2;24.3994617462;1;8.9015007019;8.67000007629;3;17.6278438568;
11;2;17.4857807159;11.3658018112;2;25.3481024504;1;8.96626472473;8.81392192841;3;17.869726181;
12;2;19.4857807159;11.7372808456;2;26.1681330204;1;9.02068901062;8.93486309052;2;18.786491394;
13;2;20.7640724182;12.0336990356;1;26.8832330704;1;9.22696018219;9.39324569702;3;19.5780620575;
14;2;21.8765602112;12.2662630081;1;27.5170819759;1;11.0206890106;9.78903102875;3;20.2480106354;
15;2;22.9997901917;12.446267128;2;27.923101902;1;12.0206890106;10.1240053177;3;20.8052330017;
16;3;24.1341381073;12.5;1;28.2468910217;1;13.0206890106;10.4026165009;3;21.2618598938;
17;3;25.2798442841;12.5;3;28.5960328579;1;14.0206890106;10.6309299469;3;21.6314201355;
18;3;26.436958313;12.5;3;28.9701628685;1;15.0206890106;10.8157100677;2;21.9274635315;
19;3;27.03657341;12.5;5;29.3683638573;1;16.0206890106;10.9637317657;2;22.0;
20;3;27.215763092;12.5;5;29.7891087532;1;16.9500007629;11.0;3;22.0;
21;3;27.4050979614;12.5;6;30.2302284241;1;16.9500007629;11.0;3;22.0;
22;3;27.603603363;12.5;6;30.6889076233;1;16.9500007629;11.0;4;22.0;
23;3;27.8100090027;12.5;6;31.1617178917;1;16.9500007629;11.0;4;22.0;
24;3;28.0227737427;12.5;6;31.6446905136;1;16.9500007629;11.0;4;22.0;
25;3;28.2401103973;12.5;6;32.1334280968;1;16.9500007629;11.0;4;22.0;
26;3;28.4600429535;12.5;5;32.6232500076;1;16.9500007629;11.0;5;22.0;
27;3;28.6804618835;12.5;5;33.1093654633;1;16.9500007629;11.0;6;22.0;
28;3;28.8992137909;12.5;5;33.587059021;1;16.9500007629;11.0;7;22.0;
29;3;29.1141777039;12.5;5;34.0518712997;1;16.9500007629;11.0;7;22.0;
30;3;29.3233413696;12.5;5;34.4997692108;1;16.9500007629;11.0;7;22.0;
31;3;29.5248966217;12.5;6;34.927280426;1;16.9500007629;11.0;6;22.0;
32;3;29.7172775269;12.5;5;35.3315906525;1;16.9500007629;11.0;6;22.0;
33;3;29.8992156982;12.5;5;35.7105960846;1;14.9500007629;12.0;6;22.0;
34;3;30.0697689056;12.5;4;36.0629110336;1;13.9500007629;13.0;6;22.0;
35;3;30.2283096313;14.5;3;36.3878383636;1;12.9500007629;14.0;6;22.0;
36;3;30.3745269775;16.5;3;36.6853075027;1;12.0;15.0;6;22.0;
37;3;30.5083885193;18.5;3;36.955786705;1;12.0;16.0;6;22.0;
38;3;30.6301040649;20.5;4;37.2001886368;1;12.0;17.0;7;22.0;
39;3;30.7400856018;22.5;4;37.4197692871;1;12.0;18.0;7;22.0;
40;3;30.8388957977;22.5;4;37.6160306931;1;12.0;19.0;7;22.0;
41;3;30.9272136688;22.5;5;37.7906322479;1;12.0;20.0;8;22.0;
42;3;31.0057849884;22.5;6;37.945318222;1;12.0;21.0;7;22.0;
43;3;31.0753936768;22.5;6;38.0;1;12.0;22.0;7;22.0;
44;3;31.1000003815;22.5;6;38.0;1;12.0;23.0;8;22.0;
45;3;31.1000003815;22.5;7;38.0;1;12.0;24.0;8;22.0;
46;3;31.1000003815;22.5;7;38.0;1;12.0;25.0;9;22.0;
47;3;31.1000003815;22.5;7;38.0;1;12.0;26.0;9;22.0;
48;4;31.1000003815;22.5;7;38.0;1;12.0;27.0;10;22.0;
49;4;31.1000003815;22.5;7;38.0;1;12.0;28.0;11;22.0;
50;4;31.1000003815;22.5;7;38.0;1;12.0;29.0;11;22.0;
51;4;31.1000003815;22.5;8;38.0;1;12.0;30.0;10;22.0;
52;4;31.1000003815;22.5;8;38.0;1;13.0;28.0;10;22.0;
53;4;31.1000003815;22.5;8;38.0;1;12.0;29.0;11;22.0;
54;4;31.1000003815;22.5;8;38.0;1;12.0;30.0;11;22.0;
55;4;31.1000003815;22.5;8;40.3900003433;1;13.0;28.0;10;22.0;
56;4;32.7255020142;24.0;8;41.5394797325;1;12.0;29.0;11;22.0;
57;4;34.2337646484;25.3899993896;9;42.464776516;1;12.0;30.0;12;22.0;
58;4;34.6410598755;26.6872596741;10;43.2040973902;1;13.0;28.0;12;22.0;
59;4;34.9645843506;27.9097423553;10;43.6452482939;1;12.0;29.0;12;22.0;
60;4;35.153842926;29.0;9;43.8751204014;1;12.0;30.0;13;22.0;
61;4;35.2479476929;29.5509490967;10;44.0772699118;1;12.0;31.0;13;22.0;
62;4;35.3295059204;29.5614051819;12;44.1438889503;1;12.0;32.0;13;22.0;
63;4;35.3499984741;29.5719451904;12;44.1651208401;1;12.0;33.0;14;22.0;
64;4;35.3499984741;29.5825614929;12;44.1864993572;1;12.0;34.0;15;22.0;
65;4;35.3499984741;29.5932502747;13;44.2080165148;2;13.0;36.0;15;23.0;
66;4;33.6218032837;30.0;13;44.2296639681;2;15.0;35.0;17;23.0750000477;
67;4;32.6266708374;31.0;11;44.2514331341;2;16.0;35.0;17;23.1548187733;
68;4;31.631570816;32.0;12;44.2733153105;2;17.0;35.0;20;23.2396422625;
69;4;30.6364936829;33.0;12;44.2953014374;2;18.0;35.0;20;23.32964468;
70;4;29.6414413452;34.0;11;44.3173824549;2;18.9500007629;34.0;19;23.4249849319;
71;4;28.3499984741;35.0;12;44.3395489454;2;18.9500007629;33.0;20;23.5258028507;
72;4;27.6513977051;36.0;12;44.3617914915;4;18.9500007629;32.0;19;23.6322153807;
73;5;26.6564025879;37.0;12;44.3841004372;4;18.9500007629;31.0;18;23.7443124056;
74;5;25.6614208221;38.0;11;44.4064661264;4;18.9500007629;30.0;18;23.8621526957;
