Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;11.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;11.3000001907;10.0;4;21.0;1;7.55000019073;10.3000001907;5;17.0;
5;2;12.4499998093;10.0;4;21.0900000334;1;7.55000019073;9.30000019073;5;17.0;
6;2;13.4905004501;10.0;4;21.1871190071;1;8.55000019073;8.5;5;17.0;
7;2;14.5342035294;10.0;4;21.7036092281;1;8.82499980927;8.5;5;17.0;
8;2;14.7666244507;10.1999998093;4;22.1564130783;1;8.82499980927;8.5;5;17.0;
9;2;14.9703855515;10.3632001877;3;23.4291926622;1;8.82499980927;8.5;5;17.3400001526;
10;2;15.5431365967;10.9097137451;3;24.540822506;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;17.5431365967;11.3658018112;2;25.5043385029;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;19.5431365967;11.7372808456;2;26.3401436806;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;20.8414783478;12.0336990356;2;27.0718023777;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;21.1823120117;12.2662630081;2;27.7228300571;1;11.0206890106;9.78903102875;6;20.2480106354;
15;2;21.4752731323;12.446267128;1;28.1464314461;1;12.0206890106;10.1240053177;6;20.8052330017;
16;2;21.6658935547;12.5;1;28.4879314899;1;13.0206890106;10.4026165009;6;21.2618598938;
17;2;23.7712097168;12.5;1;28.8545851707;1;14.0206890106;10.6309299469;6;21.6314201355;
18;2;24.9362049103;12.5;1;29.2456488609;1;15.0206890106;10.8157100677;6;21.9274635315;
19;2;26.1121826172;12.5;2;29.659784317;1;16.0206890106;10.9637317657;6;22.0;
20;2;27.2985439301;12.5;2;30.0950183868;1;16.9500007629;11.0;7;22.0;
21;2;27.5427589417;12.5;2;30.5487289429;1;16.9500007629;11.0;7;22.0;
22;2;27.7469291687;12.5;2;31.0176672935;1;16.9500007629;11.0;6;22.0;
23;2;27.957950592;12.5;2;31.4980173111;1;16.9500007629;11.0;6;22.0;
24;2;28.1741065979;12.5;2;31.9854974747;1;16.9500007629;11.0;6;22.0;
25;2;28.3934745789;12.5;2;32.4754953384;1;16.9500007629;11.0;7;22.0;
26;2;28.6139717102;12.5;2;32.9632344246;1;16.9500007629;11.0;7;22.0;
27;2;28.8334560394;12.5;2;33.4439563751;1;16.9500007629;11.0;7;22.0;
28;2;29.049779892;12.5;2;33.9131059647;1;16.9500007629;11.0;7;22.0;
29;2;29.2608985901;12.5;2;34.3665065765;1;16.9500007629;11.0;7;22.0;
30;2;27.2608985901;13.5;2;34.8005027771;1;16.9500007629;11.0;7;22.0;
31;2;26.2608985901;14.5;2;35.2120742798;1;16.9500007629;11.0;7;22.0;
32;2;25.2608985901;15.5;3;35.5988998413;1;16.9500007629;11.0;7;22.0;
33;2;25.25;16.5;3;35.9593791962;1;14.9500007629;12.0;7;22.0;
34;2;25.25;16.8837509155;4;36.2926120758;1;13.9500007629;13.0;8;22.0;
35;2;25.25;17.0170440674;4;36.5983467102;1;12.9500007629;14.0;8;22.0;
36;2;26.25;18.5;4;36.8768987656;1;12.0;15.0;8;22.0;
37;2;27.25;19.5;4;37.1290569305;2;12.0;16.0;7;22.0;
38;2;28.25;20.5;4;37.3559846878;2;12.0;17.0;7;22.0;
39;2;29.25;21.5;4;37.5591192245;2;12.0;18.0;5;22.0;
40;2;30.25;22.5;4;37.7400808334;2;12.0;19.0;5;22.0;
41;2;30.9830360413;22.5;6;37.900595665;2;12.0;20.0;6;22.0;
42;2;31.055267334;22.5;4;38.0;2;12.0;21.0;7;22.0;
43;2;29.055267334;23.5;4;38.0;2;12.0;22.0;8;22.0;
44;2;28.055267334;24.5;4;38.0;2;12.0;23.0;7;22.0;
45;2;27.055267334;25.5;5;38.0;3;13.0;24.8999996185;8;23.0;
46;2;26.055267334;26.5;5;38.0;3;14.0;25.0;9;23.1074999571;
47;3;26.25;28.5;5;39.0;3;14.2491874695;26.0;9;23.2253656387;
48;3;27.25;29.7000007629;4;39.0199999809;3;14.2757072449;27.0;10;23.3543308973;
49;3;28.25;28.7000007629;4;39.0401959419;3;14.0;28.0;10;23.4951226711;
50;3;29.25;28.7000007629;4;39.0605818033;3;14.0;29.0;10;23.6484457254;
51;3;30.25;28.7000007629;6;39.0811508894;3;14.0;30.0;13;23.8149644136;
52;3;31.25;27.7000007629;6;39.1018965244;3;15.0;28.0;13;23.9952818155;
53;3;32.25;27.5;7;39.1228116751;3;14.0;29.0;12;24.1899158955;
54;3;30.25;28.5;8;39.1438889503;3;14.0;30.0;13;24.399273634;
55;3;29.25;29.5;8;39.1651208401;3;15.0;28.0;13;24.6236231327;
56;3;28.25;30.5;8;39.1864993572;3;14.0;29.0;13;24.8630647659;
57;3;27.25;31.5;8;40.5980168581;3;14.0;30.0;13;25.1175034046;
58;3;27.7000007629;33.0;9;41.7491437197;3;15.0;29.0;13;25.3866217136;
59;3;28.0510005951;33.8857917786;9;42.6760137081;3;16.0;29.0;14;25.6698577404;
60;4;29.3185329437;35.3072853088;7;44.4168308973;3;17.0;29.0;15;25.9663875103;
61;4;30.5187683105;36.6393547058;6;44.9193987846;3;18.0;29.0;15;26.2751159668;
62;4;31.076997757;37.8256378174;8;45.2135702372;3;19.911901474;29.0;16;26.5946760178;
63;4;31.1053314209;38.9092903137;9;45.482968092;3;18.9500007629;28.0;16;26.9234399796;
64;4;31.1350307465;39.9817810059;7;45.6198433638;3;18.9500007629;27.0;16;27.2595415115;
65;4;31.1661224365;40.0;5;45.7143889666;3;19.9500007629;26.0;15;27.6009097099;
66;4;31.1986274719;40.0;8;45.8121781349;3;20.2102050781;25.0;15;27.9453148842;
67;4;31.2325687408;40.0;8;45.9132302999;3;20.2876968384;24.0;15;28.2904214859;
68;5;31.26795578;40.0;6;46.0175513029;3;20.3653450012;23.0;14;28.633852005;
69;5;30.5999984741;41.0;6;46.1251326799;3;20.4426174164;22.0;14;28.9732499123;
70;5;30.5999984741;42.0;5;46.2359499931;3;18.9500007629;21.0;14;29.3063445091;
71;5;30.5999984741;43.0;5;46.3499616385;3;19.9500007629;21.0;14;29.6310133934;
72;5;30.5999984741;44.0;5;46.4671080112;3;20.6669788361;21.0;14;29.9453339577;
73;5;30.5999984741;45.0;6;46.5873104334;3;20.737701416;21.0;14;30.2476272583;
74;5;30.5999984741;45.8094139099;8;46.7104700804;3;20.8057174683;21.0;14;30.5364894867;
75;5;29.5999984741;44.8496932983;8;46.836468339;3;20.8707103729;21.0;15;30.8108100891;
76;5;29.5999984741;44.8911209106;8;46.9651653767;3;20.932434082;21.0;15;31.069776535;
77;5;28.5999984741;43.9336471558;7;47.096400857;3;20.9906997681;21.0;15;31.3128671646;
78;5;26.5999984741;45.9772109985;8;47.229993701;3;21.0453948975;21.0;16;31.5398340225;
79;5;25.5999984741;48.0217437744;7;47.3657428026;3;19.0453948975;22.0;16;31.7506799698;
80;5;25.5999984741;47.0671653748;10;47.5034277439;3;20.0453948975;21.0;17;31.9456272125;
81;5;23.5999984741;49.1133956909;10;47.6428101063;3;21.0453948975;21.0;17;32.1250829697;
82;5;22.5999984741;51.1603431702;11;47.7836350203;3;21.2281455994;21.0;19;32.289607048;
83;5;22.5999984741;50.2079086304;12;47.9256324768;3;21.2651634216;21.0;19;32.4398756027;
84;5;20.5999984741;52.25598526;11;48.0685200691;3;21.2989730835;21.0;20;32.5766506195;
85;5;19.5999984741;54.3044662476;11;48.2120050192;3;21.3297462463;21.0;18;32.7007513046;
86;4;17.5999984741;48.3532371521;13;46.5054576397;4;21.3576698303;21.0;17;34.5789107084;
87;4;16.0;50.4021835327;14;46.6279573441;4;20.3576698303;23.0;17;34.6003289223;
88;4;17.0;49.4511833191;14;46.7502937317;4;20.9500007629;25.0;18;35.5234761238;
89;4;17.0;48.5001182556;14;46.8721673489;4;18.9500007629;28.0;18;36.2955708504;
90;5;16.0;50.548866272;10;61.9932823181;5;21.8017253876;30.595123291;17;37.9366295338;
91;5;18.0;50.5973129272;11;63.1633481979;5;22.9500007629;33.8049659729;18;38.6667346954;
92;5;18.0;54.2623443604;12;64.2370615005;5;24.5265884399;35.9690628052;16;39.1498186588;
93;5;19.0;57.3276481628;12;65.203605175;5;25.2797851562;35.0;17;39.5976015329;
94;5;20.0;60.392074585;13;66.0590686798;6;25.3999996185;35.0;16;40.0459866524;
95;5;22.0;60.4554824829;13;66.8054943085;6;23.3999996185;37.0;15;40.438754797;
96;5;22.0;62.517742157;11;67.4494147301;6;24.2999992371;37.0;14;40.8914179802;
97;5;23.0;64.5787277222;11;68.0002670288;6;24.2999992371;38.0;15;41.4150128365;
98;5;25.0;62.8883323669;13;68.4689388275;6;24.2999992371;39.0;14;42.0155425072;
99;5;26.0;61.9464569092;13;68.866625309;6;23.3999996185;40.0;14;42.6975607872;
100;5;28.0;62.0030097961;13;69.1053099632;6;23.3999996185;41.0;14;43.4633779526;
101;5;28.0;61.0579223633;12;69.2020397186;6;23.3999996185;42.0;14;44.3122024536;
102;5;27.4500007629;63.1111221313;13;69.2955703735;6;23.3999996185;43.0;13;45.2393260002;
103;5;28.4500007629;62.162563324;14;69.3858294487;6;23.3999996185;44.0;13;46.2355060577;
104;6;28.4500007629;61.2122039795;13;69.4727659225;6;23.3999996185;45.0;12;47.2867269516;
105;6;27.4500007629;63.2600212097;13;69.056347847;6;23.3999996185;46.0;13;48.3745069504;
106;6;28.2250003815;62.3059921265;14;69.4440631866;6;23.3999996185;47.0;14;49.476849556;
107;6;28.2250003815;60.3501091003;14;69.7134132385;6;23.3999996185;48.0;14;50.5698070526;
108;6;27.2250003815;61.392375946;15;69.7869210243;6;23.3999996185;49.0;14;51.6294660568;
109;7;27.2250003815;62.4328079224;15;69.8571209908;6;23.3999996185;50.0;15;52.6340303421;
110;8;28.2250003815;60.4714164734;14;69.9240608215;6;23.3999996185;51.0;16;53.5656280518;
111;8;27.2250003815;61.5082321167;14;69.9878001213;6;23.3999996185;52.0;16;54.4115219116;
