Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;11.0;10.0;5;20.0;1;7.55000019073;11.3000001907;4;17.0;
4;1;11.0;10.0;5;20.0;1;7.55000019073;10.3000001907;4;17.0;
5;1;12.0;10.0;5;20.0;1;7.55000019073;9.30000019073;4;17.0;
6;1;13.0;10.0;5;20.0;1;8.55000019073;8.5;4;17.0;
7;1;14.0;10.0;5;20.3999996185;2;8.82499980927;8.89999961853;3;18.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;9.05000019073;8.5;3;18.0674999952;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;9.06518745422;8.5;3;18.4895108938;
10;2;15.2687425613;10.9097137451;4;23.7316036224;2;9.16014099121;8.67000007629;3;18.8647230864;
11;2;17.268743515;11.3658018112;4;24.5245616436;2;9.24456214905;8.81392192841;3;19.2366399765;
12;2;19.268743515;11.7372808456;4;25.1693730354;2;9.32824420929;8.93486309052;3;20.2953330278;
13;2;20.3146324158;12.0336990356;5;25.6884759665;2;9.56644916534;9.39324569702;4;21.2414265871;
14;2;21.3389205933;12.2662630081;5;26.1044789553;2;11.3949460983;9.78903102875;4;22.0791527033;
15;2;22.364118576;12.446267128;5;26.269973278;2;13.3949460983;10.8564624786;4;22.8180034161;
16;2;23.3902301788;12.5;5;26.3300433159;2;15.0206890106;11.2077245712;4;23.4706184864;
17;2;24.417263031;12.5;5;26.3921557665;2;16.0206890106;11.5144329071;4;24.0509216785;
18;2;25.4452133179;12.5;5;26.4563041925;2;17.0206890106;11.7835102081;4;24.572716713;
19;2;25.90533638;12.5;6;26.5224741697;2;18.6158714294;10.9637317657;3;24.8860967159;
20;2;25.9351139069;12.5;6;26.5906432867;2;19.5993728638;11.0;3;25.1419174671;
21;2;25.9657897949;12.5;6;26.6607804298;2;19.6569328308;11.0;3;25.4123764038;
22;2;25.9973506927;12.5;7;26.7328453064;2;18.9500007629;12.0;3;25.6968874931;
23;2;26.0297813416;12.5;7;26.8067884445;2;18.9500007629;12.848443985;3;25.994601965;
24;2;26.0630550385;12.5;7;26.8825509548;2;18.9500007629;11.0;3;26.3043990135;
25;2;25.25;13.2530202866;7;26.9600640535;2;18.9500007629;11.0;8;26.6248874664;
26;2;25.25;13.2840251923;7;27.0392494202;2;18.9500007629;11.0;8;26.9544157982;
27;2;25.25;13.3156995773;7;27.120018959;2;18.9500007629;11.0;9;27.2910971642;
28;2;25.25;13.3480072021;7;27.2022752762;2;18.9500007629;11.0;9;27.6328439713;
29;2;25.25;13.3809099197;7;27.2859115601;2;16.9500007629;12.0;9;27.9774136543;
30;3;25.25;13.4143648148;6;27.3708124161;2;15.9500007629;13.0;9;28.3224649429;
31;3;25.25;12.5;6;27.4568536282;2;14.9500007629;14.0;9;28.6656188965;
32;3;25.25;13.4827413559;6;27.5439035892;2;14.0;15.0;9;29.004524231;
33;3;25.25;13.5175609589;6;27.6318233013;2;14.0;16.0;9;29.3369221687;
34;3;25.25;13.5527296066;6;27.7204678059;2;14.0;17.0;10;29.6607060432;
35;3;25.25;13.5881872177;7;27.8096864223;4;14.0;19.0;8;29.9739747047;
36;3;25.25;13.6238746643;7;27.8993241787;4;14.0;21.0;8;30.2750740051;
37;3;26.25;15.6238746643;7;27.989222765;4;14.0;23.0;8;30.5626268387;
38;3;26.5951499939;17.6238746643;7;28.079221487;4;14.0;25.0;8;30.8355493546;
39;3;25.25;19.6238746643;7;28.1691586971;4;14.0;27.0;9;31.0930566788;
40;3;25.25;21.6238746643;7;28.258872509;4;14.0;29.0;9;31.3346538544;
41;3;25.25;23.6238746643;7;29.348202467;4;14.0;31.0;10;31.5601177216;
42;3;27.25;23.5;9;29.4769899845;4;14.0;33.0;10;31.7694730759;
43;3;28.7966461182;24.5;9;29.6062643528;4;14.0;34.7925262451;11;31.9629602432;
44;3;28.8362865448;25.5;9;29.7358767986;4;14.0;35.9666633606;12;32.141002655;
45;3;28.8755455017;26.5;10;29.8656812906;4;14.0;37.1269035339;13;33.3041715622;
46;3;28.914358139;27.5;11;29.9955352545;4;16.0;36.1269035339;13;33.5606526136;
47;3;28.9526615143;27.9847373962;11;30.1252999306;4;18.0;36.1269035339;14;33.8140792847;
48;3;28.990398407;28.0030994415;10;30.2548415661;4;17.0;35.1269035339;14;34.0660094023;
49;3;29.0275115967;28.0219268799;9;30.3840315342;4;17.0;34.1269035339;11;34.2451226711;
50;3;29.063949585;28.0412120819;9;30.5127466917;4;18.0;34.1269035339;12;34.3984457254;
51;3;29.0996665955;28.0609512329;11;30.6408694983;4;17.0;33.1269035339;13;34.5649644136;
52;3;27.25;29.0811309814;11;30.768289566;5;17.0;32.1269035339;13;34.7452818155;
53;3;27.25;29.8073158264;10;30.8949012756;5;18.0;32.1269035339;12;34.9399158955;
54;3;27.25;29.8579597473;10;31.0206065178;5;17.0;32.1269035339;12;35.149273634;
55;3;27.25;29.908241272;11;31.1453129053;5;18.0;33.1269035339;12;35.3736231327;
56;3;27.25;29.9581241608;11;31.2689340115;5;19.0;34.1269035339;15;35.6130647659;
57;3;27.25;30.0075740814;11;31.3913896084;6;20.0;35.1269035339;13;35.8675034046;
58;3;27.25;30.0565547943;10;31.5126043558;6;20.9500007629;36.1269035339;14;36.1366217136;
59;3;27.25;30.1050415039;11;32.6691966057;6;20.9500007629;36.1269035339;13;36.4198577404;
60;3;27.7000007629;30.667678833;11;33.6067430973;6;20.9500007629;36.1269035339;14;36.7163875103;
61;3;28.0510005951;31.1206970215;11;34.3596689701;6;20.9500007629;36.1269035339;14;37.0251159668;
62;3;28.3185329437;31.4813194275;11;34.9638068676;6;20.9500007629;36.1269035339;16;37.3446760178;
63;3;28.5187683105;31.7674713135;11;35.3041374683;6;20.9500007629;36.1269035339;17;37.6734399796;
64;3;28.5999984741;31.9216537476;12;35.4468288422;6;20.9500007629;36.1269035339;17;38.0095415115;
65;3;28.5999984741;31.9787311554;12;35.5582370758;6;20.9500007629;36.1269035339;17;38.3509097099;
66;3;28.5999984741;32.0232963562;12;35.6718678474;6;20.9500007629;35.6749992371;18;38.6953148842;
67;3;28.5999984741;32.0687484741;12;35.7875099182;6;20.9500007629;35.6749992371;18;39.0404214859;
68;3;28.5999984741;32.1150054932;12;35.9049334526;6;20.9500007629;35.6749992371;18;39.383852005;
69;3;28.5999984741;32.1619720459;12;36.0238924026;6;20.9500007629;35.6749992371;18;39.7232499123;
70;3;28.5999984741;32.2095565796;14;36.1441257;6;20.9500007629;35.6749992371;18;40.0563445091;
71;3;28.5999984741;32.2576522827;14;36.2653591633;6;20.9500007629;35.6749992371;19;40.3810133934;
72;3;28.5999984741;32.3061447144;14;36.3873085976;6;20.9500007629;35.6749992371;19;40.6953339577;
73;3;28.5999984741;32.3549232483;14;36.5096817017;6;20.9500007629;35.6749992371;19;40.9976272583;
74;3;28.5999984741;32.4038734436;15;36.6321806908;6;20.9500007629;35.6749992371;19;41.2864894867;
75;3;28.5999984741;32.45287323;14;36.7545058727;6;20.9500007629;35.6749992371;19;41.5608100891;
76;3;28.5999984741;32.5018005371;14;36.8763580322;6;20.9500007629;35.6749992371;20;41.819776535;
77;3;28.5999984741;32.5505447388;15;36.9974415302;6;20.9500007629;35.6749992371;20;42.0628671646;
78;3;28.5999984741;32.5989761353;13;37.1174669266;6;20.9500007629;35.6749992371;14;42.2898340225;
79;4;30.5999984741;33.646987915;10;38.2361540794;6;20.9500007629;35.6749992371;15;42.5006799698;
80;4;32.5999984741;34.6944618225;10;38.4532347918;6;20.9500007629;35.6749992371;15;42.6956272125;
81;4;34.3149986267;35.7412948608;11;38.6773548126;6;20.9500007629;35.6749992371;15;42.8750829697;
82;4;35.3857841492;36.7873840332;11;38.9088404179;6;20.9500007629;35.6749992371;16;44.0680456161;
83;4;36.4627189636;37.8326301575;11;39.1480253935;7;18.9500007629;36.8926887512;15;45.0881576538;
84;4;37.1461677551;37.876953125;12;39.3952400684;7;19.9500007629;36.6864700317;15;45.9555902481;
85;4;37.2364730835;37.9202651978;12;39.6507996321;7;20.9500007629;37.0766830444;15;46.6909236908;
86;4;37.3339576721;37.9624977112;10;39.9149911404;7;21.3860778809;37.4037895203;15;47.1212644577;
87;4;37.438911438;38.0035858154;11;40.1880543232;7;21.3999996185;37.5814247131;17;47.453291893;
88;4;37.5515785217;38.0434799194;12;40.4701673985;7;21.3999996185;37.7129364014;18;47.717499733;
89;4;37.6721496582;38.0821266174;12;40.7614243031;7;21.3999996185;37.7999992371;18;47.8677768707;
90;4;37.800743103;38.1194953918;13;41.0618171692;7;21.3999996185;37.7999992371;18;48.0;
91;3;33.1999969482;33.1555557251;14;38.4757051468;8;22.3999996185;37.7999992371;18;50.6729331017;
92;3;32.1999969482;33.1902809143;14;38.5591711998;8;25.3999996185;36.7999992371;19;50.8955099583;
93;3;31.1999988556;33.2236671448;15;38.639269352;8;25.3999996185;37.7999992371;19;51.1301763058;
94;3;30.1999988556;33.2557067871;15;38.7160048485;8;26.3999996185;38.7999992371;20;51.3765156269;
95;3;29.1999988556;33.2863998413;16;38.7893981934;8;27.3999996185;39.7999992371;21;51.633923769;
96;3;28.5999984741;33.3157577515;16;38.8594846725;9;24.7620506287;42.7999992371;19;51.9016013145;
97;3;28.5999984741;33.3437957764;17;38.9263129234;9;22.9360408783;44.7999992371;19;53.1785526276;
98;3;28.5999984741;33.3705253601;17;38.9899430275;9;22.1160583496;47.7999992371;19;53.5435906649;
99;3;28.5999984741;33.3959770203;18;39.0;9;22.9013328552;50.7999992371;20;53.9208852053;
100;4;28.5999984741;33.4000015259;17;39.0;9;23.0909767151;53.7999992371;20;54.3091537952;
