Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;11.0;10.0;5;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;11.0;10.0;5;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;12.0;10.0;5;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;13.0;10.0;5;20.0;1;8.55000019073;8.5;4;17.0;
7;1;14.0;10.0;5;20.3999996185;1;8.82499980927;8.5;4;17.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;8.82499980927;8.5;4;17.0;
9;1;14.3268795013;10.3632001877;5;21.8194274902;1;8.82499980927;8.5;4;17.3400001526;
10;1;14.8187427521;10.9097137451;5;22.7316036224;1;8.9015007019;8.67000007629;4;17.6278438568;
11;1;15.8187427521;11.3658018112;5;23.4745616913;1;8.96626472473;8.81392192841;4;17.869726181;
12;1;16.8187427521;11.7372808456;5;24.0673980713;1;9.02068901062;8.93486309052;4;18.786491394;
13;1;17.8187427521;12.0336990356;6;24.5325260162;1;9.22696018219;9.39324569702;5;19.5780620575;
14;1;18.8187427521;12.2662630081;6;24.892534256;1;11.0206890106;9.78903102875;5;20.2480106354;
15;1;19.8187427521;12.446267128;6;25.0;1;12.0206890106;10.1240053177;5;20.8052330017;
16;1;20.8187427521;12.5;6;25.0;1;13.0206890106;10.4026165009;5;21.2618598938;
17;1;21.8187427521;12.5;6;25.0;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;23.8187427521;12.5;5;26.0;1;15.0206890106;10.8157100677;5;21.9274635315;
19;2;25.25;12.5;5;26.0599999428;1;16.0206890106;10.9637317657;5;22.0;
20;2;25.25;12.5;5;26.1229639053;1;16.9500007629;11.0;5;22.0;
21;2;25.25;12.5;7;26.1889609098;1;16.9500007629;11.0;5;22.0;
22;2;25.25;12.5;7;27.5080518723;1;16.9500007629;11.0;6;22.0;
23;2;25.8125;13.125;7;28.5646635294;1;16.9500007629;11.0;7;22.0;
24;2;26.2554702759;13.6171875;7;29.3932875395;1;16.9500007629;11.0;7;22.0;
25;2;26.5944099426;13.9937877655;7;30.0351557732;1;16.9500007629;11.0;7;22.0;
26;2;26.8478622437;14.2754020691;8;30.5307847261;1;16.9500007629;11.0;7;22.0;
27;2;27.0340518951;14.4822807312;9;30.6513283253;1;16.9500007629;11.0;7;22.0;
28;2;27.0499992371;14.5;9;30.7396525145;1;16.9500007629;11.0;8;22.0;
29;2;27.0499992371;14.5;9;30.8311642408;1;16.9500007629;11.0;7;22.0;
30;3;27.0499992371;14.5;8;30.9258141518;1;16.9500007629;11.0;7;22.0;
31;3;27.0499992371;14.5;8;31.0235335827;1;16.9500007629;11.0;7;22.0;
32;3;27.0499992371;14.5;9;31.1242339611;1;14.9500007629;12.0;7;22.0;
33;4;25.0499992371;15.5;7;48.4778065681;1;13.9500007629;13.0;8;22.0;
34;4;27.0499992371;15.5;7;49.4466209412;1;12.9500007629;14.0;8;22.0;
35;4;29.0499992371;16.5;8;50.3049330711;2;12.0;15.0;7;50.75;
36;4;29.0499992371;17.5;8;51.0553202629;2;13.0;16.0;7;52.7625007629;
37;4;29.0499992371;20.5;8;51.7049667835;2;14.0;17.0;7;54.2967796326;
38;4;29.0499992371;23.5;9;53.2639520168;2;14.0;18.0;7;55.4120597839;
39;4;30.0499992371;27.5;9;53.8537276983;2;14.0;19.0;7;56.1932144165;
40;4;31.0499992371;31.5;9;54.3868024349;2;14.0;20.0;7;56.725528717;
41;4;31.0499992371;35.5;11;54.7533949614;2;14.0;21.0;8;56.75;
42;5;31.0499992371;37.5;10;55.0196211338;2;14.0;22.0;8;56.75;
43;5;31.0499992371;39.5;11;55.2998111248;2;14.0;23.0;8;56.75;
44;5;31.0499992371;40.5;13;55.5944010019;2;14.0;24.0;8;56.75;
45;5;31.0499992371;41.5;13;55.9037568569;2;14.0;25.0;9;56.75;
46;5;31.0499992371;42.5;15;56.2281506062;2;14.0;26.0;10;56.75;
47;5;31.0499992371;43.5;16;56.5677335262;2;14.0;27.0;11;56.75;
48;5;31.0499992371;44.5;13;56.9225084782;2;15.0;28.0;11;56.75;
49;5;31.0499992371;45.5;14;57.2922997475;2;16.0;29.0;12;56.75;
50;6;31.0499992371;46.5;11;74.9267244339;3;17.0;30.0;12;56.75;
51;6;33.0499992371;45.5;12;76.7051632404;3;19.0;28.0;13;56.75;
52;6;35.0499992371;45.5;13;78.3500494957;3;19.0;29.0;13;56.75;
53;6;36.0499992371;45.5;13;79.8435921669;3;20.0;30.0;14;56.75;
54;6;37.0499992371;45.5;14;81.1813440323;4;22.0;28.0;12;71.75;
55;6;38.0499992371;45.5;17;82.3696160316;4;25.0;29.0;12;72.5;
56;6;39.0499992371;45.5;17;83.4218730927;4;28.0;30.0;12;73.1693744659;
57;6;39.4249992371;45.5;15;87.0004577637;4;30.0;31.0;12;73.7572898865;
58;7;40.1860656738;46.0800018311;12;124.669023991;3;18.9500007629;28.0;12;39.5162696838;
59;7;39.5715103149;49.5082702637;13;129.199846268;3;18.9500007629;28.0;13;39.9513263702;
60;7;39.8483467102;52.8158721924;13;132.545313358;3;18.9500007629;28.0;13;40.3190898895;
61;7;40.0140647888;56.0;14;135.77935791;3;18.9500007629;28.0;13;40.6270179749;
62;7;41.0140647888;60.0;15;137.083121538;4;18.9500007629;28.0;13;50.8827629089;
63;7;42.0140647888;64.0;16;137.608122587;4;19.9500007629;29.0;13;51.3999996185;
64;7;42.4000015259;67.0;17;138.119775534;4;20.9500007629;30.0;13;51.7743997574;
65;8;43.4000015259;70.0;17;138.615102053;3;20.9500007629;31.0;14;52.1219387054;
66;8;44.4000015259;73.0;17;139.091527343;3;20.9500007629;32.0;15;52.4420347214;
67;8;45.4000015259;76.0;18;139.546940923;4;20.9500007629;34.0;14;52.7347183228;
68;8;46.4000015259;79.0;19;139.979732513;4;20.9500007629;35.0;14;53.0005426407;
69;8;47.4000015259;82.0;20;140.388795614;4;20.9500007629;36.0;14;53.2404880524;
70;8;49.4000015259;85.0;20;140.725106478;4;20.9500007629;37.0;14;53.4558610916;
71;8;51.4000015259;88.0;21;141.027764797;4;20.9500007629;38.0;15;53.6481971741;
72;8;53.4000015259;90.6627502441;21;142.309126019;5;20.9500007629;39.0;14;53.8191757202;
73;8;53.4000015259;94.680480957;21;142.599680185;5;20.9500007629;39.2999992371;13;54.9705476761;
74;8;54.4000015259;98.6984405518;20;142.870782852;5;21.9500007629;40.2999992371;10;55.0299999714;
75;8;58.2493858337;102.716621399;21;143.123399019;5;22.9500007629;41.2999992371;10;55.0605909824;
76;8;61.193145752;106.735015869;22;143.358643174;5;22.9500007629;42.2999992371;10;55.091766119;
77;10;62.9998168945;107.753608704;20;143.577722549;5;22.9500007629;43.2999992371;10;55.1235172749;
78;10;62.4963226318;111.350311279;24;143.771425247;5;22.9500007629;44.2999992371;10;55.1558350325;
79;11;62.3771438599;114.38571167;22;158.843102098;5;22.9500007629;44.2999992371;11;55.1887089014;
80;11;63.384311676;117.52155304;22;159.965613842;5;22.9500007629;44.2999992371;11;55.2221269608;
81;11;64.3915634155;119.557815552;23;160.99389565;5;22.9500007629;44.2999992371;11;55.2560760975;
82;11;65.3988952637;121.594467163;24;161.917356014;5;22.9500007629;44.2999992371;11;55.8605415821;
83;12;66.1917419434;123.631500244;22;183.302292347;4;20.9500007629;26.0;12;37.2584140301;
84;12;68.2732315063;127.668876648;22;186.19358933;4;18.9500007629;27.0;11;39.0683903694;
85;12;72.3441009521;130.706588745;24;188.016805649;4;20.9500007629;27.595123291;11;39.8018115759;
86;12;75.5303039551;134.744598389;24;189.63975203;4;22.9500007629;28.8049659729;10;40.4229825735;
87;12;74.7359695435;143.456039429;25;191.09306097;4;23.6387443542;29.9690628052;10;40.7299894094;
88;13;75.1093063354;149.454956055;20;193.952922344;3;21.667514801;26.0;10;39.2580518723;
89;14;76.2411880493;156.482910156;19;195.127791524;3;22.6830615997;27.0;11;39.3302885294;
90;15;77.3533477783;162.510910034;18;197.430505276;2;21.3999996185;22.0;11;38.0;
91;15;79.6100158691;167.538909912;26;198.302745581;2;20.3999996185;23.0;11;38.0;
92;16;79.689704895;175.566894531;18;213.256324172;1;14.3999996185;19.0;11;24.0;
93;16;81.9256286621;181.594818115;18;214.294754505;1;13.3999996185;20.0;12;24.0;
94;16;82.0294799805;189.622695923;22;215.751855135;1;12.3999996185;21.0;11;24.0;
95;16;83.1751861572;197.741851807;26;218.326767206;1;12.0;22.0;12;24.0;
96;16;84.7326812744;205.667526245;26;220.107476115;1;12.0;23.0;12;24.0;
97;16;86.9017486572;209.799636841;28;222.005720854;1;12.0;24.0;13;24.0;
98;16;86.2005691528;215.251144409;32;224.012821317;1;12.0;25.0;13;24.0;
99;16;86.4012832642;220.599029541;34;226.116342068;1;12.0;26.0;13;24.0;
100;17;88.6116409302;219.961242676;33;228.300353527;2;12.0;27.0;9;24.0;
