Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;4;17.0;
3;1;11.0;10.0;6;20.0;1;7.55000019073;11.3000001907;4;17.0;
4;1;11.0;10.0;6;20.0;1;7.55000019073;10.3000001907;4;17.0;
5;1;12.0;10.0;6;20.0;1;7.55000019073;9.30000019073;4;17.0;
6;1;13.0;10.0;6;20.0;1;8.55000019073;8.5;4;17.0;
7;1;14.0;10.0;6;20.3999996185;1;8.82499980927;8.5;3;17.0;
8;1;14.1800003052;10.1999998093;6;20.7264003754;1;8.82499980927;8.5;3;17.0;
9;1;14.3268795013;10.3632001877;6;21.8194274902;1;8.82499980927;8.5;3;17.3400001526;
10;2;15.2687425613;10.9097137451;5;23.7316036224;1;8.9015007019;8.67000007629;3;17.6278438568;
11;2;17.268743515;11.3658018112;5;24.6045616865;1;8.96626472473;8.81392192841;3;17.869726181;
12;2;19.268743515;11.7372808456;5;25.3428291082;1;9.02068901062;8.93486309052;3;18.786491394;
13;2;20.3926868439;12.0336990356;5;25.9702501297;1;9.22696018219;9.39324569702;3;19.5780620575;
14;2;20.6866130829;12.2662630081;5;26.5108692646;1;11.0206890106;9.78903102875;3;20.2480106354;
15;2;20.9298915863;12.446267128;5;26.8187118769;1;12.0206890106;10.1240053177;3;20.8052330017;
16;2;21.0684204102;12.5;5;27.0402543545;1;13.0206890106;10.4026165009;3;21.2618598938;
17;2;23.1197547913;12.5;5;27.2842636108;1;14.0206890106;10.6309299469;4;21.6314201355;
18;2;24.2295589447;12.5;5;27.5518820286;2;15.0206890106;10.8157100677;4;21.9274635315;
19;2;25.34998703;12.5;6;27.8440244198;2;16.0206890106;10.9637317657;5;22.0;
20;2;26.4814529419;12.5;6;28.1613030434;2;16.9500007629;11.0;5;22.0;
21;2;26.672586441;12.5;6;28.5039470196;2;16.9500007629;11.0;5;22.0;
22;3;26.8267765045;12.5;5;28.871723175;2;16.9500007629;11.0;5;22.0;
23;3;26.992275238;12.5;5;29.263862133;2;16.9500007629;11.0;5;22.0;
24;3;27.1687374115;12.5;5;29.6789975166;2;16.9500007629;11.0;5;22.0;
25;3;27.3555488586;12.5;5;30.1151270866;2;16.9500007629;11.0;5;22.0;
26;3;27.5518074036;12.5;6;30.5695996284;2;16.9500007629;11.0;6;22.0;
