Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;11.0;10.0;5;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;11.0;10.0;5;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;12.0;10.0;5;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;13.0;10.0;4;20.0;1;8.55000019073;8.5;5;17.0;
7;1;14.0;10.0;4;20.3999996185;1;8.82499980927;8.5;5;17.0;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;8.82499980927;8.5;5;17.0;
9;1;14.3268795013;10.3632001877;4;21.8194274902;1;8.82499980927;8.5;5;17.3400001526;
10;2;15.2687425613;10.9097137451;3;23.7316036224;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;17.268743515;11.3658018112;3;24.4945616722;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;19.268743515;11.7372808456;3;25.1075940132;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;20.2868309021;12.0336990356;4;25.5931078196;2;9.22696018219;9.79324531555;5;20.5780620575;
14;2;21.296005249;12.2662630081;4;25.9736851454;2;11.2456893921;9.78903102875;5;21.3555105925;
15;2;22.3052597046;12.446267128;4;26.1018965244;2;13.2456893921;10.1240053177;5;22.0305986404;
16;2;23.3145961761;12.5;4;26.1228116751;2;15.0206890106;10.8927631378;5;22.6161907911;
17;2;24.3240089417;12.5;4;26.1438889503;2;16.0206890106;11.172662735;5;23.1265428066;
18;2;25.3334922791;12.5;4;26.1651208401;2;17.3570919037;10.8157100677;5;23.5759092569;
19;2;25.7743034363;12.5;5;26.1864993572;2;18.0206890106;11.6231098175;5;23.8149644136;
20;2;25.7839241028;12.5;6;26.2080165148;2;18.9500007629;11.725985527;5;23.9952818155;
21;2;25.7936077118;12.5;7;26.2296639681;2;18.9500007629;11.7981128693;5;24.1899158955;
22;2;25.8033485413;12.5;7;26.2514331341;2;18.9500007629;11.0;6;24.399273634;
23;2;25.8131446838;12.5;7;26.2733153105;2;18.9500007629;11.0;7;24.6236231327;
24;2;25.8229923248;12.5;7;26.2953014374;2;18.9500007629;11.0;7;24.8630647659;
25;2;25.8328857422;12.5;7;26.3173824549;2;18.9500007629;11.0;7;25.1175034046;
26;3;25.8428230286;12.5;5;26.3395489454;2;18.9500007629;11.0;8;25.3866217136;
27;3;25.25;12.5;5;26.3617914915;2;19.7119903564;11.0;8;25.6698577404;
28;3;25.25;13.044716835;5;26.3841004372;2;18.9500007629;12.0;8;25.9663875103;
29;3;25.25;13.0536403656;5;26.4064661264;2;18.9500007629;12.9831933975;8;26.2751159668;
30;3;25.25;13.0625867844;5;26.428878665;3;17.911901474;12.0;7;26.5946760178;
31;3;25.25;13.0715513229;5;26.4513280392;3;16.9838027954;13.0;7;26.9234399796;
32;3;25.25;13.0805311203;6;26.4738043547;4;16.0577754974;14.0;5;37.2595415115;
33;3;25.25;13.0895214081;6;26.4962974787;4;16.1833972931;15.0;5;38.0009093285;
34;3;25.25;13.0985193253;6;26.5187973976;4;16.0;17.0;5;38.7197146416;
35;3;25.25;13.1075191498;6;26.5412938595;4;17.0;19.0;6;39.4123601913;
36;3;25.25;13.1165180206;6;26.5637768507;4;18.0;21.0;6;40.0758867264;
37;3;25.25;15.1165180206;6;27.5862361193;4;19.0;23.0;7;40.707968235;
38;3;26.25;18.1165180206;5;27.6386617422;4;19.5204162598;25.0;7;41.3068871498;
39;3;27.25;21.1165180206;6;27.691634655;4;19.6001625061;27.0;7;41.8715014458;
40;3;27.25;24.1165180206;6;27.7451380491;4;19.6721458435;28.8679122925;8;42.4011950493;
41;3;27.25;27.1165180206;7;27.799153924;4;19.7367591858;30.150800705;8;42.8958244324;
42;3;27.25;27.5;7;27.8536632061;4;19.7944602966;31.4228649139;9;43.3556652069;
43;3;27.25;28.1791305542;8;27.9086457491;4;19.8457527161;32.6828422546;9;43.7813577652;
44;4;27.25;28.1879749298;8;27.9640800953;4;19.8911647797;33.9297294617;11;44.069776535;
45;4;27.25;27.5;8;28.0199438334;4;19.8999996185;35.1627998352;11;44.3128671646;
46;4;28.0437412262;27.5;9;28.0762133598;4;19.8999996185;36.3815803528;13;44.5398340225;
47;4;27.25;27.5;11;28.1328639984;4;19.8999996185;37.585849762;12;44.7506799698;
48;4;28.0633106232;27.5;10;28.1898698807;4;19.8999996185;38.7756118774;13;44.9456272125;
49;4;28.073009491;27.5;8;28.2472043037;4;21.8999996185;35.7756118774;13;45.1250829697;
50;4;27.25;27.5;8;28.3048393726;4;23.8999996185;34.7756118774;15;45.289607048;
51;4;27.25;27.5;7;28.3627462387;4;25.2151622772;34.0;16;45.4398756027;
52;4;27.25;27.5;9;28.4208952188;5;26.2489719391;34.0;16;45.5766506195;
53;4;27.25;27.5;9;28.4792555571;6;27.2297458649;34.0;14;60.7007513046;
54;4;27.25;27.5;9;28.5377957821;6;28.2576694489;34.0;15;61.5;
55;4;28.1297855377;27.5;9;28.5964835882;6;27.2576694489;35.0;17;62.1693744659;
56;4;27.25;27.5;11;28.6552858353;7;27.8500003815;36.0;15;77.7572898865;
57;5;27.25;27.5;10;43.6983793974;7;29.8500003815;38.0;15;79.0162696838;
58;5;28.25;28.5;11;44.4874696732;7;31.8500003815;40.0;15;80.1207008362;
59;5;29.25;29.5;11;46.5285301208;7;33.8499984741;41.0;16;81.076379776;
60;4;27.7000007629;28.0;12;30.6316736937;8;35.8499984741;42.0;15;98.6276626587;
61;4;28.0510005951;28.3899993896;13;31.2844871283;8;38.4381027222;44.0;17;99.8649463654;
62;4;28.3185329437;28.6872596741;14;31.7884730101;8;40.514831543;46.0;17;100.81983757;
63;4;28.5187683105;28.9097423553;15;32.028668642;8;42.5500030518;48.0;17;101.527025223;
64;4;28.5999984741;29.0;13;32.0889470577;8;42.1381072998;50.6749992371;18;102.118543625;
65;4;28.5999984741;29.0;14;32.1497573853;8;42.2148323059;52.6749992371;19;102.515695572;
66;4;28.5999984741;29.0;14;32.2110307217;8;42.2500038147;53.6749992371;19;102.747322083;
67;4;26.5999984741;30.7999992371;15;32.2726957798;8;41.5743980408;54.6749992371;20;102.25;
68;4;27.5999984741;29.7999992371;15;32.3346791267;8;41.4249992371;55.6749992371;20;102.527500153;
69;4;25.5999984741;30.0;14;32.396905899;8;41.5082511902;56.6749992371;21;102.75;
70;4;24.5999984741;31.0;15;32.4592995644;8;41.5750007629;57.6749992371;21;105.621873856;
71;4;23.5999984741;32.0;14;32.5217831135;8;42.123249054;58.8926887512;22;108.030228615;
72;4;22.5999984741;33.0;12;32.5842783451;8;42.5848007202;60.0913467407;22;110.029284477;
73;3;19.5999984741;29.0;14;30.0;9;42.9690971375;61.2717170715;21;113.759785891;
74;3;18.5999984741;30.0;14;30.0;9;44.1362228394;63.4347267151;20;115.013681173;
75;3;17.5999984741;31.0;15;30.0;10;48.1362228394;66.5814208984;19;115.508601189;
76;3;16.5999984741;32.0;15;30.0;10;51.3943481445;69.7129364014;20;115.771055222;
77;3;15.5999984741;33.0;13;30.0;10;51.6626281738;72.8000030518;20;115.832820415;
78;3;14.5999984741;34.0;13;30.0;10;51.6996917725;75.8000030518;20;116.894212723;
79;3;14.0;35.0;13;30.0;10;52.7365264893;78.8000030518;19;116.975158691;
80;3;15.0;33.0;14;30.0;10;53.7730941772;81.8000030518;20;117.055783033;
81;3;14.0;34.0;15;30.0;12;50.4055786133;86.8000030518;16;131.636010528;
82;3;14.0;35.0;16;30.0;12;51.3576202393;90.8000030518;16;133.073268533;
83;3;15.0;33.0;14;30.0;12;51.9696350098;95.8000030518;18;135.29996109;
84;3;14.0;34.0;11;30.0;12;53.8260421753;100.800003052;18;136.307976007;
85;4;14.0;35.0;11;30.0;12;54.0227966309;107.361412048;22;137.211627841;
86;4;15.0;33.0;12;30.0;13;56.2211608887;105.371948242;25;138.01337862;
87;4;14.0;34.0;12;30.0;14;54.3013381958;109.800003052;24;138.720153689;
88;3;14.0;35.0;13;30.0;15;54.3720169067;114.800003052;22;139.341748834;
89;3;15.0;33.0;13;30.0;15;56.434173584;113.800003052;24;139.389371872;
90;3;14.0;34.0;13;30.0;16;55.4889373779;116.414833069;23;140.181994081;
91;3;14.0;35.0;13;30.0;16;54.518196106;122.800003052;23;140.709320068;
92;3;15.0;33.0;14;31.0;16;56.5709228516;122.800003052;24;141.911065936;
93;3;15.0;35.0;14;31.0599999428;16;56.5911026001;126.800003052;26;142.218590498;
94;3;16.0;37.0;14;31.1229639053;16;56.6118545532;133.800003052;27;143.540756583;
95;3;17.0;36.0;14;31.1889609098;16;59.7540740967;135.196075439;27;143.898039699;
96;3;16.0;38.0;15;31.2580518723;16;59.7878036499;138.331451416;27;145.271042228;
97;3;16.0;40.0;14;31.3302885294;17;59.9271011353;145.472793579;27;145.690079689;
98;3;17.0;38.0;14;31.4057120085;17;62.966003418;145.619949341;26;148.268453956;
99;3;16.0;39.0;13;31.484351635;17;62.2428436279;149.108673096;26;150.522498965;
100;3;16.0;40.0;11;31.5662232637;18;62.515045166;156.144317627;23;152.453747511;
