Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;11.0;10.0;5;20.0;1;7.55000019073;11.3000001907;3;17.0;
4;1;11.0;10.0;5;20.0;1;7.55000019073;10.3000001907;3;17.0;
5;1;12.0;10.0;5;20.0;1;7.55000019073;9.30000019073;3;17.0;
6;1;13.0;10.0;5;20.0;1;8.55000019073;8.5;3;17.0;
7;1;14.0;10.0;5;20.3999996185;2;8.82499980927;9.10000038147;1;18.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;8.82499980927;9.10000038147;1;18.0674999952;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;8.82499980927;9.14050006866;1;18.4895108938;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;8.9015007019;9.35970687866;1;18.8647230864;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;8.96626472473;9.55604934692;1;19.1995335817;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;9.02068901062;9.73274707794;1;20.2548673153;
13;1;17.8187427521;12.0336990356;5;24.5325260162;2;9.22696018219;10.2742710114;2;21.1974108219;
14;1;18.8187427521;12.2662630081;5;24.892534256;2;11.0206890106;10.7606401443;2;22.0314099789;
15;1;19.8187427521;12.446267128;5;25.0;2;13.0206890106;11.1940450668;2;22.7663766146;
16;1;20.8187427521;12.5;5;25.0;2;15.0206890106;11.5793027878;2;23.4149770737;
17;1;21.8187427521;12.5;5;25.0;2;16.0206890106;11.9228000641;2;23.9911694527;
18;1;22.8187427521;12.5;5;25.0;2;17.0206890106;12.2315597534;2;24.5087993145;
19;1;23.25;12.5;5;25.0;2;18.0206890106;12.5125331879;3;24.8180098534;
20;1;23.25;12.5;5;25.0;2;18.9500007629;12.6908054352;3;25.0697143078;
21;1;23.25;12.5;6;25.0;2;18.9500007629;12.8418283463;3;25.3361742496;
22;1;23.25;12.5;6;25.0;2;18.9500007629;13.001704216;3;25.616874218;
23;1;23.25;12.5;7;25.0;2;18.9500007629;13.5318117142;3;25.911039114;
24;1;23.25;12.5;7;25.0;2;18.9500007629;13.7377271652;3;26.2176237106;
25;2;23.25;12.5;7;25.0;2;18.9500007629;13.9523363113;5;26.5353112221;
26;2;23.25;12.5;7;25.0;2;18.9500007629;14.1747179031;5;26.8625197411;
27;2;23.25;12.5;7;25.0;2;18.9500007629;14.4037637711;5;27.1974248886;
28;3;23.25;12.5;5;49.0;2;18.9500007629;14.6381969452;5;27.5379900932;
29;3;24.25;13.5;6;50.4400005341;2;18.9500007629;14.8765926361;7;27.8820104599;
30;3;25.25;14.5;6;51.6000652313;2;18.9500007629;15.1174068451;7;28.2271661758;
31;3;25.25;15.5;6;52.5044498444;2;16.9500007629;17.1174068451;7;28.5710821152;
32;3;25.25;16.5;6;53.1908378601;2;15.9500007629;19.1174068451;7;28.9113931656;
33;3;25.25;17.5;6;53.7008552551;2;14.9500007629;21.1174068451;8;29.2458081245;
34;3;25.25;18.5;7;54.0;2;14.0;22.9703884125;9;29.5721731186;
35;3;25.25;19.5;7;54.0;2;14.0;24.3293914795;9;29.888525486;
36;3;25.25;20.5;7;54.0;2;14.0;25.6773796082;10;30.1931390762;
37;3;25.25;21.5;7;54.0;2;14.0;27.0124530792;10;30.4845581055;
38;3;25.25;22.5;7;55.0;2;15.0;25.3330135345;10;30.7616167068;
39;3;26.25;25.5;7;55.0399999619;2;16.0;24.6377792358;10;31.0234470367;
40;3;27.25;28.5;8;55.0811839104;2;17.0;23.9257926941;11;31.2694759369;
41;3;27.7365322113;31.5;8;55.1235535145;2;18.0;23.1964225769;12;31.4994077682;
42;3;27.7555999756;34.5;9;55.1671074629;2;18.9500007629;22.4493484497;12;31.7132005692;
43;3;27.7751979828;37.5;10;55.211841464;2;18.9500007629;21.6845207214;12;31.9110393524;
44;3;27.7953281403;38.5;10;55.2577478886;3;18.9500007629;21.9021434784;10;47.0932998657;
45;3;27.8159866333;39.5;11;55.3048160076;4;19.9500007629;22.1026306152;9;48.010515213;
46;3;27.25;40.5;11;55.3530313969;4;20.9500007629;22.286567688;10;48.8327188492;
47;5;27.25;41.5;9;70.4023760557;4;21.9500007629;22.4546775818;10;49.5598249435;
48;5;28.25;43.5;10;71.2028282881;4;22.9500007629;22.6077880859;11;50.1951675415;
49;5;29.25;45.5;10;71.9237370491;5;23.9500007629;22.7467880249;9;60.7013263702;
50;5;29.25;47.5;10;72.564239502;5;25.9500007629;26.7467880249;9;61.4690895081;
51;5;29.25;49.5;10;73.1268258095;5;27.0717964172;30.7467880249;8;62.1514177322;
52;6;29.25;51.5;9;73.6164714098;5;27.141078949;34.7467880249;8;62.7547016144;
53;6;29.25;52.5;9;75.0397651196;5;28.1986217499;39.7467880249;7;64.1920347214;
54;6;30.25;54.5;10;75.4441196918;5;30.2250003815;44.7467880249;8;64.5922182798;
55;6;31.25;56.5;11;75.7983227968;5;31.474187851;45.8250007629;9;64.9759082794;
56;6;31.4932670593;58.5;11;76.0159989595;5;32.5007095337;46.8250007629;10;65.3448189497;
57;6;31.5027999878;60.5;12;76.1183617115;5;33.5297241211;47.8250007629;11;65.7009837627;
58;6;31.5125999451;62.5;12;76.2225846052;5;34.5614013672;47.8250007629;12;66.0466428995;
59;6;31.5226650238;63.5;14;76.3285973072;5;34.9166870117;48.8250007629;14;66.3841401339;
60;6;31.5329933167;63.5999984741;16;77.0063233376;5;35.4019966125;47.8250007629;14;66.7158294916;
61;6;31.5435829163;63.5999984741;17;79.819958806;5;35.510684967;47.8250007629;14;66.9399158955;
62;6;32.0103034973;65.0999984741;17;82.0323088169;6;35.5677337646;47.8250007629;10;67.149273634;
63;6;33.0510025024;67.0332183838;17;83.7512264252;6;35.0750007629;47.8250007629;10;67.3736231327;
64;6;34.3185348511;67.9245223999;18;85.003223896;6;35.0750007629;47.8250007629;11;67.6130647659;
65;7;35.5187683105;68.5204315186;17;98.3846553564;6;27.2250003815;42.8250007629;11;69.8675034046;
66;7;37.5999984741;69.654296875;18;98.8507752419;6;28.2250003815;43.8250007629;11;70.8866217136;
67;7;39.5999984741;70.6994934082;19;99.2925496101;6;29.2250003815;44.8250007629;12;71.8392322063;
68;7;42.5999984741;72.7462844849;20;99.7118337154;6;29.2250003815;45.8250007629;12;72.7236773968;
69;7;44.2627220154;74.7946090698;21;100.110585451;7;29.2250003815;46.8250007629;12;73.590965271;
70;7;45.3168449402;76.8444519043;21;100.461299658;7;29.2250003815;47.8250007629;11;76.2234034538;
71;7;44.3714141846;78.8957443237;21;100.688647747;7;27.3532505035;49.0910644531;12;78.5168852806;
72;7;44.4263038635;80.9484329224;21;100.919055223;7;28.4602508545;48.9289894104;12;80.5048184395;
73;7;44.4813728333;82.0024414062;22;101.152060509;7;30.5484008789;49.359287262;13;82.2244958878;
74;7;43.8364982605;83.0577011108;23;101.387179136;7;32.0563354492;49.722618103;13;83.5061116219;
75;8;43.5915412903;82.1141052246;20;102.623908043;7;33.125;49.9328536987;14;84.3961062431;
76;9;44.6463623047;84.1715545654;21;102.921728849;6;34.125;50.0935897827;15;85.1679849625;
77;9;45.1778373718;83.2299346924;21;103.223076344;6;32.8499984741;51.2000007629;15;85.5860228539;
78;10;44.754825592;83.2891387939;19;103.527484536;6;31.8500003815;52.2000007629;15;85.9967284203;
79;10;43.8082122803;85.349029541;21;103.834476709;6;30.8500003815;53.2000007629;16;86.3968267441;
80;10;43.8608703613;86.4094696045;22;104.143570542;7;29.8500003815;54.2000007629;15;86.7833471298;
81;10;43.9126853943;87.4703216553;22;104.454279542;7;29.4500007629;55.2000007629;15;87.1537103653;
82;11;43.9635543823;88.5314483643;22;104.766118288;7;29.4500007629;56.2000007629;16;87.5057888031;
83;12;44.0133743286;89.5926895142;22;105.078603387;7;29.4500007629;57.2000007629;17;87.8379411697;
84;12;44.7620582581;90.6539001465;23;105.391257286;7;29.4500007629;58.2000007629;17;88.149023056;
85;12;45.1095237732;91.7149353027;24;105.703610539;7;29.4500007629;59.2000007629;17;88.438369751;
86;13;46.1557006836;92.56590271;23;106.015203834;6;29.4500007629;60.2000007629;18;88.7057619095;
87;13;47.2005310059;92.6502227783;22;106.325590134;6;29.4500007629;61.2000007629;17;88.9513778687;
88;14;49.2439575195;93.7336883545;22;108.634334803;6;29.4500007629;62.2000007629;17;89.1757297516;
89;15;52.2859420776;95.8160934448;20;109.061019659;5;29.4500007629;63.2000007629;17;89.3796052933;
90;15;54.3264541626;97.8972625732;20;109.491168499;5;29.4500007629;65.1999969482;16;89.5640001297;
91;15;55.3654670715;99.9770355225;21;109.924533129;5;29.4500007629;67.1999969482;16;89.7300596237;
92;15;53.6654663086;103.055229187;22;110.360864639;5;29.4500007629;69.1999969482;17;89.8790245056;
93;16;53.1999969482;105.131713867;22;110.799912691;5;29.4500007629;71.1999969482;14;90.0;
94;16;54.1999969482;105.806358337;23;112.189417601;5;29.4500007629;73.1999969482;14;90.0;
95;16;55.1999969482;106.083427429;23;113.647025108;5;29.4500007629;75.1999969482;15;90.0;
96;16;56.1503410339;106.36844635;24;115.168383121;5;29.4500007629;77.1999969482;16;90.0;
97;16;56.3404502869;106.659362793;24;116.748269558;5;29.4500007629;79.1999969482;16;90.0;
98;16;56.5295448303;106.953910828;25;119.380682468;5;30.4500007629;78.1999969482;17;90.0;
99;17;57.7160301208;108.249656677;24;123.218949437;5;29.4500007629;80.1999969482;18;90.0;
100;18;61.8983955383;109.249656677;21;138.239583611;4;27.4500007629;66.1999969482;17;78.0;
