Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;11.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;11.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;12.0;10.0;6;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;13.0;10.0;6;20.0;1;8.55000019073;8.5;5;17.0;
7;1;14.0;10.0;6;20.3999996185;1;8.82499980927;8.5;5;17.0;
8;2;14.6300001144;10.1999998093;5;21.7264003754;2;8.82499980927;9.10000038147;4;18.0;
9;2;14.7768793106;10.3632001877;5;22.8394274712;2;8.82499980927;9.10000038147;4;18.3625001907;
10;2;15.2777423859;10.9097137451;5;23.7717995644;2;8.9015007019;9.28349971771;4;18.673120141;
11;2;17.2777423859;11.3658018112;5;24.5351434946;2;8.96626472473;9.44108772278;4;18.9485006332;
12;2;19.2777423859;11.7372808456;5;25.1485489607;2;9.02068901062;9.58212757111;4;19.8994761705;
13;2;20.3052597046;12.0336990356;5;25.6344225407;2;9.22696018219;10.0610370636;5;20.7259613276;
14;2;20.535490036;12.2662630081;5;26.0153459311;2;11.0206890106;10.4777708054;5;21.4315189123;
15;2;20.706905365;12.446267128;5;26.1438889503;2;13.0206890106;10.83411026;5;22.025033474;
16;2;20.764749527;12.5;5;26.1651208401;2;15.0206890106;11.1344966888;5;22.518622756;
17;2;22.725944519;12.5;5;26.1864993572;2;16.0206890106;11.3849878311;4;22.9258009195;
18;2;23.7355651855;12.5;5;26.2080165148;2;17.0206890106;11.592338562;4;23.2601013184;
19;2;24.7452487946;12.5;5;26.2296639681;2;18.0206890106;11.7633142471;4;23.3715156317;
20;2;25.754989624;12.5;5;26.2514331341;2;18.9500007629;11.8229093552;4;23.4109945297;
21;2;25.8131446838;12.5;7;26.2733153105;2;18.9500007629;11.8465967178;4;23.4510527849;
22;2;25.8229923248;12.5;7;26.2953014374;2;18.9500007629;11.870631218;7;23.4916670322;
23;2;25.8328857422;12.5;7;26.3173824549;2;18.9500007629;12.0441665649;7;23.5328121185;
24;2;25.8428230286;12.5;7;26.3395489454;2;18.9500007629;12.072968483;8;23.5744614601;
25;2;25.8527965546;12.5;7;26.3617914915;2;18.9500007629;12.1021232605;8;23.6165868044;
26;2;25.8628063202;12.5;9;26.3841004372;2;18.9500007629;12.1316108704;8;23.6591582298;
27;2;25.872844696;12.5;9;26.4064661264;2;18.9500007629;12.1614103317;8;23.7021443844;
28;2;25.8829097748;12.5;9;26.428878665;2;18.9500007629;12.1915006638;8;23.7455126047;
29;2;25.8929958344;12.5;9;26.4513280392;3;18.9500007629;12.2218589783;8;23.789228797;
30;2;25.25;13.0805311203;10;26.4738043547;4;18.9500007629;12.2524604797;7;23.8332576752;
31;2;25.25;13.0895214081;10;26.4962974787;4;17.3624839783;12.0;7;23.8775627613;
32;2;25.25;13.0985193253;10;26.5187973976;4;16.3724517822;13.0;7;23.9221067429;
33;3;25.25;13.1075191498;8;39.2912938595;4;15.3824748993;14.0;7;23.9668513536;
34;3;26.25;13.1165180206;8;39.95127666;4;14.4425411224;15.0;7;24.0117576122;
35;3;27.25;13.1255111694;8;40.5577660799;4;14.4526453018;16.0;7;24.0567855835;
36;3;28.25;13.1344947815;8;41.108101964;4;14.4627761841;17.0;7;24.1018953323;
37;3;29.25;16.1344947815;8;41.6017963886;4;14.4729261398;18.0;7;24.1470463276;
38;3;30.25;19.1344947815;8;42.0401984453;4;14.4830856323;19.0;8;24.1921977997;
39;3;31.25;22.1344947815;8;42.4260801077;4;14.4932441711;20.0;8;24.237308979;
40;3;32.25;25.1344947815;9;42.7632101774;4;14.5033950806;21.0;8;24.2823390961;
41;3;33.25;28.1344947815;11;43.055958271;4;14.5135269165;22.0;8;24.327247858;
42;3;34.25;28.1879749298;11;43.3089621067;4;14.5236301422;23.0;8;24.3719949722;
43;3;35.25;28.1967811584;11;43.5138677359;4;14.5336990356;24.0;8;24.4165410995;
44;3;36.25;28.2055473328;12;43.5356714725;4;14.5437221527;25.0;8;25.4608473778;
45;3;37.25;28.2142677307;13;43.5573554039;4;15.5536909103;26.0;8;26.5798757076;
46;3;38.25;28.2229423523;12;43.5789107084;4;17.5635967255;27.0;9;26.8109074831;
47;3;39.25;28.2315635681;13;43.6003289223;4;18.8332672119;28.0;10;27.0569585562;
48;3;40.25;28.2401313782;13;43.6216015816;4;19.1378154755;29.0;10;27.3189021349;
49;3;41.25;28.2486400604;13;43.6427206993;4;19.1967525482;30.0;11;27.5975902081;
50;3;42.25;28.2570877075;13;43.6636784077;4;20.2594566345;28.0;12;27.8938349485;
51;3;42.3250007629;28.2654724121;13;43.6844670773;4;19.3261127472;29.0;12;28.2083871365;
52;4;42.3250007629;28.2737865448;7;53.7050794363;4;19.0;30.0;13;28.5419101715;
53;4;43.3250007629;29.2820320129;8;54.12550807;4;20.0;32.0;14;28.8949531317;
54;4;44.3250007629;30.2902030945;8;54.5201470852;4;21.0;34.0;15;29.2679202557;
55;4;44.3250007629;31.2982978821;9;56.3565578461;4;22.0;36.0;15;29.661039114;
56;4;45.1141891479;32.7999992371;9;57.8807611465;4;22.9500007629;38.0;16;30.0743277073;
57;4;45.7539138794;34.1899986267;11;59.1361408234;4;22.9500007629;40.0;16;30.507563591;
58;4;46.2652053833;35.4872589111;11;60.1642694473;4;23.6514396667;40.0;17;30.9602532387;
59;4;46.66979599;36.7097396851;11;60.7216777802;4;23.7119903564;40.7905387878;18;31.4316084385;
60;4;46.7999992371;37.7999992371;12;61.0115184784;4;23.775718689;40.3379249573;17;31.9205262661;
61;4;46.7999992371;38.7999992371;12;61.2702503204;4;23.8424377441;39.5495529175;18;32.4255797863;
62;4;46.7999992371;39.7999992371;14;61.499792099;5;23.911901474;38.7655105591;17;42.9450175762;
63;4;46.7999992371;40.1999168396;15;61.7023172379;5;25.6971340179;36.8037338257;17;43.8767762184;
64;4;46.7999992371;40.2809257507;15;61.8801298141;5;26.7809257507;36.8037338257;18;44.7929065228;
65;4;44.7999992371;41.3520507812;15;62.0;5;27.9235210419;36.8037338257;20;45.6596810818;
66;4;43.7999992371;42.4000015259;15;62.0;5;29.7709922791;35.4979820251;20;46.5016357899;
67;4;42.7999992371;43.4000015259;16;62.0;6;30.4628677368;36.0;20;47.3185634613;
68;4;41.7999992371;44.4000015259;16;62.0;6;29.005657196;38.0;20;48.1080164909;
69;4;40.7999992371;45.4000015259;16;62.0;6;27.6501235962;41.0;22;48.8679776192;
70;4;39.7999992371;46.4000015259;17;62.0;6;27.7041110992;44.0;22;49.5968322754;
71;4;38.7999992371;47.4000015259;17;62.0;6;27.7525691986;46.5750007629;18;50.2933425903;
72;4;37.7999992371;48.4000015259;17;62.0;6;27.7958450317;48.5750007629;18;50.9566235542;
73;4;36.7999992371;49.4000015259;17;62.0;6;27.8343162537;50.0113258362;18;51.5861234665;
74;4;35.7999992371;50.4000015259;19;62.0;6;27.8683738708;51.2047424316;19;53.0775299072;
75;4;34.7999992371;51.4000015259;20;62.0;7;29.875;50.3951454163;18;53.5641379356;
76;4;34.2000007629;51.6000022888;20;62.0;7;31.8574333191;50.5819091797;19;54.0329316854;
77;4;34.2000007629;51.6000022888;20;62.0;7;31.9157009125;50.7644729614;22;55.5167140961;
78;4;34.2000007629;51.6000022888;20;62.0;7;31.0340270996;49.9732551575;23;56.8209205866;
79;4;34.2000007629;51.6000022888;21;62.0;7;31.1821136475;50.7720603943;23;57.964817524;
80;4;34.2000007629;55.9000015259;21;62.0;7;32.2990341187;53.1053199768;24;58.9682556391;
81;4;34.2000007629;57.0;21;62.0;7;32.8415794373;53.5781707764;25;60.6283136606;
82;4;34.2000007629;58.0;22;62.0;8;33.9453468323;54.8184127808;24;61.1940499544;
83;4;34.2000007629;58.2000007629;22;62.0;8;32.9453468323;57.0233840942;26;61.7472373247;
84;4;34.2000007629;58.2000007629;22;62.0;8;32.5499992371;59.2235145569;27;62.2893155813;
85;4;34.2000007629;58.2000007629;23;62.0;8;32.8650550842;61.4183959961;27;62.8220391273;
86;4;34.2000007629;58.2000007629;23;62.0;8;32.9016036987;63.6077156067;28;63.3473869562;
87;4;34.2000007629;58.2000007629;23;62.0;8;32.9017944336;64.3840789795;29;63.8674689531;
88;4;34.2000007629;58.2000007629;23;62.0;9;32.5499992371;67.2570419312;29;64.3844399452;
89;4;34.2000007629;58.2000007629;24;62.0;9;32.5499992371;69.5722961426;30;64.7957341671;
90;4;34.2000007629;58.2000007629;24;62.0;9;32.5499992371;71.8978881836;30;65.2042967081;
91;4;34.2000007629;58.2000007629;25;62.0;9;32.5499992371;74.2344818115;32;65.6278576851;
92;5;34.2000007629;58.2000007629;24;62.0599999428;10;32.5499992371;78.1087036133;31;66.0666943789;
93;5;34.2000007629;58.233001709;24;62.1205639839;10;32.5499992371;81.0043182373;31;66.51978302;
94;5;34.2000007629;58.2663116455;25;62.1816241741;10;32.5499992371;82.8552856445;31;66.9088492393;
95;5;34.2000007629;58.2998962402;27;62.2431106567;10;32.5499992371;83.9043121338;32;67.3177185059;
96;5;34.2000007629;58.3337135315;27;62.3049507141;10;32.5499992371;84.9543457031;33;67.7449214458;
97;5;34.2000007629;58.3677253723;27;62.3670701981;10;32.5499992371;86.005279541;33;68.1885414124;
98;5;34.2000007629;58.401889801;27;62.4293935299;10;32.5499992371;87.0570144653;33;68.6462202072;
99;5;34.2000007629;58.4361686707;30;62.4918437004;10;32.5499992371;88.1094512939;35;69.1151893139;
100;5;34.2000007629;58.4705162048;30;62.5543429852;10;32.5499992371;89.1624832153;35;69.5923230648;
