Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;11.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;11.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;2;12.4499998093;10.0;5;21.0;1;7.55000019073;9.30000019073;5;17.0;
6;2;13.4499998093;10.0;5;21.0900000334;1;8.55000019073;8.5;5;17.0;
7;2;14.4905004501;10.0;5;21.5980186462;1;8.82499980927;8.5;4;17.0;
8;2;14.7191085815;10.1999998093;5;22.0418490171;1;8.82499980927;8.5;4;17.0;
9;2;14.9188308716;10.3632001877;5;23.3017349243;1;8.82499980927;8.5;4;17.3400001526;
10;2;15.4857807159;10.9097137451;4;24.3994617462;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;17.4857807159;11.3658018112;4;25.3481024504;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;19.4857807159;11.7372808456;4;26.1681330204;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;20.7640724182;12.0336990356;4;26.8832330704;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;21.097454071;12.2662630081;4;27.5170819759;1;11.0206890106;9.78903102875;5;20.2480106354;
15;2;21.382686615;12.446267128;4;27.923101902;1;12.0206890106;10.1240053177;5;20.8052330017;
16;2;21.5653953552;12.5;4;28.2468910217;1;13.0206890106;10.4026165009;5;21.2618598938;
17;2;23.6627426147;12.5;3;28.5960328579;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;24.8198566437;12.5;3;28.9701628685;1;15.0206890106;10.8157100677;5;21.9274635315;
19;2;25.9882144928;12.5;3;29.3683638573;1;16.0206890106;10.9637317657;5;22.0;
20;2;27.1674041748;12.5;3;29.7891087532;1;16.9500007629;11.0;6;22.0;
21;2;27.4050979614;12.5;5;30.2302284241;1;16.9500007629;11.0;6;22.0;
22;2;27.603603363;12.5;5;30.6889076233;1;16.9500007629;11.0;6;22.0;
23;2;27.8100090027;12.5;6;31.1617178917;1;16.9500007629;11.0;6;22.0;
24;2;28.0227737427;12.5;6;31.6446905136;1;16.9500007629;11.0;6;22.0;
25;2;28.2401103973;12.5;6;32.1334280968;1;16.9500007629;11.0;6;22.0;
26;3;28.4600429535;12.5;5;32.6232500076;1;16.9500007629;11.0;6;22.0;
27;3;28.6804618835;12.5;5;33.1093654633;1;16.9500007629;11.0;8;22.0;
28;3;28.8992137909;12.5;5;33.587059021;1;16.9500007629;11.0;8;22.0;
29;3;29.1141777039;12.5;5;34.0518712997;1;16.9500007629;11.0;8;22.0;
30;3;25.1141777039;14.5;5;34.4997692108;1;14.9500007629;12.0;8;22.0;
31;3;25.1141777039;14.5;5;34.927280426;1;13.9500007629;13.0;9;22.0;
32;3;22.25;16.5;5;35.3315906525;1;12.9500007629;14.0;9;22.0;
33;3;21.25;18.5;5;35.7105960846;1;12.0;15.0;10;22.0;
34;3;21.25;17.5;5;36.0629110336;1;12.0;16.0;10;22.0;
35;3;19.25;19.5;5;36.3878383636;2;12.0;17.0;9;31.5;
36;3;18.25;21.5;6;36.6853075027;2;13.0;18.0;9;31.8800001144;
37;4;20.25;22.5;4;46.8357868195;1;12.0;19.0;9;22.0;
38;4;21.25;24.5;4;47.4378442764;2;12.0;20.0;8;22.0;
39;4;23.25;26.5;4;47.9914121628;2;12.0;21.0;8;22.0;
40;4;24.25;28.5;4;48.4972486496;2;12.0;22.0;8;22.0;
41;5;26.25;31.5;2;49.9568052292;2;12.0;23.0;8;22.0;
42;5;29.25;34.5;3;51.4120903015;2;12.0;24.0;8;22.0;
43;5;32.25;36.6781272888;3;51.77485919;2;12.0;25.0;9;22.0;
44;5;34.25;38.7000007629;4;52.0620026588;2;12.0;26.0;10;22.0;
45;5;35.7272644043;40.7000007629;5;52.3294073343;2;12.0;27.0;10;22.0;
46;5;36.7412948608;42.1668434143;5;52.5784369707;2;12.0;28.0;11;22.0;
47;5;37.2649688721;43.1847381592;5;52.8105469942;2;12.0;29.0;12;22.0;
48;5;37.3487625122;43.2030982971;6;52.993524909;2;12.0;30.0;13;22.0;
49;5;37.4099197388;43.2219276428;6;53.0751583576;2;13.0;28.0;13;22.0;
50;5;37.4249572754;43.2412109375;6;53.1584521532;2;12.0;29.0;14;22.0;
51;5;37.4402351379;43.2609519958;8;53.2433701754;2;12.0;30.0;15;22.0;
52;4;29.8307437897;38.2811317444;8;40.8298711777;3;13.0;28.0;13;34.5;
53;4;30.8464794159;36.3017463684;9;40.9179087877;3;13.0;29.0;14;34.5;
54;4;31.8624305725;35.3227806091;9;41.0074315071;3;14.0;30.0;14;34.5;
55;4;32.25;33.7000007629;9;41.0983828306;3;16.0;28.0;15;34.5;
56;4;33.25;32.7000007629;10;41.1907007694;3;16.0;29.0;15;34.5;
57;5;35.25;33.5;9;43.7234326601;3;17.0;30.0;16;34.5;
58;5;37.7000007629;35.0;10;45.0598357916;3;19.0;28.0;16;34.5;
59;6;38.7107658386;36.3899993896;11;70.1789175272;3;21.0;28.0;16;34.5;
60;6;39.6410598755;38.6872596741;11;72.7988371849;3;22.625;28.0;17;34.5;
61;6;40.9645843506;40.9097442627;11;74.8134975433;3;23.625;28.0;17;34.5;
62;6;41.153842926;42.0;13;76.3266824484;3;24.5750007629;28.0;14;34.5;
63;6;41.2479476929;43.0;13;77.5602412224;3;24.5750007629;28.0;15;34.5;
64;6;41.3295059204;44.0;13;78.453364253;4;25.5750007629;28.0;14;36.5;
65;5;39.3499984741;39.0;15;49.1810778379;5;27.5750007629;29.0;13;66.2413041592;
66;6;39.3499984741;39.0;15;49.4410533905;5;29.5750007629;31.0;13;66.3244056702;
67;6;37.3499984741;40.0;15;49.7066837549;6;31.1264152527;33.0;12;66.4449689388;
68;6;36.3499984741;41.0;15;49.9776285887;6;32.1844482422;35.0;12;66.6029219627;
69;6;35.3499984741;42.0;16;50.2535119057;6;33.2478065491;36.0;12;66.7983009815;
70;6;32.3499984741;44.0;16;50.5339224339;6;34.3168029785;36.0;12;67.0311968327;
71;6;32.3499984741;44.0;16;50.818416357;6;35.3917350769;36.0;12;67.3017055988;
72;6;31.3499984741;43.0;17;51.1065192223;6;36.4728775024;36.0;12;67.6098599434;
73;6;28.5999984741;45.0;16;51.3977286816;6;37.5604629517;36.0;11;67.9555716515;
74;6;27.5999984741;47.0;16;51.6915171146;6;36.65467453;37.0;10;68.3385682106;
75;7;27.5999984741;46.0;13;54.610959053;5;34.7556304932;33.0;10;65.8952550888;
76;7;26.5999984741;49.0;13;55.1804788113;5;34.4230384827;34.0;10;67.0964748859;
77;7;26.5999984741;52.0;13;55.7712473869;5;34.5715675354;36.0;11;67.4676958323;
78;7;26.5999984741;52.0;13;56.3825466633;5;35.6783027649;38.0;11;67.8785989285;
79;7;24.5999984741;55.0;13;57.0132884979;5;35.7928237915;40.0;11;68.3302108049;
80;8;23.5999984741;58.0;12;57.6619787216;5;36.3690185547;42.0;12;70.5220559835;
81;9;23.5999984741;57.0;11;58.3266906738;5;36.3856887817;44.0;13;72.4134931564;
82;9;22.0;59.0;12;59.0050599575;5;36.7952690125;45.0;14;74.0179493427;
83;9;23.0;58.0;11;59.6942911148;5;37.1404876709;46.0;13;75.0890958309;
84;9;23.0;57.0;11;60.391191721;5;37.3216629028;48.0;13;75.944576025;
85;9;22.0;59.0;11;61.0922298431;5;37.5072212219;50.0;14;76.7878792286;
86;9;23.0;58.0;12;61.7936120033;5;35.6957550049;53.0;15;77.678953886;
87;10;25.0;57.0;10;62.4913840294;5;34.8857421875;55.5395774841;15;78.6147608757;
88;10;27.0;57.0;11;63.1815428734;5;34.075592041;58.0020980835;16;79.5910124779;
89;10;29.0;57.0;12;63.8601605892;5;33.263710022;60.5044898987;17;80.6020669937;
90;10;28.0;59.0;13;64.5235009193;5;32.4485282898;63.0448074341;17;81.6408748627;
91;10;28.0;63.0;14;65.1681349277;5;31.628572464;65.619644165;19;82.6990022659;
92;11;28.0;67.0;13;65.791030407;5;30.8025054932;68.2240905762;18;83.766764164;
93;11;28.75;71.0;14;66.3896281719;5;29.9691696167;70.8517456055;19;84.8334760666;
94;11;28.75;75.0;12;66.961884737;5;30.1276054382;73.4949188232;20;85.8878316879;
95;11;28.75;79.0;13;68.5062923431;5;30.2770729065;76.1448974609;20;86.9183893204;
96;11;29.75;81.0;14;69.0818698406;5;31.4170608521;75.792427063;21;87.9141235352;
97;11;30.75;84.0;14;69.6311001778;5;30.5472679138;78.4281768799;22;88.864979744;
98;11;30.75;87.0;15;70.1181954145;5;31.6675930023;78.4281768799;23;89.7623815536;
99;11;31.75;86.1270675659;17;70.5570411682;5;31.7781200409;78.4281768799;22;90.5996055603;
100;12;30.75;88.4511566162;16;70.9737375975;5;30.8790779114;81.4281768799;23;91.372013092;
