Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;2;7.0;12.6999998093;5;18.0;
3;1;8.0;10.0;4;21.0;2;7.7000002861;11.3000001907;5;18.0225000381;
4;1;8.14999961853;10.5;4;21.8400001526;2;7.70337533951;10.3000001907;5;18.0452762842;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;7.70679187775;9.30000019073;5;18.0683217049;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;8.79037284851;8.5;5;18.0916290283;
7;1;10.194486618;11.543302536;4;23.5283432007;2;9.07061672211;8.5;5;18.1151903868;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;9.07591724396;8.5;5;18.4901496172;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;9.16028404236;8.67000007629;5;18.8136461973;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;9.23307037354;8.81392192841;5;19.0918638706;
11;1;10.6065406799;12.4589796066;5;25.0;2;9.29566955566;8.93486309052;5;20.0578551292;
12;1;12.5272569656;12.5;5;25.0;2;9.51301670074;9.39324569702;5;20.9000086784;
13;1;13.5272569656;12.5;5;25.0;2;9.702501297;9.78903102875;5;21.6218839884;
14;1;14.5272569656;12.5;5;25.0;2;11.5360813141;10.1240053177;5;22.2323594093;
15;1;15.5272569656;12.5;5;25.0;2;13.5360813141;10.4026165009;5;22.7435435057;
16;1;16.527256012;12.5;5;25.0;2;15.5360813141;10.6309299469;5;23.1689382792;
17;1;17.527256012;12.5;5;25.0;2;16.5729026794;10.8157100677;5;23.5220617056;
18;1;17.625;12.5;5;25.0;2;17.5857448578;10.9637317657;5;23.6528871059;
19;1;17.625;12.5;6;25.0;2;18.5988578796;11.0;5;23.7123433352;
20;1;17.625;12.5;7;25.0;2;19.3352775574;11.0;5;23.7729201317;
21;1;17.625;12.5;7;25.0;2;19.3489074707;11.0;5;23.8345659971;
22;1;17.625;12.5;8;25.0;2;19.36277771;11.0;6;23.8972244263;
23;1;17.625;12.5;8;25.0;2;19.3768768311;11.0;7;23.9608341455;
24;1;17.625;12.5;8;25.0;2;18.9500007629;11.9804172516;7;24.0253293514;
25;1;17.625;12.5;7;25.0;2;18.9500007629;12.0126647949;7;24.0906395912;
26;1;17.625;12.5;7;25.0;2;18.9500007629;12.0453195572;7;24.1566903591;
27;1;17.625;12.5;7;25.0;2;18.9500007629;12.0783452988;7;24.2234034538;
