Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;2;8.0;10.1999998093;5;22.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;8.29999923706;10.5;5;22.9600001574;1;7.55000019073;10.3000001907;5;17.0;
5;2;8.44400024414;10.9200000763;5;23.7831997871;1;7.55000019073;9.30000019073;5;17.0;
6;2;9.55793762207;11.2650718689;5;24.4868569374;1;8.55000019073;8.5;5;17.0;
7;2;10.5095434189;11.543302536;5;25.0910207033;1;8.82499980927;8.5;5;17.0;
8;2;10.6454792023;11.7641716003;5;25.8669151068;1;8.82499980927;8.5;5;17.0;
9;2;10.8200559616;12.0549411774;5;26.537733674;1;8.82499980927;8.5;5;17.3400001526;
10;2;10.970990181;12.2827939987;5;27.1273117065;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;11.1036453247;12.4589796066;5;27.4698493481;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;13.1036453247;12.5;5;27.7546267509;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;15.1036453247;12.5;5;28.0643947124;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;16.2960300446;12.5;5;28.3995049;2;11.0206890106;10.1890306473;5;21.2480106354;
15;2;17.3714294434;12.5;5;28.7598693371;2;13.0206890106;10.5240049362;5;21.9127329588;
16;2;18.4525108337;12.5;5;29.1448850632;2;15.0206890106;10.8456163406;5;22.4872255325;
17;2;19.5391387939;12.5;5;29.5533680916;2;16.0206890106;11.1210765839;5;22.9857510328;
18;2;20.6310482025;12.5;5;29.98350811;2;17.3254127502;10.8157100677;5;23.4225862026;
19;2;20.7462882996;12.5;5;30.4328455925;2;18.3570919037;10.9637317657;5;23.6484457254;
20;2;20.8473892212;12.5;7;30.8982858658;2;19.3208999634;11.0;6;23.8149644136;
21;2;20.9521141052;12.5;7;31.3761482239;2;19.3583679199;11.0;6;23.9952818155;
22;2;19.625;13.5;8;31.8622565269;2;18.9500007629;11.9976406097;5;24.1899158955;
23;2;20.625;12.5;8;32.3520669937;2;18.9500007629;12.0949583054;5;24.399273634;
