File;Entries;Mean;Mean_normalized;Variance;Variance_normalized;Sample_Estimation;Sample_Estimation_binomial
SP_REPLICON/SP_CHATO;70;-0.2714285714285714;0.36428571428571427;0.9252587991718432;0.2313146997929608;62.58319718608906;62.65541703132181
SP_REPLICON/SP_HUMAN;70;0.12857142857142856;0.5642857142857143;0.9832298136645956;0.2458074534161489;66.50427465579247;66.52047910860098
SP_REPLICON/SP_SLY;70;0.21428571428571427;0.6071428571428571;0.9534161490683233;0.23835403726708088;64.48772052851645;64.53273289742884
SP_REPLICON/SP_FULVER;70;0.18571428571428572;0.5928571428571429;0.9650103519668738;0.24125258799171845;65.27193602245713;65.30574531288467
SP_LAENFA/SP_REPLICON;70;0.18571428571428572;0.5928571428571429;0.9650103519668736;0.2412525879917184;65.27193602245713;65.30574531288467
SP_LAENFA/SP_CHATO;70;0.15714285714285714;0.5785714285714286;0.9749482401656309;0.24373706004140783;65.94412073154912;65.96832738327538
SP_LAENFA/SP_HUMAN;70;0.2;0.6;0.9739130434782607;0.24347826086956517;65.87410149101872;64.9330428982899
SP_LAENFA/SP_EAXAW;70;-0.08571428571428572;0.45714285714285713;1.0070393374741209;0.2517598343685303;68.11471718799221;67.14164979959229
SP_LAENFA/SP_SLY;70;0.22857142857142856;0.6142857142857143;0.9614906832298139;0.24037267080745348;65.03387060465371;64.1048153103015
SP_LAENFA/SP_EGASSEM;70;0.34285714285714286;0.6714285714285714;0.8952380952380941;0.2238095238095235;60.55263921070677;59.687601507696755
SP_LAENFA/SP_GEORGE;70;-0.11428571428571428;0.44285714285714284;0.9722567287784679;0.24306418219461698;65.76207070617006;66.75514359186435
SP_LAENFA/SP_ETTY;70;0.11428571428571428;0.5571428571428572;1.0012422360248452;0.2503105590062113;67.72260944102185;66.75514359186437
SP_LAENFA/SP_FULVER;70;0.5571428571428572;0.7785714285714286;0.6850931677018639;0.17127329192546598;46.338733383031716;46.64301699687958
SP_LAENFA/SP_GYSACHE;70;0.05714285714285714;0.5285714285714286;0.9821946169772261;0.24554865424430652;66.43425541526211;67.41772566225507
SP_LAENFA/SP_SCYLIOR;70;0.08571428571428572;0.5428571428571428;0.9780538302277442;0.24451345755693604;66.15417845314047;67.14164979959227
SP_LAENFA/SP_TRITH;70;-0.2;0.4;0.9449275362318839;0.23623188405797096;63.913562756166975;64.9330428982899
SP_CHATO/SP_SLY;70;0.44285714285714284;0.7214285714285714;0.8010351966873714;0.20025879917184286;54.180888322438726;54.37314115143791
SP_CHATO/SP_FULVER;70;0.44285714285714284;0.7214285714285714;0.8010351966873716;0.2002587991718429;54.180888322438726;54.37314115143791
SP_HUMAN/SP_CHATO;70;-0.2857142857142857;0.35714285714285715;0.9316770186335398;0.23291925465838495;63.017316477377584;62.11706909912936
SP_HUMAN/SP_SLY;70;0.3;0.65;0.908695652173913;0.22717391304347825;61.4628893376023;61.55111358067062
SP_HUMAN/SP_FULVER;70;0.4;0.7;0.8521739130434781;0.21304347826086953;57.639838804641386;56.81641253600367
SP_EAXAW/SP_REPLICON;70;0.1;0.55;0.9898550724637687;0.24746376811594217;66.95239779518724;66.96220048886146
SP_EAXAW/SP_CHATO;70;0.08571428571428572;0.5428571428571428;1.0070393374741207;0.25175983436853017;68.1147171879922;67.14164979959227
SP_EAXAW/SP_HUMAN;70;0.0;0.5;1.0144927536231885;0.2536231884057971;68.6188557198112;67.6385863523853
SP_EAXAW/SP_SLY;70;0.4;0.7;0.852173913043478;0.2130434782608695;57.63983880464137;56.81641253600367
SP_EAXAW/SP_GEORGE;70;-0.02857142857142857;0.4857142857142857;1.0136645962732915;0.2534161490683229;68.56284032738682;67.58337117985273
SP_EAXAW/SP_FULVER;70;0.35714285714285715;0.6785714285714286;0.8706004140786743;0.21765010351966857;58.88618128608282;59.0112156441729
SP_EGASSEM/SP_REPLICON;70;-0.02857142857142857;0.4857142857142857;1.0136645962732913;0.2534161490683228;68.56284032738681;67.58337117985273
SP_EGASSEM/SP_CHATO;70;-0.11428571428571428;0.44285714285714284;1.0012422360248447;0.2503105590062112;67.72260944102182;66.75514359186435
SP_EGASSEM/SP_HUMAN;70;0.05714285714285714;0.5285714285714286;1.011180124223603;0.25279503105590073;68.39479415011387;67.41772566225507
SP_EGASSEM/SP_EAXAW;70;0.04285714285714286;0.5214285714285715;0.9981366459627331;0.24953416149068328;67.51255171943056;67.51435221418704
SP_EGASSEM/SP_SLY;70;0.37142857142857144;0.6857142857142857;0.8745341614906832;0.2186335403726708;59.15225440009846;58.30722219438277
SP_EGASSEM/SP_GEORGE;70;-0.11428571428571428;0.44285714285714284;1.0012422360248445;0.25031055900621113;67.72260944102179;66.75514359186435
SP_EGASSEM/SP_FULVER;70;0.2571428571428571;0.6285714285714286;0.9474120082815737;0.23685300207039342;64.08160893344001;63.166157377248
SP_EGASSEM/SP_GYSACHE;70;0.05714285714285714;0.5285714285714286;1.0111801242236027;0.2527950310559007;68.39479415011385;67.41772566225507
SP_EGASSEM/SP_SCYLIOR;70;0.02857142857142857;0.5142857142857142;1.0136645962732915;0.2534161490683229;68.56284032738682;67.58337117985275
SP_EGASSEM/SP_TRITH;70;-0.4;0.3;0.852173913043478;0.2130434782608695;57.63983880464137;56.81641253600365
SP_GEORGE/SP_REPLICON;70;0.2;0.6;0.9739130434782607;0.24347826086956517;65.87410149101872;64.9330428982899
SP_GEORGE/SP_CHATO;70;0.1;0.55;0.9608695652173921;0.24021739130434802;64.9918590603355;66.96220048886146
SP_GEORGE/SP_HUMAN;70;0.2571428571428571;0.6285714285714286;0.9474120082815738;0.23685300207039345;64.08160893344001;63.166157377248
SP_GEORGE/SP_SLY;70;0.24285714285714285;0.6214285714285714;0.9401656314699794;0.23504140786749486;63.591474249727064;63.64929013690789
SP_GEORGE/SP_FULVER;70;0.44285714285714284;0.7214285714285714;0.8010351966873716;0.2002587991718429;54.180888322438726;54.37314115143791
SP_ETTY/SP_REPLICON;70;-0.07142857142857142;0.4642857142857143;0.9948240165631478;0.24870600414078695;67.28849014973326;67.29349152405682
SP_ETTY/SP_CHATO;70;-0.22857142857142856;0.38571428571428573;0.961490683229814;0.2403726708074535;65.03387060465371;64.1048153103015
SP_ETTY/SP_HUMAN;70;0.2714285714285714;0.6357142857142857;0.9252587991718432;0.2313146997929608;62.58319718608906;62.655417031321825
SP_ETTY/SP_EAXAW;70;0.14285714285714285;0.5714285714285714;0.9937888198757778;0.24844720496894446;67.21847090920289;66.25820703907132
SP_ETTY/SP_SLY;70;0.5285714285714286;0.7642857142857142;0.7165631469979299;0.17914078674948247;48.467318295156446;48.74119355311685
SP_ETTY/SP_EGASSEM;70;0.22857142857142856;0.6142857142857143;0.961490683229814;0.2403726708074535;65.03387060465371;64.1048153103015
SP_ETTY/SP_GEORGE;70;0.014285714285714285;0.5071428571428571;0.9997929606625274;0.24994824016563186;67.62458250427933;67.62478255925217
SP_ETTY/SP_FULVER;70;0.34285714285714286;0.6714285714285714;0.8662525879917173;0.2165631469979293;58.59210047585503;59.687601507696755
SP_ETTY/SP_GYSACHE;70;0.17142857142857143;0.5857142857142857;0.984679089026916;0.246169772256729;66.60230159253516;65.65084014121317
SP_ETTY/SP_SCYLIOR;70;-0.02857142857142857;0.4857142857142857;1.0136645962732915;0.2534161490683229;68.56284032738682;67.58337117985273
SP_ETTY/SP_TRITH;70;-0.34285714285714286;0.32857142857142857;0.8952380952380942;0.22380952380952354;60.55263921070677;59.687601507696755
SP_FULVER/SP_SLY;70;0.21428571428571427;0.6071428571428571;0.9534161490683235;0.23835403726708088;64.48772052851646;64.53273289742884
SP_CRAY/SP_REPLICON;70;0.2857142857142857;0.6428571428571429;0.9316770186335398;0.232919254658385;63.017316477377584;62.11706909912936
SP_CRAY/SP_LAENFA;70;-0.08571428571428572;0.45714285714285713;1.0070393374741209;0.2517598343685302;68.11471718799221;67.14164979959229
SP_CRAY/SP_CHATO;70;-0.05714285714285714;0.4714285714285714;1.011180124223603;0.25279503105590073;68.39479415011387;67.41772566225508
SP_CRAY/SP_HUMAN;70;0.0;0.5;1.0144927536231885;0.2536231884057971;68.6188557198112;67.6385863523853
SP_CRAY/SP_EAXAW;70;-0.05714285714285714;0.4714285714285714;1.011180124223603;0.25279503105590073;68.39479415011387;67.41772566225508
SP_CRAY/SP_SLY;70;0.42857142857142855;0.7142857142857143;0.7991718426501027;0.19979296066252566;54.05485368948385;55.21517253255943
SP_CRAY/SP_EGASSEM;70;0.3;0.65;0.9086956521739129;0.22717391304347823;61.46288933760229;61.55111358067062
SP_CRAY/SP_GEORGE;70;0.04285714285714286;0.5214285714285715;0.9981366459627331;0.24953416149068328;67.51255171943056;67.51435221418704
